family_id	candidate_id	family_source	candidate_pool_id	source_layer
family::sra_v2_2::bigcodebench_012::wrong_resource_pointer	sra_v2_2::bigcodebench_012::wrong_resource_pointer::execution_risk	released_controlled_relation	core_all694_pool	core_audited_marked_sibling
family::sra_v2_2::bigcodebench_013::wrong_resource_pointer	sra_v2_2::bigcodebench_013::wrong_resource_pointer::helpful	released_controlled_relation	core_all694_pool	core_audited_marked_sibling
family::sra_v2_2::bigcodebench_013::wrong_resource_pointer	sra_v2_2::bigcodebench_013::wrong_resource_pointer::execution_risk	released_controlled_relation	core_all694_pool	core_audited_marked_sibling
family::sra_v2_2::bigcodebench_014::wrong_resource_pointer	sra_v2_2::bigcodebench_014::wrong_resource_pointer::helpful	released_controlled_relation	core_all694_pool	core_audited_marked_sibling
family::sra_v2_2::bigcodebench_014::wrong_resource_pointer	sra_v2_2::bigcodebench_014::wrong_resource_pointer::execution_risk	released_controlled_relation	core_all694_pool	core_audited_marked_sibling
family::sra_v2_2::bigcodebench_015::wrong_resource_pointer	sra_v2_2::bigcodebench_015::wrong_resource_pointer::helpful	released_controlled_relation	core_all694_pool	core_audited_marked_sibling
family::sra_v2_2::bigcodebench_015::wrong_resource_pointer	sra_v2_2::bigcodebench_015::wrong_resource_pointer::execution_risk	released_controlled_relation	core_all694_pool	core_audited_marked_sibling
family::sra_v2_2::bigcodebench_017::wrong_precondition	sra_v2_2::bigcodebench_017::wrong_precondition::helpful	released_controlled_relation	core_all694_pool	core_audited_marked_sibling
family::sra_v2_2::bigcodebench_017::wrong_precondition	sra_v2_2::bigcodebench_017::wrong_precondition::execution_risk	released_controlled_relation	core_all694_pool	core_audited_marked_sibling
family::sra_v2_2::bigcodebench_018::wrong_resource_pointer	sra_v2_2::bigcodebench_018::wrong_resource_pointer::helpful	released_controlled_relation	core_all694_pool	core_audited_marked_sibling
family::sra_v2_2::bigcodebench_018::wrong_resource_pointer	sra_v2_2::bigcodebench_018::wrong_resource_pointer::execution_risk	released_controlled_relation	core_all694_pool	core_audited_marked_sibling
family::sra_v2_2::bigcodebench_019::poisoned_procedure_clause	sra_v2_2::bigcodebench_019::poisoned_procedure_clause::helpful	released_controlled_relation	core_all694_pool	core_audited_marked_sibling
family::sra_v2_2::bigcodebench_019::poisoned_procedure_clause	sra_v2_2::bigcodebench_019::poisoned_procedure_clause::execution_risk	released_controlled_relation	core_all694_pool	core_audited_marked_sibling
family::sra_v2_2::bigcodebench_020::wrong_resource_pointer	sra_v2_2::bigcodebench_020::wrong_resource_pointer::helpful	released_controlled_relation	core_all694_pool	core_audited_marked_sibling
family::sra_v2_2::bigcodebench_020::wrong_resource_pointer	sra_v2_2::bigcodebench_020::wrong_resource_pointer::execution_risk	released_controlled_relation	core_all694_pool	core_audited_marked_sibling
family::sra_v2_2::bigcodebench_021::wrong_resource_pointer	sra_v2_2::bigcodebench_021::wrong_resource_pointer::helpful	released_controlled_relation	core_all694_pool	core_audited_marked_sibling
family::sra_v2_2::bigcodebench_021::wrong_resource_pointer	sra_v2_2::bigcodebench_021::wrong_resource_pointer::execution_risk	released_controlled_relation	core_all694_pool	core_audited_marked_sibling
family::sra_v2_2::bigcodebench_022::wrong_resource_pointer	sra_v2_2::bigcodebench_022::wrong_resource_pointer::helpful	released_controlled_relation	core_all694_pool	core_audited_marked_sibling
family::sra_v2_2::bigcodebench_022::wrong_resource_pointer	sra_v2_2::bigcodebench_022::wrong_resource_pointer::execution_risk	released_controlled_relation	core_all694_pool	core_audited_marked_sibling
family::sra_v2_2::bigcodebench_023::wrong_resource_pointer	sra_v2_2::bigcodebench_023::wrong_resource_pointer::helpful	released_controlled_relation	core_all694_pool	core_audited_marked_sibling
family::sra_v2_2::bigcodebench_023::wrong_resource_pointer	sra_v2_2::bigcodebench_023::wrong_resource_pointer::execution_risk	released_controlled_relation	core_all694_pool	core_audited_marked_sibling
family::sra_v2_2::bigcodebench_024::wrong_resource_pointer	sra_v2_2::bigcodebench_024::wrong_resource_pointer::helpful	released_controlled_relation	core_all694_pool	core_audited_marked_sibling
family::sra_v2_2::bigcodebench_024::wrong_resource_pointer	sra_v2_2::bigcodebench_024::wrong_resource_pointer::execution_risk	released_controlled_relation	core_all694_pool	core_audited_marked_sibling
family::sra_v2_2::bigcodebench_025::wrong_resource_pointer	sra_v2_2::bigcodebench_025::wrong_resource_pointer::helpful	released_controlled_relation	core_all694_pool	core_audited_marked_sibling
family::sra_v2_2::bigcodebench_025::wrong_resource_pointer	sra_v2_2::bigcodebench_025::wrong_resource_pointer::execution_risk	released_controlled_relation	core_all694_pool	core_audited_marked_sibling
family::sra_v2_2::bigcodebench_026::wrong_resource_pointer	sra_v2_2::bigcodebench_026::wrong_resource_pointer::helpful	released_controlled_relation	core_all694_pool	core_audited_marked_sibling
family::sra_v2_2::bigcodebench_026::wrong_resource_pointer	sra_v2_2::bigcodebench_026::wrong_resource_pointer::execution_risk	released_controlled_relation	core_all694_pool	core_audited_marked_sibling
family::sra_v2_2::bigcodebench_028::wrong_resource_pointer	sra_v2_2::bigcodebench_028::wrong_resource_pointer::helpful	released_controlled_relation	core_all694_pool	core_audited_marked_sibling
family::sra_v2_2::bigcodebench_028::wrong_resource_pointer	sra_v2_2::bigcodebench_028::wrong_resource_pointer::execution_risk	released_controlled_relation	core_all694_pool	core_audited_marked_sibling
family::sra_v2_2::bigcodebench_029::wrong_resource_pointer	sra_v2_2::bigcodebench_029::wrong_resource_pointer::helpful	released_controlled_relation	core_all694_pool	core_audited_marked_sibling
family::sra_v2_2::bigcodebench_029::wrong_resource_pointer	sra_v2_2::bigcodebench_029::wrong_resource_pointer::execution_risk	released_controlled_relation	core_all694_pool	core_audited_marked_sibling
family::sra_v2_2::bigcodebench_030::wrong_resource_pointer	sra_v2_2::bigcodebench_030::wrong_resource_pointer::helpful	released_controlled_relation	core_all694_pool	core_audited_marked_sibling
family::sra_v2_2::bigcodebench_030::wrong_resource_pointer	sra_v2_2::bigcodebench_030::wrong_resource_pointer::execution_risk	released_controlled_relation	core_all694_pool	core_audited_marked_sibling
family::sra_v2_2::bigcodebench_031::misleading_example	sra_v2_2::bigcodebench_031::misleading_example::helpful	released_controlled_relation	core_all694_pool	core_audited_marked_sibling
family::sra_v2_2::bigcodebench_031::misleading_example	sra_v2_2::bigcodebench_031::misleading_example::execution_risk	released_controlled_relation	core_all694_pool	core_audited_marked_sibling
family::sra_v2_2::bigcodebench_032::wrong_resource_pointer	sra_v2_2::bigcodebench_032::wrong_resource_pointer::helpful	released_controlled_relation	core_all694_pool	core_audited_marked_sibling
family::sra_v2_2::bigcodebench_032::wrong_resource_pointer	sra_v2_2::bigcodebench_032::wrong_resource_pointer::execution_risk	released_controlled_relation	core_all694_pool	core_audited_marked_sibling
family::sra_v2_2::bigcodebench_033::wrong_resource_pointer	sra_v2_2::bigcodebench_033::wrong_resource_pointer::helpful	released_controlled_relation	core_all694_pool	core_audited_marked_sibling
family::sra_v2_2::bigcodebench_033::wrong_resource_pointer	sra_v2_2::bigcodebench_033::wrong_resource_pointer::execution_risk	released_controlled_relation	core_all694_pool	core_audited_marked_sibling
family::sra_v2_2::bigcodebench_034::wrong_resource_pointer	sra_v2_2::bigcodebench_034::wrong_resource_pointer::helpful	released_controlled_relation	core_all694_pool	core_audited_marked_sibling
family::sra_v2_2::bigcodebench_034::wrong_resource_pointer	sra_v2_2::bigcodebench_034::wrong_resource_pointer::execution_risk	released_controlled_relation	core_all694_pool	core_audited_marked_sibling
family::sra_v2_2::bigcodebench_035::wrong_resource_pointer	sra_v2_2::bigcodebench_035::wrong_resource_pointer::helpful	released_controlled_relation	core_all694_pool	core_audited_marked_sibling
family::sra_v2_2::bigcodebench_035::wrong_resource_pointer	sra_v2_2::bigcodebench_035::wrong_resource_pointer::execution_risk	released_controlled_relation	core_all694_pool	core_audited_marked_sibling
family::sra_v2_2::bigcodebench_036::wrong_resource_pointer	sra_v2_2::bigcodebench_036::wrong_resource_pointer::helpful	released_controlled_relation	core_all694_pool	core_audited_marked_sibling
family::sra_v2_2::bigcodebench_036::wrong_resource_pointer	sra_v2_2::bigcodebench_036::wrong_resource_pointer::execution_risk	released_controlled_relation	core_all694_pool	core_audited_marked_sibling
family::sra_v2_2::bigcodebench_037::wrong_resource_pointer	sra_v2_2::bigcodebench_037::wrong_resource_pointer::helpful	released_controlled_relation	core_all694_pool	core_audited_marked_sibling
family::sra_v2_2::bigcodebench_037::wrong_resource_pointer	sra_v2_2::bigcodebench_037::wrong_resource_pointer::execution_risk	released_controlled_relation	core_all694_pool	core_audited_marked_sibling
family::sra_v2_2::bigcodebench_038::poisoned_procedure_clause	sra_v2_2::bigcodebench_038::poisoned_procedure_clause::helpful	released_controlled_relation	core_all694_pool	core_audited_marked_sibling
family::sra_v2_2::bigcodebench_038::poisoned_procedure_clause	sra_v2_2::bigcodebench_038::poisoned_procedure_clause::execution_risk	released_controlled_relation	core_all694_pool	core_audited_marked_sibling
family::sra_v2_2::bigcodebench_039::wrong_resource_pointer	sra_v2_2::bigcodebench_039::wrong_resource_pointer::helpful	released_controlled_relation	core_all694_pool	core_audited_marked_sibling
family::sra_v2_2::bigcodebench_039::wrong_resource_pointer	sra_v2_2::bigcodebench_039::wrong_resource_pointer::execution_risk	released_controlled_relation	core_all694_pool	core_audited_marked_sibling
family::sra_v2_2::bigcodebench_040::wrong_resource_pointer	sra_v2_2::bigcodebench_040::wrong_resource_pointer::helpful	released_controlled_relation	core_all694_pool	core_audited_marked_sibling
family::sra_v2_2::bigcodebench_040::wrong_resource_pointer	sra_v2_2::bigcodebench_040::wrong_resource_pointer::execution_risk	released_controlled_relation	core_all694_pool	core_audited_marked_sibling
family::sra_v2_2::bigcodebench_041::wrong_resource_pointer	sra_v2_2::bigcodebench_041::wrong_resource_pointer::helpful	released_controlled_relation	core_all694_pool	core_audited_marked_sibling
family::sra_v2_2::bigcodebench_041::wrong_resource_pointer	sra_v2_2::bigcodebench_041::wrong_resource_pointer::execution_risk	released_controlled_relation	core_all694_pool	core_audited_marked_sibling
family::sra_v2_2::bigcodebench_042::wrong_resource_pointer	sra_v2_2::bigcodebench_042::wrong_resource_pointer::helpful	released_controlled_relation	core_all694_pool	core_audited_marked_sibling
family::sra_v2_2::bigcodebench_042::wrong_resource_pointer	sra_v2_2::bigcodebench_042::wrong_resource_pointer::execution_risk	released_controlled_relation	core_all694_pool	core_audited_marked_sibling
family::sra_v2_2::bigcodebench_043::wrong_resource_pointer	sra_v2_2::bigcodebench_043::wrong_resource_pointer::helpful	released_controlled_relation	core_all694_pool	core_audited_marked_sibling
family::sra_v2_2::bigcodebench_043::wrong_resource_pointer	sra_v2_2::bigcodebench_043::wrong_resource_pointer::execution_risk	released_controlled_relation	core_all694_pool	core_audited_marked_sibling
family::sra_v2_2::bigcodebench_044::wrong_resource_pointer	sra_v2_2::bigcodebench_044::wrong_resource_pointer::helpful	released_controlled_relation	core_all694_pool	core_audited_marked_sibling
family::sra_v2_2::bigcodebench_044::wrong_resource_pointer	sra_v2_2::bigcodebench_044::wrong_resource_pointer::execution_risk	released_controlled_relation	core_all694_pool	core_audited_marked_sibling
family::sra_v2_2::bigcodebench_045::wrong_resource_pointer	sra_v2_2::bigcodebench_045::wrong_resource_pointer::helpful	released_controlled_relation	core_all694_pool	core_audited_marked_sibling
family::sra_v2_2::bigcodebench_045::wrong_resource_pointer	sra_v2_2::bigcodebench_045::wrong_resource_pointer::execution_risk	released_controlled_relation	core_all694_pool	core_audited_marked_sibling
family::sra_v2_2::bigcodebench_046::wrong_resource_pointer	sra_v2_2::bigcodebench_046::wrong_resource_pointer::helpful	released_controlled_relation	core_all694_pool	core_audited_marked_sibling
family::sra_v2_2::bigcodebench_046::wrong_resource_pointer	sra_v2_2::bigcodebench_046::wrong_resource_pointer::execution_risk	released_controlled_relation	core_all694_pool	core_audited_marked_sibling
family::sra_v2_2::bigcodebench_047::wrong_resource_pointer	sra_v2_2::bigcodebench_047::wrong_resource_pointer::helpful	released_controlled_relation	core_all694_pool	core_audited_marked_sibling
family::sra_v2_2::bigcodebench_047::wrong_resource_pointer	sra_v2_2::bigcodebench_047::wrong_resource_pointer::execution_risk	released_controlled_relation	core_all694_pool	core_audited_marked_sibling
family::sra_v2_2::bigcodebench_048::wrong_resource_pointer	sra_v2_2::bigcodebench_048::wrong_resource_pointer::helpful	released_controlled_relation	core_all694_pool	core_audited_marked_sibling
family::sra_v2_2::bigcodebench_048::wrong_resource_pointer	sra_v2_2::bigcodebench_048::wrong_resource_pointer::execution_risk	released_controlled_relation	core_all694_pool	core_audited_marked_sibling
family::sra_v2_2::bigcodebench_049::wrong_resource_pointer	sra_v2_2::bigcodebench_049::wrong_resource_pointer::helpful	released_controlled_relation	core_all694_pool	core_audited_marked_sibling
family::sra_v2_2::bigcodebench_049::wrong_resource_pointer	sra_v2_2::bigcodebench_049::wrong_resource_pointer::execution_risk	released_controlled_relation	core_all694_pool	core_audited_marked_sibling
family::sra_v2_2::bigcodebench_050::wrong_resource_pointer	sra_v2_2::bigcodebench_050::wrong_resource_pointer::helpful	released_controlled_relation	core_all694_pool	core_audited_marked_sibling
family::sra_v2_2::bigcodebench_050::wrong_resource_pointer	sra_v2_2::bigcodebench_050::wrong_resource_pointer::execution_risk	released_controlled_relation	core_all694_pool	core_audited_marked_sibling
family::sra_v2_2::bigcodebench_051::wrong_resource_pointer	sra_v2_2::bigcodebench_051::wrong_resource_pointer::helpful	released_controlled_relation	core_all694_pool	core_audited_marked_sibling
family::sra_v2_2::bigcodebench_051::wrong_resource_pointer	sra_v2_2::bigcodebench_051::wrong_resource_pointer::execution_risk	released_controlled_relation	core_all694_pool	core_audited_marked_sibling
family::sra_v2_2::bigcodebench_052::wrong_resource_pointer	sra_v2_2::bigcodebench_052::wrong_resource_pointer::helpful	released_controlled_relation	core_all694_pool	core_audited_marked_sibling
family::sra_v2_2::bigcodebench_052::wrong_resource_pointer	sra_v2_2::bigcodebench_052::wrong_resource_pointer::execution_risk	released_controlled_relation	core_all694_pool	core_audited_marked_sibling
family::sra_v2_2::bigcodebench_053::wrong_resource_pointer	sra_v2_2::bigcodebench_053::wrong_resource_pointer::helpful	released_controlled_relation	core_all694_pool	core_audited_marked_sibling
family::sra_v2_2::bigcodebench_053::wrong_resource_pointer	sra_v2_2::bigcodebench_053::wrong_resource_pointer::execution_risk	released_controlled_relation	core_all694_pool	core_audited_marked_sibling
family::sra_v2_2::bigcodebench_054::wrong_resource_pointer	sra_v2_2::bigcodebench_054::wrong_resource_pointer::helpful	released_controlled_relation	core_all694_pool	core_audited_marked_sibling
family::sra_v2_2::bigcodebench_054::wrong_resource_pointer	sra_v2_2::bigcodebench_054::wrong_resource_pointer::execution_risk	released_controlled_relation	core_all694_pool	core_audited_marked_sibling
family::sra_v2_2::bigcodebench_055::wrong_resource_pointer	sra_v2_2::bigcodebench_055::wrong_resource_pointer::helpful	released_controlled_relation	core_all694_pool	core_audited_marked_sibling
family::sra_v2_2::bigcodebench_055::wrong_resource_pointer	sra_v2_2::bigcodebench_055::wrong_resource_pointer::execution_risk	released_controlled_relation	core_all694_pool	core_audited_marked_sibling
family::sra_v2_2::bigcodebench_056::poisoned_procedure_clause	sra_v2_2::bigcodebench_056::poisoned_procedure_clause::helpful	released_controlled_relation	core_all694_pool	core_audited_marked_sibling
family::sra_v2_2::bigcodebench_056::poisoned_procedure_clause	sra_v2_2::bigcodebench_056::poisoned_procedure_clause::execution_risk	released_controlled_relation	core_all694_pool	core_audited_marked_sibling
family::sra_v2_2::bigcodebench_057::wrong_resource_pointer	sra_v2_2::bigcodebench_057::wrong_resource_pointer::helpful	released_controlled_relation	core_all694_pool	core_audited_marked_sibling
family::sra_v2_2::bigcodebench_057::wrong_resource_pointer	sra_v2_2::bigcodebench_057::wrong_resource_pointer::execution_risk	released_controlled_relation	core_all694_pool	core_audited_marked_sibling
family::sra_v2_2::bigcodebench_058::wrong_resource_pointer	sra_v2_2::bigcodebench_058::wrong_resource_pointer::helpful	released_controlled_relation	core_all694_pool	core_audited_marked_sibling
family::sra_v2_2::bigcodebench_058::wrong_resource_pointer	sra_v2_2::bigcodebench_058::wrong_resource_pointer::execution_risk	released_controlled_relation	core_all694_pool	core_audited_marked_sibling
family::sra_v2_2::bigcodebench_059::poisoned_procedure_clause	sra_v2_2::bigcodebench_059::poisoned_procedure_clause::helpful	released_controlled_relation	core_all694_pool	core_audited_marked_sibling
family::sra_v2_2::bigcodebench_059::poisoned_procedure_clause	sra_v2_2::bigcodebench_059::poisoned_procedure_clause::execution_risk	released_controlled_relation	core_all694_pool	core_audited_marked_sibling
family::sra_v2_2::bigcodebench_061::wrong_resource_pointer	sra_v2_2::bigcodebench_061::wrong_resource_pointer::helpful	released_controlled_relation	core_all694_pool	core_audited_marked_sibling
family::sra_v2_2::bigcodebench_061::wrong_resource_pointer	sra_v2_2::bigcodebench_061::wrong_resource_pointer::execution_risk	released_controlled_relation	core_all694_pool	core_audited_marked_sibling
family::sra_v2_2::bigcodebench_062::wrong_resource_pointer	sra_v2_2::bigcodebench_062::wrong_resource_pointer::helpful	released_controlled_relation	core_all694_pool	core_audited_marked_sibling
family::sra_v2_2::bigcodebench_062::wrong_resource_pointer	sra_v2_2::bigcodebench_062::wrong_resource_pointer::execution_risk	released_controlled_relation	core_all694_pool	core_audited_marked_sibling
family::sra_v2_2::bigcodebench_063::wrong_resource_pointer	sra_v2_2::bigcodebench_063::wrong_resource_pointer::helpful	released_controlled_relation	core_all694_pool	core_audited_marked_sibling
family::sra_v2_2::bigcodebench_063::wrong_resource_pointer	sra_v2_2::bigcodebench_063::wrong_resource_pointer::execution_risk	released_controlled_relation	core_all694_pool	core_audited_marked_sibling
family::sra_v2_2::bigcodebench_064::poisoned_procedure_clause	sra_v2_2::bigcodebench_064::poisoned_procedure_clause::helpful	released_controlled_relation	core_all694_pool	core_audited_marked_sibling
family::sra_v2_2::bigcodebench_064::poisoned_procedure_clause	sra_v2_2::bigcodebench_064::poisoned_procedure_clause::execution_risk	released_controlled_relation	core_all694_pool	core_audited_marked_sibling
family::sra_v2_2::bigcodebench_065::wrong_resource_pointer	sra_v2_2::bigcodebench_065::wrong_resource_pointer::helpful	released_controlled_relation	core_all694_pool	core_audited_marked_sibling
family::sra_v2_2::bigcodebench_065::wrong_resource_pointer	sra_v2_2::bigcodebench_065::wrong_resource_pointer::execution_risk	released_controlled_relation	core_all694_pool	core_audited_marked_sibling
family::sra_v2_2::bigcodebench_066::wrong_resource_pointer	sra_v2_2::bigcodebench_066::wrong_resource_pointer::helpful	released_controlled_relation	core_all694_pool	core_audited_marked_sibling
family::sra_v2_2::bigcodebench_066::wrong_resource_pointer	sra_v2_2::bigcodebench_066::wrong_resource_pointer::execution_risk	released_controlled_relation	core_all694_pool	core_audited_marked_sibling
family::sra_v2_2::bigcodebench_067::wrong_resource_pointer	sra_v2_2::bigcodebench_067::wrong_resource_pointer::helpful	released_controlled_relation	core_all694_pool	core_audited_marked_sibling
family::sra_v2_2::bigcodebench_067::wrong_resource_pointer	sra_v2_2::bigcodebench_067::wrong_resource_pointer::execution_risk	released_controlled_relation	core_all694_pool	core_audited_marked_sibling
family::sra_v2_2::bigcodebench_068::wrong_resource_pointer	sra_v2_2::bigcodebench_068::wrong_resource_pointer::helpful	released_controlled_relation	core_all694_pool	core_audited_marked_sibling
family::sra_v2_2::bigcodebench_068::wrong_resource_pointer	sra_v2_2::bigcodebench_068::wrong_resource_pointer::execution_risk	released_controlled_relation	core_all694_pool	core_audited_marked_sibling
family::sra_v2_2::bigcodebench_069::wrong_resource_pointer	sra_v2_2::bigcodebench_069::wrong_resource_pointer::helpful	released_controlled_relation	core_all694_pool	core_audited_marked_sibling
family::sra_v2_2::bigcodebench_069::wrong_resource_pointer	sra_v2_2::bigcodebench_069::wrong_resource_pointer::execution_risk	released_controlled_relation	core_all694_pool	core_audited_marked_sibling
family::sra_v2_2::bigcodebench_070::wrong_resource_pointer	sra_v2_2::bigcodebench_070::wrong_resource_pointer::helpful	released_controlled_relation	core_all694_pool	core_audited_marked_sibling
family::sra_v2_2::bigcodebench_070::wrong_resource_pointer	sra_v2_2::bigcodebench_070::wrong_resource_pointer::execution_risk	released_controlled_relation	core_all694_pool	core_audited_marked_sibling
family::sra_v2_2::bigcodebench_071::wrong_resource_pointer	sra_v2_2::bigcodebench_071::wrong_resource_pointer::helpful	released_controlled_relation	core_all694_pool	core_audited_marked_sibling
family::sra_v2_2::bigcodebench_071::wrong_resource_pointer	sra_v2_2::bigcodebench_071::wrong_resource_pointer::execution_risk	released_controlled_relation	core_all694_pool	core_audited_marked_sibling
family::sra_v2_2::bigcodebench_072::wrong_resource_pointer	sra_v2_2::bigcodebench_072::wrong_resource_pointer::helpful	released_controlled_relation	core_all694_pool	core_audited_marked_sibling
family::sra_v2_2::bigcodebench_072::wrong_resource_pointer	sra_v2_2::bigcodebench_072::wrong_resource_pointer::execution_risk	released_controlled_relation	core_all694_pool	core_audited_marked_sibling
family::sra_v2_2::bigcodebench_073::wrong_resource_pointer	sra_v2_2::bigcodebench_073::wrong_resource_pointer::helpful	released_controlled_relation	core_all694_pool	core_audited_marked_sibling
family::sra_v2_2::bigcodebench_073::wrong_resource_pointer	sra_v2_2::bigcodebench_073::wrong_resource_pointer::execution_risk	released_controlled_relation	core_all694_pool	core_audited_marked_sibling
family::sra_v2_2::bigcodebench_074::wrong_resource_pointer	sra_v2_2::bigcodebench_074::wrong_resource_pointer::helpful	released_controlled_relation	core_all694_pool	core_audited_marked_sibling
family::sra_v2_2::bigcodebench_074::wrong_resource_pointer	sra_v2_2::bigcodebench_074::wrong_resource_pointer::execution_risk	released_controlled_relation	core_all694_pool	core_audited_marked_sibling
family::sra_v2_2::bigcodebench_075::wrong_resource_pointer	sra_v2_2::bigcodebench_075::wrong_resource_pointer::helpful	released_controlled_relation	core_all694_pool	core_audited_marked_sibling
family::sra_v2_2::bigcodebench_075::wrong_resource_pointer	sra_v2_2::bigcodebench_075::wrong_resource_pointer::execution_risk	released_controlled_relation	core_all694_pool	core_audited_marked_sibling
family::sra_v2_2::bigcodebench_076::wrong_precondition	sra_v2_2::bigcodebench_076::wrong_precondition::helpful	released_controlled_relation	core_all694_pool	core_audited_marked_sibling
family::sra_v2_2::bigcodebench_076::wrong_precondition	sra_v2_2::bigcodebench_076::wrong_precondition::execution_risk	released_controlled_relation	core_all694_pool	core_audited_marked_sibling
family::sra_v2_2::bigcodebench_077::wrong_resource_pointer	sra_v2_2::bigcodebench_077::wrong_resource_pointer::helpful	released_controlled_relation	core_all694_pool	core_audited_marked_sibling
family::sra_v2_2::bigcodebench_077::wrong_resource_pointer	sra_v2_2::bigcodebench_077::wrong_resource_pointer::execution_risk	released_controlled_relation	core_all694_pool	core_audited_marked_sibling
family::sra_v2_2::bigcodebench_078::wrong_resource_pointer	sra_v2_2::bigcodebench_078::wrong_resource_pointer::helpful	released_controlled_relation	core_all694_pool	core_audited_marked_sibling
family::sra_v2_2::bigcodebench_078::wrong_resource_pointer	sra_v2_2::bigcodebench_078::wrong_resource_pointer::execution_risk	released_controlled_relation	core_all694_pool	core_audited_marked_sibling
