unit_id	source_layer	source_unit_id	stratum	difficulty_rung	domain	release_split	query_case_count	candidate_pool_id	helpful_skill_id	risky_sibling_id	role_flip	oracle_gate_status	blind_gate_status	leakage_flag	query_sha256	helpful_text_sha256	risk_text_sha256
core::sra_v2_2::bigcodebench_019::poisoned_procedure_clause	core_audited_marked_sibling	sra_v2_2::bigcodebench_019::poisoned_procedure_clause	core_marked_sibling	L0_CORE_MARKED_SIBLING	bigcodebench	train	1	core_all694_pool	sra_v2_2::bigcodebench_019::poisoned_procedure_clause::helpful	sra_v2_2::bigcodebench_019::poisoned_procedure_clause::execution_risk	no	core_admission_carried_forward	core_static_cue_clean_rebuilt	none	db79fc160bac3fdeaccb65cec50e9b45841a69566bc65992294094291b9e5ba0	ec01bf7cc6a83a108f3f4c5024d36c9936f4ac690dba19d796292cdc9f4656b2	8d0cd95e7af64f5fbc8def831275f57c45ca3c754f5988c4ada4b6bae7163c8b
core::sra_v2_2::bigcodebench_020::wrong_resource_pointer	core_audited_marked_sibling	sra_v2_2::bigcodebench_020::wrong_resource_pointer	core_marked_sibling	L0_CORE_MARKED_SIBLING	bigcodebench	train	1	core_all694_pool	sra_v2_2::bigcodebench_020::wrong_resource_pointer::helpful	sra_v2_2::bigcodebench_020::wrong_resource_pointer::execution_risk	no	core_admission_carried_forward	core_static_cue_clean_rebuilt	none	b0fdbe105cd138f85e647e79c9904b8748a950e8f9f6c794eabc04ab216af4d2	fb9ba43cb4a0c9c3ab65bca9804d15b63ab05e670e1dbd2a9bc9f826301372c1	9bbfe413bdf94854d1ca28730dc4b1fc6e2d58a598feb59f10be7fdc9bdc53b3
core::sra_v2_2::bigcodebench_021::wrong_resource_pointer	core_audited_marked_sibling	sra_v2_2::bigcodebench_021::wrong_resource_pointer	core_marked_sibling	L0_CORE_MARKED_SIBLING	bigcodebench	test	1	core_all694_pool	sra_v2_2::bigcodebench_021::wrong_resource_pointer::helpful	sra_v2_2::bigcodebench_021::wrong_resource_pointer::execution_risk	no	core_admission_carried_forward	core_static_cue_clean_rebuilt	none	e485175093a3dbbf1f452c2154656de73f1124a800af5dada63df28999fd4576	a9fd97f36f930f0116252d87488b92dbd7496f78c3e1d3eacd70e876b67ffe82	be3558e6e6c46ab0389417717ac30525aa2985d5d2ccc440417b5eeaa6573a5f
core::sra_v2_2::bigcodebench_022::wrong_resource_pointer	core_audited_marked_sibling	sra_v2_2::bigcodebench_022::wrong_resource_pointer	core_marked_sibling	L0_CORE_MARKED_SIBLING	bigcodebench	dev	1	core_all694_pool	sra_v2_2::bigcodebench_022::wrong_resource_pointer::helpful	sra_v2_2::bigcodebench_022::wrong_resource_pointer::execution_risk	no	core_admission_carried_forward	core_static_cue_clean_rebuilt	none	4fce6027538b136d9399e5b99d067790beebb50f50fb24f918a625cdbd6be441	50694f5adf5a87d89bd348b057ebc3a322d7d2229781cd28d82d8f300e70d696	42f2bcee3085227d7fd8822096082ce698f126dbc483dc9a5aa6241c294b360c
core::sra_v2_2::bigcodebench_023::wrong_resource_pointer	core_audited_marked_sibling	sra_v2_2::bigcodebench_023::wrong_resource_pointer	core_marked_sibling	L0_CORE_MARKED_SIBLING	bigcodebench	train	1	core_all694_pool	sra_v2_2::bigcodebench_023::wrong_resource_pointer::helpful	sra_v2_2::bigcodebench_023::wrong_resource_pointer::execution_risk	no	core_admission_carried_forward	core_static_cue_clean_rebuilt	none	e1a281fd53b1afcb85dae98ff838a57061ec02b65e46286e82de9b88c0ff7330	e970ccfccda3ab64c1857a62a137d16488244ec928d75543c8ef7c0cdb5f9339	61ca9a8ffe027157eccb9146ccff88d37c6a22be901a75b6f98910d5125ac868
core::sra_v2_2::bigcodebench_024::wrong_resource_pointer	core_audited_marked_sibling	sra_v2_2::bigcodebench_024::wrong_resource_pointer	core_marked_sibling	L0_CORE_MARKED_SIBLING	bigcodebench	test	1	core_all694_pool	sra_v2_2::bigcodebench_024::wrong_resource_pointer::helpful	sra_v2_2::bigcodebench_024::wrong_resource_pointer::execution_risk	no	core_admission_carried_forward	core_static_cue_clean_rebuilt	none	8b4b3793af12a9d0774f64904e579ec585f5514371b1b3f21cc1338243549311	474656b6939da55f896a091d47079c5962a04d202369c0d428206664e8e42360	42e964db3ffc1221bb7d0461fbcb46bd7ecbd87265cd6b50726c642e2bf2863c
core::sra_v2_2::bigcodebench_025::wrong_resource_pointer	core_audited_marked_sibling	sra_v2_2::bigcodebench_025::wrong_resource_pointer	core_marked_sibling	L0_CORE_MARKED_SIBLING	bigcodebench	train	1	core_all694_pool	sra_v2_2::bigcodebench_025::wrong_resource_pointer::helpful	sra_v2_2::bigcodebench_025::wrong_resource_pointer::execution_risk	no	core_admission_carried_forward	core_static_cue_clean_rebuilt	none	004f9bc833e3433c1d5607b734e677c73428b03dd0a9998114fcf36cce9500cb	98fa4cbc829d0985b9cf93b729f6ca146e19574fa8c748cb6eb3a66cf515ecd7	1774ebb45c578436014242817cfc7abf54f150e7cd6bc009a23d4c7ba07bd91e
core::sra_v2_2::bigcodebench_026::wrong_resource_pointer	core_audited_marked_sibling	sra_v2_2::bigcodebench_026::wrong_resource_pointer	core_marked_sibling	L0_CORE_MARKED_SIBLING	bigcodebench	train	1	core_all694_pool	sra_v2_2::bigcodebench_026::wrong_resource_pointer::helpful	sra_v2_2::bigcodebench_026::wrong_resource_pointer::execution_risk	no	core_admission_carried_forward	core_static_cue_clean_rebuilt	none	ade4b5808d5b5f0206b47bec495f634ed8ecd9a67ff0961952bb93ba967fe772	418bfd1f0ddf4d2b181e4f82104bbd442a3d7672f906b6443804d722b4c43c83	5a929c10daa34e49652dba64a72f94f1a479e0544c8cc81fe32ec3b0bf8aef54
core::sra_v2_2::bigcodebench_028::wrong_resource_pointer	core_audited_marked_sibling	sra_v2_2::bigcodebench_028::wrong_resource_pointer	core_marked_sibling	L0_CORE_MARKED_SIBLING	bigcodebench	train	1	core_all694_pool	sra_v2_2::bigcodebench_028::wrong_resource_pointer::helpful	sra_v2_2::bigcodebench_028::wrong_resource_pointer::execution_risk	no	core_admission_carried_forward	core_static_cue_clean_rebuilt	none	9dda2480b3377e97ad4e159e37bf5dad752945c07701230a615eda770df751b3	280d7591059dfb8a381db124a08b58c0671086b92df7470a85b2dde827113b22	35137365c8b875a91c75b858056ba641f7c891e8a12725dcdcfb91f38929ca98
core::sra_v2_2::bigcodebench_029::wrong_resource_pointer	core_audited_marked_sibling	sra_v2_2::bigcodebench_029::wrong_resource_pointer	core_marked_sibling	L0_CORE_MARKED_SIBLING	bigcodebench	train	1	core_all694_pool	sra_v2_2::bigcodebench_029::wrong_resource_pointer::helpful	sra_v2_2::bigcodebench_029::wrong_resource_pointer::execution_risk	no	core_admission_carried_forward	core_static_cue_clean_rebuilt	none	b4fe3134a2f77f116d20698363da32705d3a835b07ad88ec1a493df01af46e29	31004c0544d191043125537e6f3a4d674d0d913016ee989838b9e5034f65b022	59592b2c753540c0d8251e7b10ad6b1af070931be44b3a53cb4fe14aaabd1e96
core::sra_v2_2::bigcodebench_030::wrong_resource_pointer	core_audited_marked_sibling	sra_v2_2::bigcodebench_030::wrong_resource_pointer	core_marked_sibling	L0_CORE_MARKED_SIBLING	bigcodebench	test	1	core_all694_pool	sra_v2_2::bigcodebench_030::wrong_resource_pointer::helpful	sra_v2_2::bigcodebench_030::wrong_resource_pointer::execution_risk	no	core_admission_carried_forward	core_static_cue_clean_rebuilt	none	72a6e7a69981a712895ad61e91c1941fbbe0642d104350046a66610a2cf2c899	bb8cb7317c966c9f124fc6d56390026a878cb20fdb736313f4a35dd0be050448	27981d109acaca8ea1e3e9ce84a9ee3d43c3e5852b3b35866f0492062b2ff071
core::sra_v2_2::bigcodebench_031::misleading_example	core_audited_marked_sibling	sra_v2_2::bigcodebench_031::misleading_example	core_marked_sibling	L0_CORE_MARKED_SIBLING	bigcodebench	train	1	core_all694_pool	sra_v2_2::bigcodebench_031::misleading_example::helpful	sra_v2_2::bigcodebench_031::misleading_example::execution_risk	no	core_admission_carried_forward	core_static_cue_clean_rebuilt	none	ade4b5808d5b5f0206b47bec495f634ed8ecd9a67ff0961952bb93ba967fe772	a3dbfa662580de11a44a8f7d1bd01f217cd5e00b01d4fa6c6735acaca5f3e313	97a916425735cd786bfb8512b8fb7d82bb55be6b809e54c1bc976e58d1362531
core::sra_v2_2::bigcodebench_032::wrong_resource_pointer	core_audited_marked_sibling	sra_v2_2::bigcodebench_032::wrong_resource_pointer	core_marked_sibling	L0_CORE_MARKED_SIBLING	bigcodebench	train	1	core_all694_pool	sra_v2_2::bigcodebench_032::wrong_resource_pointer::helpful	sra_v2_2::bigcodebench_032::wrong_resource_pointer::execution_risk	no	core_admission_carried_forward	core_static_cue_clean_rebuilt	none	05fd0d6a30c9e2fbd65b32a337978acc9ea5a4f5770378545ae3520c9b18eabf	71ea71c7802ac055f15027ed8fdf95a541a7212bb0ed198e90833e26a3650380	4b904b53eda4854a64ba42cd47fc3551aeb29c47e023e9a2561c20d692ee4138
core::sra_v2_2::bigcodebench_033::wrong_resource_pointer	core_audited_marked_sibling	sra_v2_2::bigcodebench_033::wrong_resource_pointer	core_marked_sibling	L0_CORE_MARKED_SIBLING	bigcodebench	train	1	core_all694_pool	sra_v2_2::bigcodebench_033::wrong_resource_pointer::helpful	sra_v2_2::bigcodebench_033::wrong_resource_pointer::execution_risk	no	core_admission_carried_forward	core_static_cue_clean_rebuilt	none	843e97417bc276572845cc8ea9ec143bcc263e18e1b7df902a3799adb023c453	b33c48c24d1e0e5b4843c39e85180adb53bc25e1062624fc0af8170e6c26eac2	bafb2c4a1620f17d764f675b91630cf80833445b287d49c15742bfcbb399ac6b
core::sra_v2_2::bigcodebench_034::wrong_resource_pointer	core_audited_marked_sibling	sra_v2_2::bigcodebench_034::wrong_resource_pointer	core_marked_sibling	L0_CORE_MARKED_SIBLING	bigcodebench	train	1	core_all694_pool	sra_v2_2::bigcodebench_034::wrong_resource_pointer::helpful	sra_v2_2::bigcodebench_034::wrong_resource_pointer::execution_risk	no	core_admission_carried_forward	core_static_cue_clean_rebuilt	none	61c240a039cd55f2efc38a88cdd52b243cf85708f297f50e08bf726170e4505c	b6438bd7e357330a8ac099603d9bb82398dcad2fb26ef3c150269343d3f53052	4668b24b2c62bb59cbff5bfd99e34267b671a905a849bb95c1710222a6b5016a
core::sra_v2_2::bigcodebench_035::wrong_resource_pointer	core_audited_marked_sibling	sra_v2_2::bigcodebench_035::wrong_resource_pointer	core_marked_sibling	L0_CORE_MARKED_SIBLING	bigcodebench	test	1	core_all694_pool	sra_v2_2::bigcodebench_035::wrong_resource_pointer::helpful	sra_v2_2::bigcodebench_035::wrong_resource_pointer::execution_risk	no	core_admission_carried_forward	core_static_cue_clean_rebuilt	none	39cc864aefdc390c0d52eb858ec891630158e6af5f5c68076f346bb45b48fff4	6cf5d638b8291c8c68dc91366176b124c5c7ad2cc481276eaf07db90ec98083a	6f74390f8a6f56c771c90e4109530f2eb09c21df9bf703a5c97bf64c0820ce0e
core::sra_v2_2::bigcodebench_036::wrong_resource_pointer	core_audited_marked_sibling	sra_v2_2::bigcodebench_036::wrong_resource_pointer	core_marked_sibling	L0_CORE_MARKED_SIBLING	bigcodebench	train	1	core_all694_pool	sra_v2_2::bigcodebench_036::wrong_resource_pointer::helpful	sra_v2_2::bigcodebench_036::wrong_resource_pointer::execution_risk	no	core_admission_carried_forward	core_static_cue_clean_rebuilt	none	3176c266628e85ec71806093a9d47c624b6eee8e736dfdd0426fa551138ece8f	7665f2290835a2f15669410a5e5ae02673cff922d409fb67c4d707acd0a82700	9b0f79a93927177df64380b5c7212beff6e0e057ecf11494420a01dc1f13b13d
core::sra_v2_2::bigcodebench_037::wrong_resource_pointer	core_audited_marked_sibling	sra_v2_2::bigcodebench_037::wrong_resource_pointer	core_marked_sibling	L0_CORE_MARKED_SIBLING	bigcodebench	test	1	core_all694_pool	sra_v2_2::bigcodebench_037::wrong_resource_pointer::helpful	sra_v2_2::bigcodebench_037::wrong_resource_pointer::execution_risk	no	core_admission_carried_forward	core_static_cue_clean_rebuilt	none	e1b9ca2f7d6d1be8f55b5aa58faa4e5feb7fcb5b7a3b920a40b0e84d6d3f3241	0c0829d76b05d173270551c5e48c9400945278e93e31e95ee6e60646a5bb9640	396b7e23ef6c409646e349defe0ab84294227435f47e39f3d6d137ae9e0c950f
core::sra_v2_2::bigcodebench_038::poisoned_procedure_clause	core_audited_marked_sibling	sra_v2_2::bigcodebench_038::poisoned_procedure_clause	core_marked_sibling	L0_CORE_MARKED_SIBLING	bigcodebench	dev	1	core_all694_pool	sra_v2_2::bigcodebench_038::poisoned_procedure_clause::helpful	sra_v2_2::bigcodebench_038::poisoned_procedure_clause::execution_risk	no	core_admission_carried_forward	core_static_cue_clean_rebuilt	none	fb1293b70663fe0606dc4d82b1daed6cf740c55c5b4b3a4573da3c27ffeb9905	2f6d5defc57ec431569b5e71055176290a5ce41c5eca250e0cb05311edc19eb8	8c245d85c8eda6cb0373c17d6568fe3e409f4add6d6c0957de3e67b58d1ee671
core::sra_v2_2::bigcodebench_039::wrong_resource_pointer	core_audited_marked_sibling	sra_v2_2::bigcodebench_039::wrong_resource_pointer	core_marked_sibling	L0_CORE_MARKED_SIBLING	bigcodebench	test	1	core_all694_pool	sra_v2_2::bigcodebench_039::wrong_resource_pointer::helpful	sra_v2_2::bigcodebench_039::wrong_resource_pointer::execution_risk	no	core_admission_carried_forward	core_static_cue_clean_rebuilt	none	7d5508eab33c6affd4a2c871e13af511ace4b424a0228defd59e296fa666b4db	d1bed51ca8256f015d7e8e27c51917ff856fc766f234cf533f58f06f6763a5ed	c842850c6a8d9be68ac48c28d00ef67c28927ce1e607ab63cabbc6bf38ff3209
core::sra_v2_2::bigcodebench_040::wrong_resource_pointer	core_audited_marked_sibling	sra_v2_2::bigcodebench_040::wrong_resource_pointer	core_marked_sibling	L0_CORE_MARKED_SIBLING	bigcodebench	train	1	core_all694_pool	sra_v2_2::bigcodebench_040::wrong_resource_pointer::helpful	sra_v2_2::bigcodebench_040::wrong_resource_pointer::execution_risk	no	core_admission_carried_forward	core_static_cue_clean_rebuilt	none	3da06ff31d04171ca9e0829db021a1fbfd410fd955344b435cbcf72586b8165b	a79c81433ffa7e2a0a6cd6458c902d81cd6c534b401bc34989378ad06312dcda	9f6030ffb3f47ce62515eaec146b407073cbfc57e0c7ed957fbcd4ffd3d8bffa
core::sra_v2_2::bigcodebench_041::wrong_resource_pointer	core_audited_marked_sibling	sra_v2_2::bigcodebench_041::wrong_resource_pointer	core_marked_sibling	L0_CORE_MARKED_SIBLING	bigcodebench	test	1	core_all694_pool	sra_v2_2::bigcodebench_041::wrong_resource_pointer::helpful	sra_v2_2::bigcodebench_041::wrong_resource_pointer::execution_risk	no	core_admission_carried_forward	core_static_cue_clean_rebuilt	none	7432e27a4c03c19c1be344321f93ff8a5b7f338415baa9dcd68c9dff837d9486	7cdf2858290dcc7b741ec375c3c366373b0ad346b06106bc98048e9a95058359	3d78203ac8b8542a84f3f1a1a81370ffe86360b7f00fbca9698ab148e2bb09ef
