method_id	method_label	stratum	resolver	query_id	helpful_id	risk_id	source_path	bounded_top20	ranked_count	selected_count	helpful_rank_before	risk_rank_before	helpful_rank_after	risk_rank_after	recall_at_3_before	recall_at_3_after	hsr_at_3_before	hsr_at_3_after	ndcg_at_3_before	ndcg_at_3_after	cleanhit_at_3_before	cleanhit_at_3_after	recall_at_5_before	recall_at_5_after	hsr_at_5_before	hsr_at_5_after	ndcg_at_5_before	ndcg_at_5_after	cleanhit_at_5_before	cleanhit_at_5_after
hybrid_lexical_rrf	Hybrid lexical RRF	core	metadata_title	core::skillsbench_v2_2::flood-risk-analysis::wrong_precondition::q1	skillsbench_v2_2::flood-risk-analysis::wrong_precondition::helpful	skillsbench_v2_2::flood-risk-analysis::wrong_precondition::execution_risk	fixed_rank_archive:hybrid_lexical_rrf:core	0	8048	1445	2	1		1	1.0	0.0	1.0	1.0	0.6309297535714575	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.6309297535714575	0.0	0.0	0.0
hybrid_lexical_rrf	Hybrid lexical RRF	core	metadata_title	core::skillsbench_v2_2::invoice-fraud-detection::wrong_resource_pointer::q1	skillsbench_v2_2::invoice-fraud-detection::wrong_resource_pointer::helpful	skillsbench_v2_2::invoice-fraud-detection::wrong_resource_pointer::execution_risk	fixed_rank_archive:hybrid_lexical_rrf:core	0	8048	1445	138	134		69	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hybrid_lexical_rrf	Hybrid lexical RRF	core	metadata_title	core::skillsbench_v2_2::lab-unit-harmonization::wrong_resource_pointer::q1	skillsbench_v2_2::lab-unit-harmonization::wrong_resource_pointer::helpful	skillsbench_v2_2::lab-unit-harmonization::wrong_resource_pointer::execution_risk	fixed_rank_archive:hybrid_lexical_rrf:core	0	8048	1445	3	2		2	1.0	0.0	1.0	1.0	0.5	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.5	0.0	0.0	0.0
hybrid_lexical_rrf	Hybrid lexical RRF	core	metadata_title	core::skillsbench_v2_2::lake-warming-attribution::wrong_resource_pointer::q1	skillsbench_v2_2::lake-warming-attribution::wrong_resource_pointer::helpful	skillsbench_v2_2::lake-warming-attribution::wrong_resource_pointer::execution_risk	fixed_rank_archive:hybrid_lexical_rrf:core	0	8048	1445	3	5	2		1.0	1.0	0.0	0.0	0.5	0.6309297535714575	1.0	1.0	1.0	1.0	1.0	0.0	0.5	0.6309297535714575	0.0	1.0
hybrid_lexical_rrf	Hybrid lexical RRF	core	metadata_title	core::skillsbench_v2_2::llm-prefix-cache-replay::wrong_resource_pointer::q1	skillsbench_v2_2::llm-prefix-cache-replay::wrong_resource_pointer::helpful	skillsbench_v2_2::llm-prefix-cache-replay::wrong_resource_pointer::execution_risk	fixed_rank_archive:hybrid_lexical_rrf:core	0	8048	1445	1	2	1		1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0
hybrid_lexical_rrf	Hybrid lexical RRF	core	metadata_title	core::skillsbench_v2_2::manufacturing-codebook-normalization::wrong_resource_pointer::q1	skillsbench_v2_2::manufacturing-codebook-normalization::wrong_resource_pointer::helpful	skillsbench_v2_2::manufacturing-codebook-normalization::wrong_resource_pointer::execution_risk	fixed_rank_archive:hybrid_lexical_rrf:core	0	8048	1445	1	2	1		1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0
hybrid_lexical_rrf	Hybrid lexical RRF	core	metadata_title	core::skillsbench_v2_2::manufacturing-equipment-maintenance::wrong_resource_pointer::q1	skillsbench_v2_2::manufacturing-equipment-maintenance::wrong_resource_pointer::helpful	skillsbench_v2_2::manufacturing-equipment-maintenance::wrong_resource_pointer::execution_risk	fixed_rank_archive:hybrid_lexical_rrf:core	0	8048	1445	1	2	1		1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0
hybrid_lexical_rrf	Hybrid lexical RRF	core	metadata_title	core::skillsbench_v2_2::manufacturing-fjsp-optimization::wrong_resource_pointer::q1	skillsbench_v2_2::manufacturing-fjsp-optimization::wrong_resource_pointer::helpful	skillsbench_v2_2::manufacturing-fjsp-optimization::wrong_resource_pointer::execution_risk	fixed_rank_archive:hybrid_lexical_rrf:core	0	8048	1445	2	3	2		1.0	1.0	1.0	0.0	0.6309297535714575	0.6309297535714575	0.0	1.0	1.0	1.0	1.0	0.0	0.6309297535714575	0.6309297535714575	0.0	1.0
hybrid_lexical_rrf	Hybrid lexical RRF	core	metadata_title	core::skillsbench_v2_2::mars-clouds-clustering::wrong_resource_pointer::q1	skillsbench_v2_2::mars-clouds-clustering::wrong_resource_pointer::helpful	skillsbench_v2_2::mars-clouds-clustering::wrong_resource_pointer::execution_risk	fixed_rank_archive:hybrid_lexical_rrf:core	0	8048	1445	2	1		1	1.0	0.0	1.0	1.0	0.6309297535714575	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.6309297535714575	0.0	0.0	0.0
hybrid_lexical_rrf	Hybrid lexical RRF	core	metadata_title	core::skillsbench_v2_2::offer-letter-generator::wrong_resource_pointer::q1	skillsbench_v2_2::offer-letter-generator::wrong_resource_pointer::helpful	skillsbench_v2_2::offer-letter-generator::wrong_resource_pointer::execution_risk	fixed_rank_archive:hybrid_lexical_rrf:core	0	8048	1445	8	7		6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hybrid_lexical_rrf	Hybrid lexical RRF	core	metadata_title	core::skillsbench_v2_2::pptx-reference-formatting::wrong_resource_pointer::q1	skillsbench_v2_2::pptx-reference-formatting::wrong_resource_pointer::helpful	skillsbench_v2_2::pptx-reference-formatting::wrong_resource_pointer::execution_risk	fixed_rank_archive:hybrid_lexical_rrf:core	0	8048	1445	1	2	1		1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0
hybrid_lexical_rrf	Hybrid lexical RRF	core	metadata_title	core::skillsbench_v2_2::protein-expression-analysis::wrong_resource_pointer::q1	skillsbench_v2_2::protein-expression-analysis::wrong_resource_pointer::helpful	skillsbench_v2_2::protein-expression-analysis::wrong_resource_pointer::execution_risk	fixed_rank_archive:hybrid_lexical_rrf:core	0	8048	1445	8	3			0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
hybrid_lexical_rrf	Hybrid lexical RRF	core	metadata_title	core::skillsbench_v2_2::radar-vital-signs::wrong_resource_pointer::q1	skillsbench_v2_2::radar-vital-signs::wrong_resource_pointer::helpful	skillsbench_v2_2::radar-vital-signs::wrong_resource_pointer::execution_risk	fixed_rank_archive:hybrid_lexical_rrf:core	0	8048	1445	1	2	1		1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0
hybrid_lexical_rrf	Hybrid lexical RRF	core	metadata_title	core::skillsbench_v2_2::reserves-at-risk-calc::wrong_resource_pointer::q1	skillsbench_v2_2::reserves-at-risk-calc::wrong_resource_pointer::helpful	skillsbench_v2_2::reserves-at-risk-calc::wrong_resource_pointer::execution_risk	fixed_rank_archive:hybrid_lexical_rrf:core	0	8048	1445	11	6			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hybrid_lexical_rrf	Hybrid lexical RRF	core	metadata_title	core::skillsbench_v2_2::sales-pivot-analysis::wrong_resource_pointer::q1	skillsbench_v2_2::sales-pivot-analysis::wrong_resource_pointer::helpful	skillsbench_v2_2::sales-pivot-analysis::wrong_resource_pointer::execution_risk	fixed_rank_archive:hybrid_lexical_rrf:core	0	8048	1445	2	3	2		1.0	1.0	1.0	0.0	0.6309297535714575	0.6309297535714575	0.0	1.0	1.0	1.0	1.0	0.0	0.6309297535714575	0.6309297535714575	0.0	1.0
hybrid_lexical_rrf	Hybrid lexical RRF	core	metadata_title	core::skillsbench_v2_2::shock-analysis-demand::wrong_resource_pointer::q1	skillsbench_v2_2::shock-analysis-demand::wrong_resource_pointer::helpful	skillsbench_v2_2::shock-analysis-demand::wrong_resource_pointer::execution_risk	fixed_rank_archive:hybrid_lexical_rrf:core	0	8048	1445	3	1		1	1.0	0.0	1.0	1.0	0.5	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.5	0.0	0.0	0.0
hybrid_lexical_rrf	Hybrid lexical RRF	core	metadata_title	core::skillsbench_v2_2::shock-analysis-supply::wrong_resource_pointer::q1	skillsbench_v2_2::shock-analysis-supply::wrong_resource_pointer::helpful	skillsbench_v2_2::shock-analysis-supply::wrong_resource_pointer::execution_risk	fixed_rank_archive:hybrid_lexical_rrf:core	0	8048	1445	6	9			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hybrid_lexical_rrf	Hybrid lexical RRF	core	metadata_title	core::skillsbench_v2_2::threejs-structure-parser::stale_api_reference::q1	skillsbench_v2_2::threejs-structure-parser::stale_api_reference::helpful	skillsbench_v2_2::threejs-structure-parser::stale_api_reference::execution_risk	fixed_rank_archive:hybrid_lexical_rrf:core	0	8048	1445	4	3			0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.43067655807339306	0.0	0.0	0.0
hybrid_lexical_rrf	Hybrid lexical RRF	core	metadata_title	core::skillsbench_v2_2::threejs-to-obj::stale_api_reference::q1	skillsbench_v2_2::threejs-to-obj::stale_api_reference::helpful	skillsbench_v2_2::threejs-to-obj::stale_api_reference::execution_risk	fixed_rank_archive:hybrid_lexical_rrf:core	0	8048	1445	1	2	1		1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0
hybrid_lexical_rrf	Hybrid lexical RRF	core	metadata_title	core::skillsbench_v2_2::weighted-gdp-calc::wrong_resource_pointer::q1	skillsbench_v2_2::weighted-gdp-calc::wrong_resource_pointer::helpful	skillsbench_v2_2::weighted-gdp-calc::wrong_resource_pointer::execution_risk	fixed_rank_archive:hybrid_lexical_rrf:core	0	8048	1445	9	6			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hybrid_lexical_rrf	Hybrid lexical RRF	core	metadata_title	core::sra_v2_2::bigcodebench_000::wrong_precondition::q1	sra_v2_2::bigcodebench_000::wrong_precondition::helpful	sra_v2_2::bigcodebench_000::wrong_precondition::execution_risk	fixed_rank_archive:hybrid_lexical_rrf:core	0	8048	1445	3	4	2		1.0	1.0	0.0	0.0	0.5	0.6309297535714575	1.0	1.0	1.0	1.0	1.0	0.0	0.5	0.6309297535714575	0.0	1.0
hybrid_lexical_rrf	Hybrid lexical RRF	core	metadata_title	core::sra_v2_2::bigcodebench_001::wrong_resource_pointer::q1	sra_v2_2::bigcodebench_001::wrong_resource_pointer::helpful	sra_v2_2::bigcodebench_001::wrong_resource_pointer::execution_risk	fixed_rank_archive:hybrid_lexical_rrf:core	0	8048	1445	1	2	1		1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0
hybrid_lexical_rrf	Hybrid lexical RRF	core	metadata_title	core::sra_v2_2::bigcodebench_002::wrong_precondition::q1	sra_v2_2::bigcodebench_002::wrong_precondition::helpful	sra_v2_2::bigcodebench_002::wrong_precondition::execution_risk	fixed_rank_archive:hybrid_lexical_rrf:core	0	8048	1445	9	8		4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
hybrid_lexical_rrf	Hybrid lexical RRF	core	metadata_title	core::sra_v2_2::bigcodebench_003::wrong_resource_pointer::q1	sra_v2_2::bigcodebench_003::wrong_resource_pointer::helpful	sra_v2_2::bigcodebench_003::wrong_resource_pointer::execution_risk	fixed_rank_archive:hybrid_lexical_rrf:core	0	8048	1445	1	2	1		1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0
hybrid_lexical_rrf	Hybrid lexical RRF	core	metadata_title	core::sra_v2_2::bigcodebench_004::wrong_resource_pointer::q1	sra_v2_2::bigcodebench_004::wrong_resource_pointer::helpful	sra_v2_2::bigcodebench_004::wrong_resource_pointer::execution_risk	fixed_rank_archive:hybrid_lexical_rrf:core	0	8048	1445	1	3	1		1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0
hybrid_lexical_rrf	Hybrid lexical RRF	core	metadata_title	core::sra_v2_2::bigcodebench_005::wrong_resource_pointer::q1	sra_v2_2::bigcodebench_005::wrong_resource_pointer::helpful	sra_v2_2::bigcodebench_005::wrong_resource_pointer::execution_risk	fixed_rank_archive:hybrid_lexical_rrf:core	0	8048	1445	2	1		1	1.0	0.0	1.0	1.0	0.6309297535714575	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.6309297535714575	0.0	0.0	0.0
hybrid_lexical_rrf	Hybrid lexical RRF	core	metadata_title	core::sra_v2_2::bigcodebench_006::wrong_resource_pointer::q1	sra_v2_2::bigcodebench_006::wrong_resource_pointer::helpful	sra_v2_2::bigcodebench_006::wrong_resource_pointer::execution_risk	fixed_rank_archive:hybrid_lexical_rrf:core	0	8048	1445	3	4	2		1.0	1.0	0.0	0.0	0.5	0.6309297535714575	1.0	1.0	1.0	1.0	1.0	0.0	0.5	0.6309297535714575	0.0	1.0
hybrid_lexical_rrf	Hybrid lexical RRF	core	metadata_title	core::sra_v2_2::bigcodebench_007::wrong_resource_pointer::q1	sra_v2_2::bigcodebench_007::wrong_resource_pointer::helpful	sra_v2_2::bigcodebench_007::wrong_resource_pointer::execution_risk	fixed_rank_archive:hybrid_lexical_rrf:core	0	8048	1445	1	2	1		1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0
hybrid_lexical_rrf	Hybrid lexical RRF	core	metadata_title	core::sra_v2_2::bigcodebench_008::wrong_resource_pointer::q1	sra_v2_2::bigcodebench_008::wrong_resource_pointer::helpful	sra_v2_2::bigcodebench_008::wrong_resource_pointer::execution_risk	fixed_rank_archive:hybrid_lexical_rrf:core	0	8048	1445	2	1		1	1.0	0.0	1.0	1.0	0.6309297535714575	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.6309297535714575	0.0	0.0	0.0
hybrid_lexical_rrf	Hybrid lexical RRF	core	metadata_title	core::sra_v2_2::bigcodebench_009::wrong_resource_pointer::q1	sra_v2_2::bigcodebench_009::wrong_resource_pointer::helpful	sra_v2_2::bigcodebench_009::wrong_resource_pointer::execution_risk	fixed_rank_archive:hybrid_lexical_rrf:core	0	8048	1445	1	2	1		1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0
hybrid_lexical_rrf	Hybrid lexical RRF	core	metadata_title	core::sra_v2_2::bigcodebench_010::wrong_resource_pointer::q1	sra_v2_2::bigcodebench_010::wrong_resource_pointer::helpful	sra_v2_2::bigcodebench_010::wrong_resource_pointer::execution_risk	fixed_rank_archive:hybrid_lexical_rrf:core	0	8048	1445	1	2	1		1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0
hybrid_lexical_rrf	Hybrid lexical RRF	core	metadata_title	core::sra_v2_2::bigcodebench_011::wrong_resource_pointer::q1	sra_v2_2::bigcodebench_011::wrong_resource_pointer::helpful	sra_v2_2::bigcodebench_011::wrong_resource_pointer::execution_risk	fixed_rank_archive:hybrid_lexical_rrf:core	0	8048	1445	4	3		2	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.43067655807339306	0.0	0.0	0.0
hybrid_lexical_rrf	Hybrid lexical RRF	core	metadata_title	core::sra_v2_2::bigcodebench_012::wrong_resource_pointer::q1	sra_v2_2::bigcodebench_012::wrong_resource_pointer::helpful	sra_v2_2::bigcodebench_012::wrong_resource_pointer::execution_risk	fixed_rank_archive:hybrid_lexical_rrf:core	0	8048	1445	1	2	1		1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0
hybrid_lexical_rrf	Hybrid lexical RRF	core	metadata_title	core::sra_v2_2::bigcodebench_013::wrong_resource_pointer::q1	sra_v2_2::bigcodebench_013::wrong_resource_pointer::helpful	sra_v2_2::bigcodebench_013::wrong_resource_pointer::execution_risk	fixed_rank_archive:hybrid_lexical_rrf:core	0	8048	1445	1	3	1		1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0
hybrid_lexical_rrf	Hybrid lexical RRF	core	metadata_title	core::sra_v2_2::bigcodebench_014::wrong_resource_pointer::q1	sra_v2_2::bigcodebench_014::wrong_resource_pointer::helpful	sra_v2_2::bigcodebench_014::wrong_resource_pointer::execution_risk	fixed_rank_archive:hybrid_lexical_rrf:core	0	8048	1445	2	1		1	1.0	0.0	1.0	1.0	0.6309297535714575	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.6309297535714575	0.0	0.0	0.0
hybrid_lexical_rrf	Hybrid lexical RRF	core	metadata_title	core::sra_v2_2::bigcodebench_015::wrong_resource_pointer::q1	sra_v2_2::bigcodebench_015::wrong_resource_pointer::helpful	sra_v2_2::bigcodebench_015::wrong_resource_pointer::execution_risk	fixed_rank_archive:hybrid_lexical_rrf:core	0	8048	1445	5	3		2	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.38685280723454163	0.0	0.0	0.0
hybrid_lexical_rrf	Hybrid lexical RRF	core	metadata_title	core::sra_v2_2::bigcodebench_017::wrong_precondition::q1	sra_v2_2::bigcodebench_017::wrong_precondition::helpful	sra_v2_2::bigcodebench_017::wrong_precondition::execution_risk	fixed_rank_archive:hybrid_lexical_rrf:core	0	8048	1445	2	1		1	1.0	0.0	1.0	1.0	0.6309297535714575	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.6309297535714575	0.0	0.0	0.0
hybrid_lexical_rrf	Hybrid lexical RRF	core	metadata_title	core::sra_v2_2::bigcodebench_018::wrong_resource_pointer::q1	sra_v2_2::bigcodebench_018::wrong_resource_pointer::helpful	sra_v2_2::bigcodebench_018::wrong_resource_pointer::execution_risk	fixed_rank_archive:hybrid_lexical_rrf:core	0	8048	1445	7	5			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
hybrid_lexical_rrf	Hybrid lexical RRF	core	metadata_title	core::sra_v2_2::bigcodebench_019::poisoned_procedure_clause::q1	sra_v2_2::bigcodebench_019::poisoned_procedure_clause::helpful	sra_v2_2::bigcodebench_019::poisoned_procedure_clause::execution_risk	fixed_rank_archive:hybrid_lexical_rrf:core	0	8048	1445	2	1		1	1.0	0.0	1.0	1.0	0.6309297535714575	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.6309297535714575	0.0	0.0	0.0
hybrid_lexical_rrf	Hybrid lexical RRF	core	metadata_title	core::sra_v2_2::bigcodebench_020::wrong_resource_pointer::q1	sra_v2_2::bigcodebench_020::wrong_resource_pointer::helpful	sra_v2_2::bigcodebench_020::wrong_resource_pointer::execution_risk	fixed_rank_archive:hybrid_lexical_rrf:core	0	8048	1445	1	2	1		1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0
hybrid_lexical_rrf	Hybrid lexical RRF	core	metadata_title	core::sra_v2_2::bigcodebench_021::wrong_resource_pointer::q1	sra_v2_2::bigcodebench_021::wrong_resource_pointer::helpful	sra_v2_2::bigcodebench_021::wrong_resource_pointer::execution_risk	fixed_rank_archive:hybrid_lexical_rrf:core	0	8048	1445	8	9			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hybrid_lexical_rrf	Hybrid lexical RRF	core	metadata_title	core::sra_v2_2::bigcodebench_022::wrong_resource_pointer::q1	sra_v2_2::bigcodebench_022::wrong_resource_pointer::helpful	sra_v2_2::bigcodebench_022::wrong_resource_pointer::execution_risk	fixed_rank_archive:hybrid_lexical_rrf:core	0	8048	1445	2	1		1	1.0	0.0	1.0	1.0	0.6309297535714575	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.6309297535714575	0.0	0.0	0.0
hybrid_lexical_rrf	Hybrid lexical RRF	core	metadata_title	core::sra_v2_2::bigcodebench_023::wrong_resource_pointer::q1	sra_v2_2::bigcodebench_023::wrong_resource_pointer::helpful	sra_v2_2::bigcodebench_023::wrong_resource_pointer::execution_risk	fixed_rank_archive:hybrid_lexical_rrf:core	0	8048	1445	1	2	1		1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0
