method_id	query_case_id	candidate_pool_id	rank	candidate_id	score	candidate_role
r3_skill_embedding_reranker	core::sra_v2_2::bigcodebench_000::wrong_precondition::q1	core_all694_pool	13	sra_v2_2::bigcodebench_031::misleading_example::helpful	-1.638336181640625	unlabeled_candidate
r3_skill_embedding_reranker	core::sra_v2_2::bigcodebench_000::wrong_precondition::q1	core_all694_pool	14	skillret::c5d05692-bae3-40d6-b64c-5f81677ce04a	-1.6794614791870117	unlabeled_candidate
r3_skill_embedding_reranker	core::sra_v2_2::bigcodebench_000::wrong_precondition::q1	core_all694_pool	15	sra_v2_2::bigcodebench_034::wrong_resource_pointer::execution_risk	-1.7287845611572266	unlabeled_candidate
r3_skill_embedding_reranker	core::sra_v2_2::bigcodebench_000::wrong_precondition::q1	core_all694_pool	16	skillret::ea8afaf7-7ae2-4464-962d-e510fb07050a	-1.8474006652832031	unlabeled_candidate
r3_skill_embedding_reranker	core::sra_v2_2::bigcodebench_000::wrong_precondition::q1	core_all694_pool	17	sra_v2_2::bigcodebench_001::wrong_resource_pointer::execution_risk	-1.903635025024414	unlabeled_candidate
r3_skill_embedding_reranker	core::sra_v2_2::bigcodebench_000::wrong_precondition::q1	core_all694_pool	18	sra_v2_2::bigcodebench_001::wrong_resource_pointer::helpful	-1.922835350036621	unlabeled_candidate
r3_skill_embedding_reranker	core::sra_v2_2::bigcodebench_000::wrong_precondition::q1	core_all694_pool	19	sra_v2_2::bigcodebench_002::wrong_precondition::helpful	-2.0165958404541016	unlabeled_candidate
r3_skill_embedding_reranker	core::sra_v2_2::bigcodebench_000::wrong_precondition::q1	core_all694_pool	20	sra_v2_2::bigcodebench_002::wrong_precondition::execution_risk	-2.018980026245117	unlabeled_candidate
r3_skill_embedding_reranker	core::sra_v2_2::bigcodebench_001::wrong_resource_pointer::q1	core_all694_pool	1	sra_v2_2::bigcodebench_001::wrong_resource_pointer::execution_risk	1.2313423156738281	risk
r3_skill_embedding_reranker	core::sra_v2_2::bigcodebench_001::wrong_resource_pointer::q1	core_all694_pool	2	sra_v2_2::bigcodebench_001::wrong_resource_pointer::helpful	1.2301959991455078	helpful
r3_skill_embedding_reranker	core::sra_v2_2::bigcodebench_001::wrong_resource_pointer::q1	core_all694_pool	3	sra_v2_2::bigcodebench_017::wrong_precondition::execution_risk	0.6133098602294922	unlabeled_candidate
r3_skill_embedding_reranker	core::sra_v2_2::bigcodebench_001::wrong_resource_pointer::q1	core_all694_pool	4	sra_v2_2::bigcodebench_017::wrong_precondition::helpful	0.5963630676269531	unlabeled_candidate
r3_skill_embedding_reranker	core::sra_v2_2::bigcodebench_001::wrong_resource_pointer::q1	core_all694_pool	5	sra_v2_2::bigcodebench_002::wrong_precondition::execution_risk	0.33818817138671875	unlabeled_candidate
r3_skill_embedding_reranker	core::sra_v2_2::bigcodebench_001::wrong_resource_pointer::q1	core_all694_pool	6	sra_v2_2::bigcodebench_002::wrong_precondition::helpful	0.2911510467529297	unlabeled_candidate
r3_skill_embedding_reranker	core::sra_v2_2::bigcodebench_001::wrong_resource_pointer::q1	core_all694_pool	7	sra_v2_2::bigcodebench_137::wrong_resource_pointer::helpful	0.11390304565429688	unlabeled_candidate
r3_skill_embedding_reranker	core::sra_v2_2::bigcodebench_001::wrong_resource_pointer::q1	core_all694_pool	8	sra_v2_2::bigcodebench_137::wrong_resource_pointer::execution_risk	-0.0821695327758789	unlabeled_candidate
r3_skill_embedding_reranker	core::sra_v2_2::bigcodebench_001::wrong_resource_pointer::q1	core_all694_pool	9	sra_v2_2::bigcodebench_058::wrong_resource_pointer::helpful	-1.2004337310791016	unlabeled_candidate
r3_skill_embedding_reranker	core::sra_v2_2::bigcodebench_001::wrong_resource_pointer::q1	core_all694_pool	10	sra_v2_2::bigcodebench_058::wrong_resource_pointer::execution_risk	-1.2109756469726562	unlabeled_candidate
r3_skill_embedding_reranker	core::sra_v2_2::bigcodebench_001::wrong_resource_pointer::q1	core_all694_pool	11	skillret::ea8afaf7-7ae2-4464-962d-e510fb07050a	-1.3408021926879883	unlabeled_candidate
r3_skill_embedding_reranker	core::sra_v2_2::bigcodebench_001::wrong_resource_pointer::q1	core_all694_pool	12	sra_v2_2::bigcodebench_073::wrong_resource_pointer::execution_risk	-1.3424558639526367	unlabeled_candidate
r3_skill_embedding_reranker	core::sra_v2_2::bigcodebench_001::wrong_resource_pointer::q1	core_all694_pool	13	sra_v2_2::bigcodebench_094::wrong_resource_pointer::helpful	-1.3968629837036133	unlabeled_candidate
r3_skill_embedding_reranker	core::sra_v2_2::bigcodebench_001::wrong_resource_pointer::q1	core_all694_pool	14	sra_v2_2::bigcodebench_094::wrong_resource_pointer::execution_risk	-1.4474029541015625	unlabeled_candidate
r3_skill_embedding_reranker	core::sra_v2_2::bigcodebench_001::wrong_resource_pointer::q1	core_all694_pool	15	skillret::89d4b43d-d8a0-41f4-aa3b-50d8cf80811e	-1.476552963256836	unlabeled_candidate
r3_skill_embedding_reranker	core::sra_v2_2::bigcodebench_001::wrong_resource_pointer::q1	core_all694_pool	16	sra_v2_2::bigcodebench_079::wrong_resource_pointer::helpful	-1.5119314193725586	unlabeled_candidate
r3_skill_embedding_reranker	core::sra_v2_2::bigcodebench_001::wrong_resource_pointer::q1	core_all694_pool	17	sra_v2_2::bigcodebench_079::wrong_resource_pointer::execution_risk	-1.5370445251464844	unlabeled_candidate
r3_skill_embedding_reranker	core::sra_v2_2::bigcodebench_001::wrong_resource_pointer::q1	core_all694_pool	18	sra_v2_2::bigcodebench_000::wrong_precondition::execution_risk	-1.7921619415283203	unlabeled_candidate
r3_skill_embedding_reranker	core::sra_v2_2::bigcodebench_001::wrong_resource_pointer::q1	core_all694_pool	19	sra_v2_2::bigcodebench_000::wrong_precondition::helpful	-1.7950849533081055	unlabeled_candidate
r3_skill_embedding_reranker	core::sra_v2_2::bigcodebench_001::wrong_resource_pointer::q1	core_all694_pool	20	skillret::c5d05692-bae3-40d6-b64c-5f81677ce04a	-1.9491252899169922	unlabeled_candidate
r3_skill_embedding_reranker	core::sra_v2_2::bigcodebench_002::wrong_precondition::q1	core_all694_pool	1	sra_v2_2::bigcodebench_001::wrong_resource_pointer::execution_risk	1.2313423156738281	unlabeled_candidate
r3_skill_embedding_reranker	core::sra_v2_2::bigcodebench_002::wrong_precondition::q1	core_all694_pool	2	sra_v2_2::bigcodebench_001::wrong_resource_pointer::helpful	1.2301959991455078	unlabeled_candidate
r3_skill_embedding_reranker	core::sra_v2_2::bigcodebench_002::wrong_precondition::q1	core_all694_pool	3	sra_v2_2::bigcodebench_017::wrong_precondition::execution_risk	0.6133098602294922	unlabeled_candidate
r3_skill_embedding_reranker	core::sra_v2_2::bigcodebench_002::wrong_precondition::q1	core_all694_pool	4	sra_v2_2::bigcodebench_017::wrong_precondition::helpful	0.5963611602783203	unlabeled_candidate
r3_skill_embedding_reranker	core::sra_v2_2::bigcodebench_002::wrong_precondition::q1	core_all694_pool	5	sra_v2_2::bigcodebench_002::wrong_precondition::execution_risk	0.3381919860839844	risk
r3_skill_embedding_reranker	core::sra_v2_2::bigcodebench_002::wrong_precondition::q1	core_all694_pool	6	sra_v2_2::bigcodebench_002::wrong_precondition::helpful	0.2911510467529297	helpful
r3_skill_embedding_reranker	core::sra_v2_2::bigcodebench_002::wrong_precondition::q1	core_all694_pool	7	sra_v2_2::bigcodebench_137::wrong_resource_pointer::helpful	0.11390304565429688	unlabeled_candidate
r3_skill_embedding_reranker	core::sra_v2_2::bigcodebench_002::wrong_precondition::q1	core_all694_pool	8	sra_v2_2::bigcodebench_137::wrong_resource_pointer::execution_risk	-0.0821695327758789	unlabeled_candidate
r3_skill_embedding_reranker	core::sra_v2_2::bigcodebench_002::wrong_precondition::q1	core_all694_pool	9	sra_v2_2::bigcodebench_058::wrong_resource_pointer::helpful	-1.2004337310791016	unlabeled_candidate
r3_skill_embedding_reranker	core::sra_v2_2::bigcodebench_002::wrong_precondition::q1	core_all694_pool	10	sra_v2_2::bigcodebench_058::wrong_resource_pointer::execution_risk	-1.2109756469726562	unlabeled_candidate
r3_skill_embedding_reranker	core::sra_v2_2::bigcodebench_002::wrong_precondition::q1	core_all694_pool	11	skillret::ea8afaf7-7ae2-4464-962d-e510fb07050a	-1.3408021926879883	unlabeled_candidate
r3_skill_embedding_reranker	core::sra_v2_2::bigcodebench_002::wrong_precondition::q1	core_all694_pool	12	sra_v2_2::bigcodebench_073::wrong_resource_pointer::execution_risk	-1.3424558639526367	unlabeled_candidate
r3_skill_embedding_reranker	core::sra_v2_2::bigcodebench_002::wrong_precondition::q1	core_all694_pool	13	sra_v2_2::bigcodebench_094::wrong_resource_pointer::helpful	-1.3968620300292969	unlabeled_candidate
r3_skill_embedding_reranker	core::sra_v2_2::bigcodebench_002::wrong_precondition::q1	core_all694_pool	14	sra_v2_2::bigcodebench_094::wrong_resource_pointer::execution_risk	-1.4474029541015625	unlabeled_candidate
r3_skill_embedding_reranker	core::sra_v2_2::bigcodebench_002::wrong_precondition::q1	core_all694_pool	15	skillret::89d4b43d-d8a0-41f4-aa3b-50d8cf80811e	-1.4765548706054688	unlabeled_candidate
r3_skill_embedding_reranker	core::sra_v2_2::bigcodebench_002::wrong_precondition::q1	core_all694_pool	16	sra_v2_2::bigcodebench_079::wrong_resource_pointer::helpful	-1.5119314193725586	unlabeled_candidate
r3_skill_embedding_reranker	core::sra_v2_2::bigcodebench_002::wrong_precondition::q1	core_all694_pool	17	sra_v2_2::bigcodebench_079::wrong_resource_pointer::execution_risk	-1.5370445251464844	unlabeled_candidate
r3_skill_embedding_reranker	core::sra_v2_2::bigcodebench_002::wrong_precondition::q1	core_all694_pool	18	sra_v2_2::bigcodebench_000::wrong_precondition::execution_risk	-1.7921619415283203	unlabeled_candidate
r3_skill_embedding_reranker	core::sra_v2_2::bigcodebench_002::wrong_precondition::q1	core_all694_pool	19	sra_v2_2::bigcodebench_000::wrong_precondition::helpful	-1.7950849533081055	unlabeled_candidate
r3_skill_embedding_reranker	core::sra_v2_2::bigcodebench_002::wrong_precondition::q1	core_all694_pool	20	skillret::c5d05692-bae3-40d6-b64c-5f81677ce04a	-1.9491252899169922	unlabeled_candidate
r3_skill_embedding_reranker	core::sra_v2_2::bigcodebench_003::wrong_resource_pointer::q1	core_all694_pool	1	sra_v2_2::bigcodebench_003::wrong_resource_pointer::execution_risk	0.9142856597900391	risk
r3_skill_embedding_reranker	core::sra_v2_2::bigcodebench_003::wrong_resource_pointer::q1	core_all694_pool	2	sra_v2_2::bigcodebench_003::wrong_resource_pointer::helpful	0.9042654037475586	helpful
r3_skill_embedding_reranker	core::sra_v2_2::bigcodebench_003::wrong_resource_pointer::q1	core_all694_pool	3	sra_v2_2::bigcodebench_137::wrong_resource_pointer::helpful	-0.8921928405761719	unlabeled_candidate
r3_skill_embedding_reranker	core::sra_v2_2::bigcodebench_003::wrong_resource_pointer::q1	core_all694_pool	4	sra_v2_2::bigcodebench_077::wrong_resource_pointer::helpful	-0.9924068450927734	unlabeled_candidate
r3_skill_embedding_reranker	core::sra_v2_2::bigcodebench_003::wrong_resource_pointer::q1	core_all694_pool	5	sra_v2_2::bigcodebench_077::wrong_resource_pointer::execution_risk	-1.172501564025879	unlabeled_candidate
r3_skill_embedding_reranker	core::sra_v2_2::bigcodebench_003::wrong_resource_pointer::q1	core_all694_pool	6	skillret::89d4b43d-d8a0-41f4-aa3b-50d8cf80811e	-1.1890029907226562	unlabeled_candidate
r3_skill_embedding_reranker	core::sra_v2_2::bigcodebench_003::wrong_resource_pointer::q1	core_all694_pool	7	sra_v2_2::bigcodebench_058::wrong_resource_pointer::execution_risk	-1.2937965393066406	unlabeled_candidate
r3_skill_embedding_reranker	core::sra_v2_2::bigcodebench_003::wrong_resource_pointer::q1	core_all694_pool	8	sra_v2_2::bigcodebench_058::wrong_resource_pointer::helpful	-1.334218978881836	unlabeled_candidate
r3_skill_embedding_reranker	core::sra_v2_2::bigcodebench_003::wrong_resource_pointer::q1	core_all694_pool	9	sra_v2_2::bigcodebench_053::wrong_resource_pointer::execution_risk	-1.4231624603271484	unlabeled_candidate
r3_skill_embedding_reranker	core::sra_v2_2::bigcodebench_003::wrong_resource_pointer::q1	core_all694_pool	10	skillret::b7aabf81-ac10-40be-b71a-36acb8751a43	-1.5556793212890625	unlabeled_candidate
r3_skill_embedding_reranker	core::sra_v2_2::bigcodebench_003::wrong_resource_pointer::q1	core_all694_pool	11	sra_v2_2::bigcodebench_092::wrong_resource_pointer::helpful	-1.5807008743286133	unlabeled_candidate
r3_skill_embedding_reranker	core::sra_v2_2::bigcodebench_003::wrong_resource_pointer::q1	core_all694_pool	12	skillret::bf20e0ea-9966-4e17-91fe-e851c62248ff	-1.6077814102172852	unlabeled_candidate
r3_skill_embedding_reranker	core::sra_v2_2::bigcodebench_003::wrong_resource_pointer::q1	core_all694_pool	13	sra_v2_2::bigcodebench_026::wrong_resource_pointer::helpful	-1.6857633590698242	unlabeled_candidate
r3_skill_embedding_reranker	core::sra_v2_2::bigcodebench_003::wrong_resource_pointer::q1	core_all694_pool	14	sra_v2_2::bigcodebench_026::wrong_resource_pointer::execution_risk	-1.6956663131713867	unlabeled_candidate
r3_skill_embedding_reranker	core::sra_v2_2::bigcodebench_003::wrong_resource_pointer::q1	core_all694_pool	15	sra_v2_2::bigcodebench_031::misleading_example::execution_risk	-1.8056411743164062	unlabeled_candidate
r3_skill_embedding_reranker	core::sra_v2_2::bigcodebench_003::wrong_resource_pointer::q1	core_all694_pool	16	sra_v2_2::bigcodebench_031::misleading_example::helpful	-1.8092403411865234	unlabeled_candidate
r3_skill_embedding_reranker	core::sra_v2_2::bigcodebench_003::wrong_resource_pointer::q1	core_all694_pool	17	sra_v2_2::bigcodebench_082::wrong_resource_pointer::execution_risk	-1.8159818649291992	unlabeled_candidate
r3_skill_embedding_reranker	core::sra_v2_2::bigcodebench_003::wrong_resource_pointer::q1	core_all694_pool	18	sra_v2_2::bigcodebench_082::wrong_resource_pointer::helpful	-1.8336200714111328	unlabeled_candidate
r3_skill_embedding_reranker	core::sra_v2_2::bigcodebench_003::wrong_resource_pointer::q1	core_all694_pool	19	sra_v2_2::bigcodebench_106::wrong_resource_pointer::helpful	-1.8701229095458984	unlabeled_candidate
r3_skill_embedding_reranker	core::sra_v2_2::bigcodebench_003::wrong_resource_pointer::q1	core_all694_pool	20	sra_v2_2::bigcodebench_106::wrong_resource_pointer::execution_risk	-1.8845500946044922	unlabeled_candidate
r3_skill_embedding_reranker	core::sra_v2_2::bigcodebench_004::wrong_resource_pointer::q1	core_all694_pool	1	sra_v2_2::bigcodebench_004::wrong_resource_pointer::execution_risk	1.4189014434814453	risk
r3_skill_embedding_reranker	core::sra_v2_2::bigcodebench_004::wrong_resource_pointer::q1	core_all694_pool	2	sra_v2_2::bigcodebench_004::wrong_resource_pointer::helpful	1.4178667068481445	helpful
r3_skill_embedding_reranker	core::sra_v2_2::bigcodebench_004::wrong_resource_pointer::q1	core_all694_pool	3	skillret::3a46d491-c6b7-4d72-bee8-a408c60865a1	-0.10323143005371094	unlabeled_candidate
r3_skill_embedding_reranker	core::sra_v2_2::bigcodebench_004::wrong_resource_pointer::q1	core_all694_pool	4	sra_v2_2::bigcodebench_024::wrong_resource_pointer::helpful	-0.3335456848144531	unlabeled_candidate
r3_skill_embedding_reranker	core::sra_v2_2::bigcodebench_004::wrong_resource_pointer::q1	core_all694_pool	5	sra_v2_2::bigcodebench_024::wrong_resource_pointer::execution_risk	-0.39154052734375	unlabeled_candidate
r3_skill_embedding_reranker	core::sra_v2_2::bigcodebench_004::wrong_resource_pointer::q1	core_all694_pool	6	sra_v2_2::bigcodebench_005::wrong_resource_pointer::helpful	-0.6310148239135742	unlabeled_candidate
r3_skill_embedding_reranker	core::sra_v2_2::bigcodebench_004::wrong_resource_pointer::q1	core_all694_pool	7	sra_v2_2::bigcodebench_005::wrong_resource_pointer::execution_risk	-0.6802425384521484	unlabeled_candidate
r3_skill_embedding_reranker	core::sra_v2_2::bigcodebench_004::wrong_resource_pointer::q1	core_all694_pool	8	sra_v2_2::theoremqa_228::wrong_resource_pointer::execution_risk	-1.3339157104492188	unlabeled_candidate
r3_skill_embedding_reranker	core::sra_v2_2::bigcodebench_004::wrong_resource_pointer::q1	core_all694_pool	9	skillret::14410496-0866-4c13-b416-447a1e48476e	-1.4318742752075195	unlabeled_candidate
r3_skill_embedding_reranker	core::sra_v2_2::bigcodebench_004::wrong_resource_pointer::q1	core_all694_pool	10	sra_v2_2::theoremqa_222::wrong_resource_pointer::helpful	-1.4664554595947266	unlabeled_candidate
r3_skill_embedding_reranker	core::sra_v2_2::bigcodebench_004::wrong_resource_pointer::q1	core_all694_pool	11	skillret::112c85bc-3575-4368-b16a-07b220c1ce5e	-1.4778289794921875	unlabeled_candidate
r3_skill_embedding_reranker	core::sra_v2_2::bigcodebench_004::wrong_resource_pointer::q1	core_all694_pool	12	skillret::9a3ce249-5b48-41ab-8531-2af691f93411	-1.4796943664550781	unlabeled_candidate
r3_skill_embedding_reranker	core::sra_v2_2::bigcodebench_004::wrong_resource_pointer::q1	core_all694_pool	13	skillret::feee7ba4-a6b6-4762-ace9-0ccc96a487a3	-1.4848756790161133	unlabeled_candidate
r3_skill_embedding_reranker	core::sra_v2_2::bigcodebench_004::wrong_resource_pointer::q1	core_all694_pool	14	sra_v2_2::theoremqa_222::wrong_resource_pointer::execution_risk	-1.507741928100586	unlabeled_candidate
r3_skill_embedding_reranker	core::sra_v2_2::bigcodebench_004::wrong_resource_pointer::q1	core_all694_pool	15	skillret::e56166ab-1db4-40f0-91c9-51ac3c5443a9	-1.536590576171875	unlabeled_candidate
r3_skill_embedding_reranker	core::sra_v2_2::bigcodebench_004::wrong_resource_pointer::q1	core_all694_pool	16	skillret::c86984b3-d83e-45d6-a083-3f6def3567b4	-1.639653205871582	unlabeled_candidate
r3_skill_embedding_reranker	core::sra_v2_2::bigcodebench_004::wrong_resource_pointer::q1	core_all694_pool	17	skillret::80eecf20-e544-4898-9c79-c79351901b19	-1.7938957214355469	unlabeled_candidate
r3_skill_embedding_reranker	core::sra_v2_2::bigcodebench_004::wrong_resource_pointer::q1	core_all694_pool	18	skillret::ffe27ccf-b95f-4a1b-b3f9-3ad97fe74a3f	-1.8237018585205078	unlabeled_candidate
r3_skill_embedding_reranker	core::sra_v2_2::bigcodebench_004::wrong_resource_pointer::q1	core_all694_pool	19	skillret::e8c67903-c3f6-4b23-b336-a4cb40780ba0	-1.8309497833251953	unlabeled_candidate
r3_skill_embedding_reranker	core::sra_v2_2::bigcodebench_004::wrong_resource_pointer::q1	core_all694_pool	20	skillret::f0fb4e09-2b03-4752-81ff-066713324fe8	-1.8775253295898438	unlabeled_candidate
r3_skill_embedding_reranker	core::sra_v2_2::bigcodebench_005::wrong_resource_pointer::q1	core_all694_pool	1	sra_v2_2::bigcodebench_005::wrong_resource_pointer::helpful	1.4586334228515625	helpful
r3_skill_embedding_reranker	core::sra_v2_2::bigcodebench_005::wrong_resource_pointer::q1	core_all694_pool	2	sra_v2_2::bigcodebench_005::wrong_resource_pointer::execution_risk	1.4562187194824219	risk
r3_skill_embedding_reranker	core::sra_v2_2::bigcodebench_005::wrong_resource_pointer::q1	core_all694_pool	3	sra_v2_2::bigcodebench_004::wrong_resource_pointer::execution_risk	1.1701993942260742	unlabeled_candidate
r3_skill_embedding_reranker	core::sra_v2_2::bigcodebench_005::wrong_resource_pointer::q1	core_all694_pool	4	sra_v2_2::bigcodebench_004::wrong_resource_pointer::helpful	1.1458969116210938	unlabeled_candidate
r3_skill_embedding_reranker	core::sra_v2_2::bigcodebench_005::wrong_resource_pointer::q1	core_all694_pool	5	sra_v2_2::bigcodebench_138::wrong_resource_pointer::helpful	-0.4865884780883789	unlabeled_candidate
r3_skill_embedding_reranker	core::sra_v2_2::bigcodebench_005::wrong_resource_pointer::q1	core_all694_pool	6	sra_v2_2::bigcodebench_138::wrong_resource_pointer::execution_risk	-0.5133094787597656	unlabeled_candidate
r3_skill_embedding_reranker	core::sra_v2_2::bigcodebench_005::wrong_resource_pointer::q1	core_all694_pool	7	sra_v2_2::bigcodebench_013::wrong_resource_pointer::helpful	-0.687373161315918	unlabeled_candidate
r3_skill_embedding_reranker	core::sra_v2_2::bigcodebench_005::wrong_resource_pointer::q1	core_all694_pool	8	sra_v2_2::bigcodebench_013::wrong_resource_pointer::execution_risk	-0.709416389465332	unlabeled_candidate
r3_skill_embedding_reranker	core::sra_v2_2::bigcodebench_005::wrong_resource_pointer::q1	core_all694_pool	9	sra_v2_2::theoremqa_228::wrong_resource_pointer::execution_risk	-1.2598247528076172	unlabeled_candidate
r3_skill_embedding_reranker	core::sra_v2_2::bigcodebench_005::wrong_resource_pointer::q1	core_all694_pool	10	sra_v2_2::bigcodebench_024::wrong_resource_pointer::execution_risk	-1.3446102142333984	unlabeled_candidate
r3_skill_embedding_reranker	core::sra_v2_2::bigcodebench_005::wrong_resource_pointer::q1	core_all694_pool	11	skillret::3a46d491-c6b7-4d72-bee8-a408c60865a1	-1.3700542449951172	unlabeled_candidate
r3_skill_embedding_reranker	core::sra_v2_2::bigcodebench_005::wrong_resource_pointer::q1	core_all694_pool	12	skillret::9a3ce249-5b48-41ab-8531-2af691f93411	-1.471475601196289	unlabeled_candidate
r3_skill_embedding_reranker	core::sra_v2_2::bigcodebench_005::wrong_resource_pointer::q1	core_all694_pool	13	sra_v2_2::bigcodebench_028::wrong_resource_pointer::execution_risk	-1.5434684753417969	unlabeled_candidate
r3_skill_embedding_reranker	core::sra_v2_2::bigcodebench_005::wrong_resource_pointer::q1	core_all694_pool	14	sra_v2_2::theoremqa_222::wrong_resource_pointer::helpful	-1.5446252822875977	unlabeled_candidate
r3_skill_embedding_reranker	core::sra_v2_2::bigcodebench_005::wrong_resource_pointer::q1	core_all694_pool	15	sra_v2_2::theoremqa_222::wrong_resource_pointer::execution_risk	-1.5488452911376953	unlabeled_candidate
r3_skill_embedding_reranker	core::sra_v2_2::bigcodebench_005::wrong_resource_pointer::q1	core_all694_pool	16	sra_v2_2::bigcodebench_028::wrong_resource_pointer::helpful	-1.5585336685180664	unlabeled_candidate
r3_skill_embedding_reranker	core::sra_v2_2::bigcodebench_005::wrong_resource_pointer::q1	core_all694_pool	17	sra_v2_2::bigcodebench_030::wrong_resource_pointer::execution_risk	-1.6543254852294922	unlabeled_candidate
r3_skill_embedding_reranker	core::sra_v2_2::bigcodebench_005::wrong_resource_pointer::q1	core_all694_pool	18	skillret::e56166ab-1db4-40f0-91c9-51ac3c5443a9	-1.754368782043457	unlabeled_candidate
r3_skill_embedding_reranker	core::sra_v2_2::bigcodebench_005::wrong_resource_pointer::q1	core_all694_pool	19	skillret::ffe27ccf-b95f-4a1b-b3f9-3ad97fe74a3f	-1.7553625106811523	unlabeled_candidate
r3_skill_embedding_reranker	core::sra_v2_2::bigcodebench_005::wrong_resource_pointer::q1	core_all694_pool	20	skillret::f0fb4e09-2b03-4752-81ff-066713324fe8	-1.7996320724487305	unlabeled_candidate
r3_skill_embedding_reranker	core::sra_v2_2::bigcodebench_006::wrong_resource_pointer::q1	core_all694_pool	1	sra_v2_2::bigcodebench_006::wrong_resource_pointer::helpful	1.228043556213379	helpful
r3_skill_embedding_reranker	core::sra_v2_2::bigcodebench_006::wrong_resource_pointer::q1	core_all694_pool	2	sra_v2_2::bigcodebench_006::wrong_resource_pointer::execution_risk	1.219019889831543	risk
r3_skill_embedding_reranker	core::sra_v2_2::bigcodebench_006::wrong_resource_pointer::q1	core_all694_pool	3	sra_v2_2::bigcodebench_008::wrong_resource_pointer::helpful	1.0481624603271484	unlabeled_candidate
r3_skill_embedding_reranker	core::sra_v2_2::bigcodebench_006::wrong_resource_pointer::q1	core_all694_pool	4	sra_v2_2::bigcodebench_008::wrong_resource_pointer::execution_risk	1.034475326538086	unlabeled_candidate
r3_skill_embedding_reranker	core::sra_v2_2::bigcodebench_006::wrong_resource_pointer::q1	core_all694_pool	5	sra_v2_2::theoremqa_173::wrong_precondition::execution_risk	0.5318603515625	unlabeled_candidate
r3_skill_embedding_reranker	core::sra_v2_2::bigcodebench_006::wrong_resource_pointer::q1	core_all694_pool	6	sra_v2_2::theoremqa_173::wrong_precondition::helpful	0.5255508422851562	unlabeled_candidate
r3_skill_embedding_reranker	core::sra_v2_2::bigcodebench_006::wrong_resource_pointer::q1	core_all694_pool	7	sra_v2_2::bigcodebench_137::wrong_resource_pointer::helpful	-1.1578121185302734	unlabeled_candidate
r3_skill_embedding_reranker	core::sra_v2_2::bigcodebench_006::wrong_resource_pointer::q1	core_all694_pool	8	sra_v2_2::bigcodebench_079::wrong_resource_pointer::helpful	-1.1625347137451172	unlabeled_candidate
r3_skill_embedding_reranker	core::sra_v2_2::bigcodebench_006::wrong_resource_pointer::q1	core_all694_pool	9	sra_v2_2::bigcodebench_137::wrong_resource_pointer::execution_risk	-1.205282211303711	unlabeled_candidate
r3_skill_embedding_reranker	core::sra_v2_2::bigcodebench_006::wrong_resource_pointer::q1	core_all694_pool	10	sra_v2_2::theoremqa_157::wrong_resource_pointer::execution_risk	-1.3012561798095703	unlabeled_candidate
