family_source	stratum	query_case_id	recall_at_3	hsr_at_3	ndcg_at_3	cleanhit_at_3
controlled_relation	core_marked_sibling	core::skillsbench_v2_2::llm-prefix-cache-replay::wrong_resource_pointer::q1	1.0	0.0	1.0	1.0
controlled_relation	core_marked_sibling	core::skillsbench_v2_2::manufacturing-codebook-normalization::wrong_resource_pointer::q1	1.0	0.0	1.0	1.0
controlled_relation	core_marked_sibling	core::skillsbench_v2_2::manufacturing-equipment-maintenance::wrong_resource_pointer::q1	1.0	0.0	1.0	1.0
controlled_relation	core_marked_sibling	core::skillsbench_v2_2::manufacturing-fjsp-optimization::wrong_resource_pointer::q1	1.0	0.0	1.0	1.0
controlled_relation	core_marked_sibling	core::skillsbench_v2_2::mars-clouds-clustering::wrong_resource_pointer::q1	1.0	0.0	1.0	1.0
controlled_relation	core_marked_sibling	core::skillsbench_v2_2::offer-letter-generator::wrong_resource_pointer::q1	1.0	0.0	1.0	1.0
controlled_relation	core_marked_sibling	core::skillsbench_v2_2::pptx-reference-formatting::wrong_resource_pointer::q1	1.0	0.0	1.0	1.0
controlled_relation	core_marked_sibling	core::skillsbench_v2_2::protein-expression-analysis::wrong_resource_pointer::q1	0.0	0.0	0.0	0.0
controlled_relation	core_marked_sibling	core::skillsbench_v2_2::radar-vital-signs::wrong_resource_pointer::q1	1.0	0.0	1.0	1.0
controlled_relation	core_marked_sibling	core::skillsbench_v2_2::reserves-at-risk-calc::wrong_resource_pointer::q1	1.0	0.0	0.6309297535714575	1.0
controlled_relation	core_marked_sibling	core::skillsbench_v2_2::sales-pivot-analysis::wrong_resource_pointer::q1	1.0	0.0	0.6309297535714575	1.0
controlled_relation	core_marked_sibling	core::skillsbench_v2_2::shock-analysis-demand::wrong_resource_pointer::q1	0.0	0.0	0.0	0.0
controlled_relation	core_marked_sibling	core::skillsbench_v2_2::shock-analysis-supply::wrong_resource_pointer::q1	1.0	0.0	0.5	1.0
controlled_relation	core_marked_sibling	core::skillsbench_v2_2::threejs-structure-parser::stale_api_reference::q1	1.0	0.0	0.6309297535714575	1.0
controlled_relation	core_marked_sibling	core::skillsbench_v2_2::threejs-to-obj::stale_api_reference::q1	1.0	0.0	1.0	1.0
controlled_relation	core_marked_sibling	core::skillsbench_v2_2::weighted-gdp-calc::wrong_resource_pointer::q1	0.0	0.0	0.0	0.0
controlled_relation	core_marked_sibling	core::sra_v2_2::bigcodebench_000::wrong_precondition::q1	1.0	0.0	0.6309297535714575	1.0
controlled_relation	core_marked_sibling	core::sra_v2_2::bigcodebench_001::wrong_resource_pointer::q1	1.0	0.0	1.0	1.0
controlled_relation	core_marked_sibling	core::sra_v2_2::bigcodebench_002::wrong_precondition::q1	0.0	0.0	0.0	0.0
controlled_relation	core_marked_sibling	core::sra_v2_2::bigcodebench_003::wrong_resource_pointer::q1	1.0	0.0	1.0	1.0
controlled_relation	core_marked_sibling	core::sra_v2_2::bigcodebench_004::wrong_resource_pointer::q1	1.0	0.0	1.0	1.0
controlled_relation	core_marked_sibling	core::sra_v2_2::bigcodebench_005::wrong_resource_pointer::q1	1.0	0.0	1.0	1.0
controlled_relation	core_marked_sibling	core::sra_v2_2::bigcodebench_006::wrong_resource_pointer::q1	1.0	0.0	0.6309297535714575	1.0
controlled_relation	core_marked_sibling	core::sra_v2_2::bigcodebench_007::wrong_resource_pointer::q1	1.0	0.0	1.0	1.0
controlled_relation	core_marked_sibling	core::sra_v2_2::bigcodebench_008::wrong_resource_pointer::q1	1.0	0.0	1.0	1.0
controlled_relation	core_marked_sibling	core::sra_v2_2::bigcodebench_009::wrong_resource_pointer::q1	1.0	0.0	1.0	1.0
controlled_relation	core_marked_sibling	core::sra_v2_2::bigcodebench_010::wrong_resource_pointer::q1	1.0	0.0	1.0	1.0
controlled_relation	core_marked_sibling	core::sra_v2_2::bigcodebench_011::wrong_resource_pointer::q1	1.0	0.0	0.6309297535714575	1.0
controlled_relation	core_marked_sibling	core::sra_v2_2::bigcodebench_012::wrong_resource_pointer::q1	1.0	0.0	1.0	1.0
controlled_relation	core_marked_sibling	core::sra_v2_2::bigcodebench_013::wrong_resource_pointer::q1	1.0	0.0	0.6309297535714575	1.0
controlled_relation	core_marked_sibling	core::sra_v2_2::bigcodebench_014::wrong_resource_pointer::q1	1.0	0.0	1.0	1.0
controlled_relation	core_marked_sibling	core::sra_v2_2::bigcodebench_015::wrong_resource_pointer::q1	1.0	0.0	0.6309297535714575	1.0
controlled_relation	core_marked_sibling	core::sra_v2_2::bigcodebench_017::wrong_precondition::q1	1.0	0.0	1.0	1.0
controlled_relation	core_marked_sibling	core::sra_v2_2::bigcodebench_018::wrong_resource_pointer::q1	1.0	0.0	0.6309297535714575	1.0
controlled_relation	core_marked_sibling	core::sra_v2_2::bigcodebench_019::poisoned_procedure_clause::q1	1.0	0.0	1.0	1.0
controlled_relation	core_marked_sibling	core::sra_v2_2::bigcodebench_020::wrong_resource_pointer::q1	1.0	0.0	1.0	1.0
controlled_relation	core_marked_sibling	core::sra_v2_2::bigcodebench_021::wrong_resource_pointer::q1	1.0	0.0	0.5	1.0
controlled_relation	core_marked_sibling	core::sra_v2_2::bigcodebench_022::wrong_resource_pointer::q1	1.0	0.0	1.0	1.0
controlled_relation	core_marked_sibling	core::sra_v2_2::bigcodebench_023::wrong_resource_pointer::q1	1.0	0.0	1.0	1.0
controlled_relation	core_marked_sibling	core::sra_v2_2::bigcodebench_024::wrong_resource_pointer::q1	1.0	0.0	0.6309297535714575	1.0
controlled_relation	core_marked_sibling	core::sra_v2_2::bigcodebench_025::wrong_resource_pointer::q1	0.0	0.0	0.0	0.0
controlled_relation	core_marked_sibling	core::sra_v2_2::bigcodebench_026::wrong_resource_pointer::q1	1.0	0.0	1.0	1.0
controlled_relation	core_marked_sibling	core::sra_v2_2::bigcodebench_028::wrong_resource_pointer::q1	1.0	0.0	1.0	1.0
controlled_relation	core_marked_sibling	core::sra_v2_2::bigcodebench_029::wrong_resource_pointer::q1	1.0	0.0	1.0	1.0
controlled_relation	core_marked_sibling	core::sra_v2_2::bigcodebench_030::wrong_resource_pointer::q1	1.0	0.0	1.0	1.0
controlled_relation	core_marked_sibling	core::sra_v2_2::bigcodebench_031::misleading_example::q1	1.0	0.0	0.6309297535714575	1.0
controlled_relation	core_marked_sibling	core::sra_v2_2::bigcodebench_032::wrong_resource_pointer::q1	1.0	0.0	1.0	1.0
controlled_relation	core_marked_sibling	core::sra_v2_2::bigcodebench_033::wrong_resource_pointer::q1	1.0	0.0	0.6309297535714575	1.0
controlled_relation	core_marked_sibling	core::sra_v2_2::bigcodebench_034::wrong_resource_pointer::q1	1.0	0.0	1.0	1.0
controlled_relation	core_marked_sibling	core::sra_v2_2::bigcodebench_035::wrong_resource_pointer::q1	1.0	0.0	1.0	1.0
controlled_relation	core_marked_sibling	core::sra_v2_2::bigcodebench_036::wrong_resource_pointer::q1	0.0	0.0	0.0	0.0
controlled_relation	core_marked_sibling	core::sra_v2_2::bigcodebench_037::wrong_resource_pointer::q1	1.0	0.0	1.0	1.0
controlled_relation	core_marked_sibling	core::sra_v2_2::bigcodebench_038::poisoned_procedure_clause::q1	1.0	0.0	0.6309297535714575	1.0
controlled_relation	core_marked_sibling	core::sra_v2_2::bigcodebench_039::wrong_resource_pointer::q1	1.0	0.0	1.0	1.0
controlled_relation	core_marked_sibling	core::sra_v2_2::bigcodebench_040::wrong_resource_pointer::q1	1.0	0.0	1.0	1.0
controlled_relation	core_marked_sibling	core::sra_v2_2::bigcodebench_041::wrong_resource_pointer::q1	1.0	0.0	1.0	1.0
controlled_relation	core_marked_sibling	core::sra_v2_2::bigcodebench_042::wrong_resource_pointer::q1	1.0	0.0	1.0	1.0
controlled_relation	core_marked_sibling	core::sra_v2_2::bigcodebench_043::wrong_resource_pointer::q1	1.0	0.0	1.0	1.0
controlled_relation	core_marked_sibling	core::sra_v2_2::bigcodebench_044::wrong_resource_pointer::q1	1.0	0.0	1.0	1.0
controlled_relation	core_marked_sibling	core::sra_v2_2::bigcodebench_045::wrong_resource_pointer::q1	1.0	0.0	0.6309297535714575	1.0
controlled_relation	core_marked_sibling	core::sra_v2_2::bigcodebench_046::wrong_resource_pointer::q1	0.0	0.0	0.0	0.0
controlled_relation	core_marked_sibling	core::sra_v2_2::bigcodebench_047::wrong_resource_pointer::q1	0.0	0.0	0.0	0.0
controlled_relation	core_marked_sibling	core::sra_v2_2::bigcodebench_048::wrong_resource_pointer::q1	0.0	0.0	0.0	0.0
controlled_relation	core_marked_sibling	core::sra_v2_2::bigcodebench_049::wrong_resource_pointer::q1	1.0	0.0	0.5	1.0
controlled_relation	core_marked_sibling	core::sra_v2_2::bigcodebench_050::wrong_resource_pointer::q1	0.0	0.0	0.0	0.0
controlled_relation	core_marked_sibling	core::sra_v2_2::bigcodebench_051::wrong_resource_pointer::q1	1.0	0.0	1.0	1.0
controlled_relation	core_marked_sibling	core::sra_v2_2::bigcodebench_052::wrong_resource_pointer::q1	1.0	0.0	0.6309297535714575	1.0
controlled_relation	core_marked_sibling	core::sra_v2_2::bigcodebench_053::wrong_resource_pointer::q1	1.0	0.0	1.0	1.0
controlled_relation	core_marked_sibling	core::sra_v2_2::bigcodebench_054::wrong_resource_pointer::q1	1.0	0.0	0.6309297535714575	1.0
controlled_relation	core_marked_sibling	core::sra_v2_2::bigcodebench_055::wrong_resource_pointer::q1	1.0	0.0	1.0	1.0
controlled_relation	core_marked_sibling	core::sra_v2_2::bigcodebench_056::poisoned_procedure_clause::q1	1.0	0.0	0.6309297535714575	1.0
controlled_relation	core_marked_sibling	core::sra_v2_2::bigcodebench_057::wrong_resource_pointer::q1	1.0	0.0	0.6309297535714575	1.0
controlled_relation	core_marked_sibling	core::sra_v2_2::bigcodebench_058::wrong_resource_pointer::q1	1.0	0.0	1.0	1.0
controlled_relation	core_marked_sibling	core::sra_v2_2::bigcodebench_059::poisoned_procedure_clause::q1	1.0	0.0	1.0	1.0
controlled_relation	core_marked_sibling	core::sra_v2_2::bigcodebench_061::wrong_resource_pointer::q1	0.0	0.0	0.0	0.0
controlled_relation	core_marked_sibling	core::sra_v2_2::bigcodebench_062::wrong_resource_pointer::q1	1.0	0.0	0.6309297535714575	1.0
controlled_relation	core_marked_sibling	core::sra_v2_2::bigcodebench_063::wrong_resource_pointer::q1	1.0	0.0	1.0	1.0
controlled_relation	core_marked_sibling	core::sra_v2_2::bigcodebench_064::poisoned_procedure_clause::q1	1.0	0.0	1.0	1.0
controlled_relation	core_marked_sibling	core::sra_v2_2::bigcodebench_065::wrong_resource_pointer::q1	1.0	0.0	0.6309297535714575	1.0
controlled_relation	core_marked_sibling	core::sra_v2_2::bigcodebench_066::wrong_resource_pointer::q1	0.0	0.0	0.0	0.0
controlled_relation	core_marked_sibling	core::sra_v2_2::bigcodebench_067::wrong_resource_pointer::q1	1.0	0.0	1.0	1.0
controlled_relation	core_marked_sibling	core::sra_v2_2::bigcodebench_068::wrong_resource_pointer::q1	0.0	0.0	0.0	0.0
controlled_relation	core_marked_sibling	core::sra_v2_2::bigcodebench_069::wrong_resource_pointer::q1	1.0	0.0	1.0	1.0
controlled_relation	core_marked_sibling	core::sra_v2_2::bigcodebench_070::wrong_resource_pointer::q1	1.0	0.0	1.0	1.0
controlled_relation	core_marked_sibling	core::sra_v2_2::bigcodebench_071::wrong_resource_pointer::q1	1.0	0.0	1.0	1.0
controlled_relation	core_marked_sibling	core::sra_v2_2::bigcodebench_072::wrong_resource_pointer::q1	1.0	0.0	1.0	1.0
controlled_relation	core_marked_sibling	core::sra_v2_2::bigcodebench_073::wrong_resource_pointer::q1	0.0	0.0	0.0	0.0
controlled_relation	core_marked_sibling	core::sra_v2_2::bigcodebench_074::wrong_resource_pointer::q1	1.0	0.0	1.0	1.0
controlled_relation	core_marked_sibling	core::sra_v2_2::bigcodebench_075::wrong_resource_pointer::q1	1.0	0.0	0.6309297535714575	1.0
controlled_relation	core_marked_sibling	core::sra_v2_2::bigcodebench_076::wrong_precondition::q1	1.0	0.0	1.0	1.0
controlled_relation	core_marked_sibling	core::sra_v2_2::bigcodebench_077::wrong_resource_pointer::q1	1.0	0.0	1.0	1.0
controlled_relation	core_marked_sibling	core::sra_v2_2::bigcodebench_078::wrong_resource_pointer::q1	1.0	0.0	0.6309297535714575	1.0
controlled_relation	core_marked_sibling	core::sra_v2_2::bigcodebench_079::wrong_resource_pointer::q1	0.0	0.0	0.0	0.0
controlled_relation	core_marked_sibling	core::sra_v2_2::bigcodebench_080::wrong_resource_pointer::q1	1.0	0.0	1.0	1.0
controlled_relation	core_marked_sibling	core::sra_v2_2::bigcodebench_081::wrong_resource_pointer::q1	1.0	0.0	1.0	1.0
controlled_relation	core_marked_sibling	core::sra_v2_2::bigcodebench_082::wrong_resource_pointer::q1	1.0	0.0	1.0	1.0
controlled_relation	core_marked_sibling	core::sra_v2_2::bigcodebench_083::wrong_resource_pointer::q1	1.0	0.0	1.0	1.0
controlled_relation	core_marked_sibling	core::sra_v2_2::bigcodebench_084::wrong_resource_pointer::q1	1.0	0.0	1.0	1.0
controlled_relation	core_marked_sibling	core::sra_v2_2::bigcodebench_085::wrong_resource_pointer::q1	1.0	0.0	1.0	1.0
controlled_relation	core_marked_sibling	core::sra_v2_2::bigcodebench_086::wrong_resource_pointer::q1	0.0	0.0	0.0	0.0
controlled_relation	core_marked_sibling	core::sra_v2_2::bigcodebench_087::wrong_resource_pointer::q1	1.0	0.0	0.5	1.0
controlled_relation	core_marked_sibling	core::sra_v2_2::bigcodebench_088::wrong_resource_pointer::q1	1.0	0.0	1.0	1.0
controlled_relation	core_marked_sibling	core::sra_v2_2::bigcodebench_089::wrong_resource_pointer::q1	1.0	0.0	1.0	1.0
controlled_relation	core_marked_sibling	core::sra_v2_2::bigcodebench_090::wrong_resource_pointer::q1	1.0	0.0	1.0	1.0
controlled_relation	core_marked_sibling	core::sra_v2_2::bigcodebench_091::wrong_precondition::q1	1.0	0.0	1.0	1.0
controlled_relation	core_marked_sibling	core::sra_v2_2::bigcodebench_092::wrong_resource_pointer::q1	1.0	0.0	1.0	1.0
controlled_relation	core_marked_sibling	core::sra_v2_2::bigcodebench_093::wrong_precondition::q1	1.0	0.0	1.0	1.0
controlled_relation	core_marked_sibling	core::sra_v2_2::bigcodebench_094::wrong_resource_pointer::q1	1.0	0.0	1.0	1.0
controlled_relation	core_marked_sibling	core::sra_v2_2::bigcodebench_095::wrong_resource_pointer::q1	1.0	0.0	1.0	1.0
controlled_relation	core_marked_sibling	core::sra_v2_2::bigcodebench_096::poisoned_procedure_clause::q1	1.0	0.0	1.0	1.0
controlled_relation	core_marked_sibling	core::sra_v2_2::bigcodebench_097::wrong_resource_pointer::q1	1.0	0.0	1.0	1.0
controlled_relation	core_marked_sibling	core::sra_v2_2::bigcodebench_098::wrong_resource_pointer::q1	1.0	0.0	1.0	1.0
controlled_relation	core_marked_sibling	core::sra_v2_2::bigcodebench_099::wrong_resource_pointer::q1	1.0	0.0	1.0	1.0
controlled_relation	core_marked_sibling	core::sra_v2_2::bigcodebench_100::wrong_resource_pointer::q1	1.0	0.0	1.0	1.0
controlled_relation	core_marked_sibling	core::sra_v2_2::bigcodebench_101::wrong_resource_pointer::q1	1.0	0.0	0.6309297535714575	1.0
controlled_relation	core_marked_sibling	core::sra_v2_2::bigcodebench_102::wrong_resource_pointer::q1	1.0	0.0	0.5	1.0
controlled_relation	core_marked_sibling	core::sra_v2_2::bigcodebench_103::wrong_resource_pointer::q1	0.0	0.0	0.0	0.0
controlled_relation	core_marked_sibling	core::sra_v2_2::bigcodebench_104::wrong_resource_pointer::q1	1.0	0.0	1.0	1.0
controlled_relation	core_marked_sibling	core::sra_v2_2::bigcodebench_105::wrong_resource_pointer::q1	0.0	0.0	0.0	0.0
controlled_relation	core_marked_sibling	core::sra_v2_2::bigcodebench_106::wrong_resource_pointer::q1	1.0	0.0	0.5	1.0
controlled_relation	core_marked_sibling	core::sra_v2_2::bigcodebench_107::wrong_resource_pointer::q1	1.0	0.0	1.0	1.0
controlled_relation	core_marked_sibling	core::sra_v2_2::bigcodebench_108::wrong_resource_pointer::q1	1.0	0.0	1.0	1.0
controlled_relation	core_marked_sibling	core::sra_v2_2::bigcodebench_109::wrong_resource_pointer::q1	1.0	0.0	1.0	1.0
controlled_relation	core_marked_sibling	core::sra_v2_2::bigcodebench_110::wrong_resource_pointer::q1	1.0	0.0	1.0	1.0
controlled_relation	core_marked_sibling	core::sra_v2_2::bigcodebench_111::wrong_precondition::q1	1.0	0.0	1.0	1.0
controlled_relation	core_marked_sibling	core::sra_v2_2::bigcodebench_112::wrong_resource_pointer::q1	0.0	0.0	0.0	0.0
controlled_relation	core_marked_sibling	core::sra_v2_2::bigcodebench_113::wrong_resource_pointer::q1	0.0	0.0	0.0	0.0
controlled_relation	core_marked_sibling	core::sra_v2_2::bigcodebench_114::poisoned_procedure_clause::q1	1.0	0.0	0.6309297535714575	1.0
controlled_relation	core_marked_sibling	core::sra_v2_2::bigcodebench_115::wrong_resource_pointer::q1	0.0	0.0	0.0	0.0
controlled_relation	core_marked_sibling	core::sra_v2_2::bigcodebench_116::wrong_resource_pointer::q1	0.0	0.0	0.0	0.0
controlled_relation	core_marked_sibling	core::sra_v2_2::bigcodebench_117::wrong_resource_pointer::q1	0.0	0.0	0.0	0.0
controlled_relation	core_marked_sibling	core::sra_v2_2::bigcodebench_118::wrong_precondition::q1	0.0	0.0	0.0	0.0
controlled_relation	core_marked_sibling	core::sra_v2_2::bigcodebench_119::wrong_resource_pointer::q1	1.0	0.0	0.6309297535714575	1.0
controlled_relation	core_marked_sibling	core::sra_v2_2::bigcodebench_120::poisoned_procedure_clause::q1	1.0	0.0	1.0	1.0
controlled_relation	core_marked_sibling	core::sra_v2_2::bigcodebench_121::wrong_resource_pointer::q1	1.0	0.0	1.0	1.0
controlled_relation	core_marked_sibling	core::sra_v2_2::bigcodebench_122::wrong_resource_pointer::q1	1.0	0.0	1.0	1.0
controlled_relation	core_marked_sibling	core::sra_v2_2::bigcodebench_123::wrong_resource_pointer::q1	1.0	0.0	1.0	1.0
controlled_relation	core_marked_sibling	core::sra_v2_2::bigcodebench_125::wrong_resource_pointer::q1	1.0	0.0	1.0	1.0
controlled_relation	core_marked_sibling	core::sra_v2_2::bigcodebench_126::wrong_resource_pointer::q1	1.0	0.0	1.0	1.0
controlled_relation	core_marked_sibling	core::sra_v2_2::bigcodebench_127::wrong_resource_pointer::q1	1.0	0.0	1.0	1.0
controlled_relation	core_marked_sibling	core::sra_v2_2::bigcodebench_128::poisoned_procedure_clause::q1	1.0	0.0	1.0	1.0
controlled_relation	core_marked_sibling	core::sra_v2_2::bigcodebench_129::wrong_resource_pointer::q1	1.0	0.0	1.0	1.0
controlled_relation	core_marked_sibling	core::sra_v2_2::bigcodebench_130::wrong_resource_pointer::q1	1.0	0.0	1.0	1.0
controlled_relation	core_marked_sibling	core::sra_v2_2::bigcodebench_131::wrong_resource_pointer::q1	1.0	0.0	1.0	1.0
controlled_relation	core_marked_sibling	core::sra_v2_2::bigcodebench_132::poisoned_procedure_clause::q1	1.0	0.0	1.0	1.0
controlled_relation	core_marked_sibling	core::sra_v2_2::bigcodebench_133::wrong_resource_pointer::q1	1.0	0.0	0.6309297535714575	1.0
controlled_relation	core_marked_sibling	core::sra_v2_2::bigcodebench_134::wrong_resource_pointer::q1	0.0	0.0	0.0	0.0
controlled_relation	core_marked_sibling	core::sra_v2_2::bigcodebench_135::wrong_resource_pointer::q1	1.0	0.0	1.0	1.0
controlled_relation	core_marked_sibling	core::sra_v2_2::bigcodebench_136::wrong_resource_pointer::q1	1.0	0.0	1.0	1.0
controlled_relation	core_marked_sibling	core::sra_v2_2::bigcodebench_137::wrong_resource_pointer::q1	1.0	0.0	0.6309297535714575	1.0
controlled_relation	core_marked_sibling	core::sra_v2_2::bigcodebench_138::wrong_resource_pointer::q1	0.0	0.0	0.0	0.0
controlled_relation	core_marked_sibling	core::sra_v2_2::champ_000::wrong_precondition::q1	0.0	0.0	0.0	0.0
controlled_relation	core_marked_sibling	core::sra_v2_2::champ_001::wrong_precondition::q1	0.0	0.0	0.0	0.0
controlled_relation	core_marked_sibling	core::sra_v2_2::champ_002::wrong_precondition::q1	0.0	0.0	0.0	0.0
controlled_relation	core_marked_sibling	core::sra_v2_2::champ_003::wrong_precondition::q1	1.0	0.0	0.6309297535714575	1.0
controlled_relation	core_marked_sibling	core::sra_v2_2::champ_004::wrong_precondition::q1	0.0	0.0	0.0	0.0
controlled_relation	core_marked_sibling	core::sra_v2_2::champ_005::wrong_precondition::q1	1.0	0.0	0.5	1.0
controlled_relation	core_marked_sibling	core::sra_v2_2::champ_006::wrong_precondition::q1	0.0	0.0	0.0	0.0
controlled_relation	core_marked_sibling	core::sra_v2_2::champ_007::wrong_resource_pointer::q1	1.0	0.0	0.6309297535714575	1.0
controlled_relation	core_marked_sibling	core::sra_v2_2::champ_008::wrong_precondition::q1	1.0	0.0	0.6309297535714575	1.0
controlled_relation	core_marked_sibling	core::sra_v2_2::champ_009::wrong_resource_pointer::q1	1.0	0.0	0.6309297535714575	1.0
controlled_relation	core_marked_sibling	core::sra_v2_2::champ_010::wrong_precondition::q1	0.0	0.0	0.0	0.0
controlled_relation	core_marked_sibling	core::sra_v2_2::champ_011::wrong_precondition::q1	0.0	0.0	0.0	0.0
controlled_relation	core_marked_sibling	core::sra_v2_2::champ_012::wrong_resource_pointer::q1	0.0	0.0	0.0	0.0
controlled_relation	core_marked_sibling	core::sra_v2_2::champ_013::wrong_resource_pointer::q1	0.0	0.0	0.0	0.0
controlled_relation	core_marked_sibling	core::sra_v2_2::champ_014::wrong_resource_pointer::q1	1.0	0.0	1.0	1.0
controlled_relation	core_marked_sibling	core::sra_v2_2::champ_015::wrong_precondition::q1	0.0	0.0	0.0	0.0
controlled_relation	core_marked_sibling	core::sra_v2_2::champ_016::wrong_precondition::q1	0.0	0.0	0.0	0.0
controlled_relation	core_marked_sibling	core::sra_v2_2::champ_017::wrong_resource_pointer::q1	1.0	0.0	0.6309297535714575	1.0
controlled_relation	core_marked_sibling	core::sra_v2_2::champ_018::wrong_precondition::q1	0.0	0.0	0.0	0.0
controlled_relation	core_marked_sibling	core::sra_v2_2::champ_019::wrong_resource_pointer::q1	1.0	0.0	1.0	1.0
controlled_relation	core_marked_sibling	core::sra_v2_2::champ_020::wrong_precondition::q1	1.0	0.0	0.6309297535714575	1.0
controlled_relation	core_marked_sibling	core::sra_v2_2::champ_021::wrong_precondition::q1	0.0	0.0	0.0	0.0
controlled_relation	core_marked_sibling	core::sra_v2_2::champ_022::wrong_precondition::q1	0.0	0.0	0.0	0.0
controlled_relation	core_marked_sibling	core::sra_v2_2::champ_023::wrong_precondition::q1	1.0	0.0	1.0	1.0
controlled_relation	core_marked_sibling	core::sra_v2_2::champ_024::wrong_precondition::q1	0.0	0.0	0.0	0.0
controlled_relation	core_marked_sibling	core::sra_v2_2::champ_025::wrong_precondition::q1	0.0	0.0	0.0	0.0
controlled_relation	core_marked_sibling	core::sra_v2_2::champ_026::wrong_precondition::q1	0.0	0.0	0.0	0.0
controlled_relation	core_marked_sibling	core::sra_v2_2::champ_027::wrong_precondition::q1	1.0	0.0	0.5	1.0
controlled_relation	core_marked_sibling	core::sra_v2_2::champ_028::wrong_precondition::q1	0.0	0.0	0.0	0.0
controlled_relation	core_marked_sibling	core::sra_v2_2::champ_029::wrong_precondition::q1	0.0	0.0	0.0	0.0
controlled_relation	core_marked_sibling	core::sra_v2_2::champ_030::wrong_precondition::q1	0.0	0.0	0.0	0.0
controlled_relation	core_marked_sibling	core::sra_v2_2::champ_031::wrong_precondition::q1	0.0	0.0	0.0	0.0
controlled_relation	core_marked_sibling	core::sra_v2_2::champ_032::wrong_precondition::q1	0.0	0.0	0.0	0.0
controlled_relation	core_marked_sibling	core::sra_v2_2::champ_033::wrong_precondition::q1	0.0	0.0	0.0	0.0
controlled_relation	core_marked_sibling	core::sra_v2_2::champ_034::wrong_precondition::q1	1.0	0.0	0.6309297535714575	1.0
controlled_relation	core_marked_sibling	core::sra_v2_2::champ_035::wrong_resource_pointer::q1	1.0	0.0	1.0	1.0
controlled_relation	core_marked_sibling	core::sra_v2_2::champ_036::wrong_precondition::q1	1.0	0.0	1.0	1.0
controlled_relation	core_marked_sibling	core::sra_v2_2::champ_037::wrong_precondition::q1	1.0	0.0	0.5	1.0
controlled_relation	core_marked_sibling	core::sra_v2_2::champ_038::wrong_precondition::q1	1.0	0.0	0.5	1.0
controlled_relation	core_marked_sibling	core::sra_v2_2::champ_039::wrong_resource_pointer::q1	1.0	0.0	1.0	1.0
controlled_relation	core_marked_sibling	core::sra_v2_2::champ_040::wrong_precondition::q1	0.0	0.0	0.0	0.0
controlled_relation	core_marked_sibling	core::sra_v2_2::champ_041::wrong_resource_pointer::q1	0.0	0.0	0.0	0.0
controlled_relation	core_marked_sibling	core::sra_v2_2::champ_042::wrong_precondition::q1	1.0	0.0	0.6309297535714575	1.0
controlled_relation	core_marked_sibling	core::sra_v2_2::champ_043::wrong_precondition::q1	0.0	0.0	0.0	0.0
controlled_relation	core_marked_sibling	core::sra_v2_2::champ_044::wrong_precondition::q1	0.0	0.0	0.0	0.0
controlled_relation	core_marked_sibling	core::sra_v2_2::champ_045::wrong_precondition::q1	1.0	0.0	1.0	1.0
controlled_relation	core_marked_sibling	core::sra_v2_2::champ_046::wrong_precondition::q1	0.0	0.0	0.0	0.0
