method_id	method_label	stratum	query_id	helpful_id	risk_id	target_family	target_family_matches	source_path	selector_mode	ranked_count	selected_count	helpful_rank_before	risk_rank_before	helpful_rank_after	risk_rank_after	recall_at_3_before	hsr_at_3_before	ndcg_at_3_before	recall_at_3_after	hsr_at_3_after	ndcg_at_3_after	unmarked_same_family_pressure_at_3_before	unmarked_same_family_pressure_at_3_after	recall_at_5_before	hsr_at_5_before	ndcg_at_5_before	recall_at_5_after	hsr_at_5_after	ndcg_at_5_after	unmarked_same_family_pressure_at_5_before	unmarked_same_family_pressure_at_5_after	recall_at_20_before	hsr_at_20_before	ndcg_at_20_before	recall_at_20_after	hsr_at_20_after	ndcg_at_20_after	unmarked_same_family_pressure_at_20_before	unmarked_same_family_pressure_at_20_after
hybrid_lexical_rrf	Hybrid lexical RRF	core	core::sra_v2_2::bigcodebench_012::wrong_resource_pointer::q1	sra_v2_2::bigcodebench_012::wrong_resource_pointer::helpful	sra_v2_2::bigcodebench_012::wrong_resource_pointer::execution_risk	family::sra_v2_2::bigcodebench_012::wrong_resource_pointer	1	fixed_rank_archive:hybrid_lexical_rrf:core	released_family_full_pool_recomputed	8048	7354	1	2	1		1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
hybrid_lexical_rrf	Hybrid lexical RRF	core	core::sra_v2_2::bigcodebench_013::wrong_resource_pointer::q1	sra_v2_2::bigcodebench_013::wrong_resource_pointer::helpful	sra_v2_2::bigcodebench_013::wrong_resource_pointer::execution_risk	family::sra_v2_2::bigcodebench_013::wrong_resource_pointer	1	fixed_rank_archive:hybrid_lexical_rrf:core	released_family_full_pool_recomputed	8048	7354	1	3	1		1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
hybrid_lexical_rrf	Hybrid lexical RRF	core	core::sra_v2_2::bigcodebench_014::wrong_resource_pointer::q1	sra_v2_2::bigcodebench_014::wrong_resource_pointer::helpful	sra_v2_2::bigcodebench_014::wrong_resource_pointer::execution_risk	family::sra_v2_2::bigcodebench_014::wrong_resource_pointer	1	fixed_rank_archive:hybrid_lexical_rrf:core	released_family_full_pool_recomputed	8048	7354	2	1		1	1.0	1.0	0.6309297535714575	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.6309297535714575	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.6309297535714575	0.0	1.0	0.0	1.0	1.0
hybrid_lexical_rrf	Hybrid lexical RRF	core	core::sra_v2_2::bigcodebench_015::wrong_resource_pointer::q1	sra_v2_2::bigcodebench_015::wrong_resource_pointer::helpful	sra_v2_2::bigcodebench_015::wrong_resource_pointer::execution_risk	family::sra_v2_2::bigcodebench_015::wrong_resource_pointer	1	fixed_rank_archive:hybrid_lexical_rrf:core	released_family_full_pool_recomputed	8048	7354	5	3		2	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.38685280723454163	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.38685280723454163	0.0	1.0	0.0	1.0	1.0
hybrid_lexical_rrf	Hybrid lexical RRF	core	core::sra_v2_2::bigcodebench_017::wrong_precondition::q1	sra_v2_2::bigcodebench_017::wrong_precondition::helpful	sra_v2_2::bigcodebench_017::wrong_precondition::execution_risk	family::sra_v2_2::bigcodebench_017::wrong_precondition	1	fixed_rank_archive:hybrid_lexical_rrf:core	released_family_full_pool_recomputed	8048	7354	2	1		1	1.0	1.0	0.6309297535714575	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.6309297535714575	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.6309297535714575	0.0	1.0	0.0	1.0	1.0
hybrid_lexical_rrf	Hybrid lexical RRF	core	core::sra_v2_2::bigcodebench_018::wrong_resource_pointer::q1	sra_v2_2::bigcodebench_018::wrong_resource_pointer::helpful	sra_v2_2::bigcodebench_018::wrong_resource_pointer::execution_risk	family::sra_v2_2::bigcodebench_018::wrong_resource_pointer	1	fixed_rank_archive:hybrid_lexical_rrf:core	released_family_full_pool_recomputed	8048	7354	7	5		3	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.3333333333333333	0.0	1.0	0.0	1.0	1.0
hybrid_lexical_rrf	Hybrid lexical RRF	core	core::sra_v2_2::bigcodebench_019::poisoned_procedure_clause::q1	sra_v2_2::bigcodebench_019::poisoned_procedure_clause::helpful	sra_v2_2::bigcodebench_019::poisoned_procedure_clause::execution_risk	family::sra_v2_2::bigcodebench_019::poisoned_procedure_clause	1	fixed_rank_archive:hybrid_lexical_rrf:core	released_family_full_pool_recomputed	8048	7354	2	1		1	1.0	1.0	0.6309297535714575	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.6309297535714575	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.6309297535714575	0.0	1.0	0.0	1.0	1.0
hybrid_lexical_rrf	Hybrid lexical RRF	core	core::sra_v2_2::bigcodebench_020::wrong_resource_pointer::q1	sra_v2_2::bigcodebench_020::wrong_resource_pointer::helpful	sra_v2_2::bigcodebench_020::wrong_resource_pointer::execution_risk	family::sra_v2_2::bigcodebench_020::wrong_resource_pointer	1	fixed_rank_archive:hybrid_lexical_rrf:core	released_family_full_pool_recomputed	8048	7354	1	2	1		1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
hybrid_lexical_rrf	Hybrid lexical RRF	core	core::sra_v2_2::bigcodebench_021::wrong_resource_pointer::q1	sra_v2_2::bigcodebench_021::wrong_resource_pointer::helpful	sra_v2_2::bigcodebench_021::wrong_resource_pointer::execution_risk	family::sra_v2_2::bigcodebench_021::wrong_resource_pointer	1	fixed_rank_archive:hybrid_lexical_rrf:core	released_family_full_pool_recomputed	8048	7354	8	9	5		0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.38685280723454163	1.0	1.0	1.0	1.0	0.31546487678572877	1.0	0.0	0.38685280723454163	1.0	1.0
hybrid_lexical_rrf	Hybrid lexical RRF	core	core::sra_v2_2::bigcodebench_022::wrong_resource_pointer::q1	sra_v2_2::bigcodebench_022::wrong_resource_pointer::helpful	sra_v2_2::bigcodebench_022::wrong_resource_pointer::execution_risk	family::sra_v2_2::bigcodebench_022::wrong_resource_pointer	1	fixed_rank_archive:hybrid_lexical_rrf:core	released_family_full_pool_recomputed	8048	7354	2	1		1	1.0	1.0	0.6309297535714575	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.6309297535714575	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.6309297535714575	0.0	1.0	0.0	1.0	1.0
hybrid_lexical_rrf	Hybrid lexical RRF	core	core::sra_v2_2::bigcodebench_023::wrong_resource_pointer::q1	sra_v2_2::bigcodebench_023::wrong_resource_pointer::helpful	sra_v2_2::bigcodebench_023::wrong_resource_pointer::execution_risk	family::sra_v2_2::bigcodebench_023::wrong_resource_pointer	1	fixed_rank_archive:hybrid_lexical_rrf:core	released_family_full_pool_recomputed	8048	7354	1	2	1		1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
hybrid_lexical_rrf	Hybrid lexical RRF	core	core::sra_v2_2::bigcodebench_024::wrong_resource_pointer::q1	sra_v2_2::bigcodebench_024::wrong_resource_pointer::helpful	sra_v2_2::bigcodebench_024::wrong_resource_pointer::execution_risk	family::sra_v2_2::bigcodebench_024::wrong_resource_pointer	1	fixed_rank_archive:hybrid_lexical_rrf:core	released_family_full_pool_recomputed	8048	7354	5	3		2	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.38685280723454163	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.38685280723454163	0.0	1.0	0.0	1.0	1.0
hybrid_lexical_rrf	Hybrid lexical RRF	core	core::sra_v2_2::bigcodebench_025::wrong_resource_pointer::q1	sra_v2_2::bigcodebench_025::wrong_resource_pointer::helpful	sra_v2_2::bigcodebench_025::wrong_resource_pointer::execution_risk	family::sra_v2_2::bigcodebench_025::wrong_resource_pointer	1	fixed_rank_archive:hybrid_lexical_rrf:core	released_family_full_pool_recomputed	8048	7354	59	56		40	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
hybrid_lexical_rrf	Hybrid lexical RRF	core	core::sra_v2_2::bigcodebench_026::wrong_resource_pointer::q1	sra_v2_2::bigcodebench_026::wrong_resource_pointer::helpful	sra_v2_2::bigcodebench_026::wrong_resource_pointer::execution_risk	family::sra_v2_2::bigcodebench_026::wrong_resource_pointer	1	fixed_rank_archive:hybrid_lexical_rrf:core	released_family_full_pool_recomputed	8048	7354	1	2	1		1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
hybrid_lexical_rrf	Hybrid lexical RRF	core	core::sra_v2_2::bigcodebench_028::wrong_resource_pointer::q1	sra_v2_2::bigcodebench_028::wrong_resource_pointer::helpful	sra_v2_2::bigcodebench_028::wrong_resource_pointer::execution_risk	family::sra_v2_2::bigcodebench_028::wrong_resource_pointer	1	fixed_rank_archive:hybrid_lexical_rrf:core	released_family_full_pool_recomputed	8048	7354	1	2	1		1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
hybrid_lexical_rrf	Hybrid lexical RRF	core	core::sra_v2_2::bigcodebench_029::wrong_resource_pointer::q1	sra_v2_2::bigcodebench_029::wrong_resource_pointer::helpful	sra_v2_2::bigcodebench_029::wrong_resource_pointer::execution_risk	family::sra_v2_2::bigcodebench_029::wrong_resource_pointer	1	fixed_rank_archive:hybrid_lexical_rrf:core	released_family_full_pool_recomputed	8048	7354	2	1		1	1.0	1.0	0.6309297535714575	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.6309297535714575	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.6309297535714575	0.0	1.0	0.0	1.0	1.0
hybrid_lexical_rrf	Hybrid lexical RRF	core	core::sra_v2_2::bigcodebench_030::wrong_resource_pointer::q1	sra_v2_2::bigcodebench_030::wrong_resource_pointer::helpful	sra_v2_2::bigcodebench_030::wrong_resource_pointer::execution_risk	family::sra_v2_2::bigcodebench_030::wrong_resource_pointer	1	fixed_rank_archive:hybrid_lexical_rrf:core	released_family_full_pool_recomputed	8048	7354	1	2	1		1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
hybrid_lexical_rrf	Hybrid lexical RRF	core	core::sra_v2_2::bigcodebench_031::misleading_example::q1	sra_v2_2::bigcodebench_031::misleading_example::helpful	sra_v2_2::bigcodebench_031::misleading_example::execution_risk	family::sra_v2_2::bigcodebench_031::misleading_example	1	fixed_rank_archive:hybrid_lexical_rrf:core	released_family_full_pool_recomputed	8048	7354	4	3		2	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.43067655807339306	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.43067655807339306	0.0	1.0	0.0	1.0	1.0
hybrid_lexical_rrf	Hybrid lexical RRF	core	core::sra_v2_2::bigcodebench_032::wrong_resource_pointer::q1	sra_v2_2::bigcodebench_032::wrong_resource_pointer::helpful	sra_v2_2::bigcodebench_032::wrong_resource_pointer::execution_risk	family::sra_v2_2::bigcodebench_032::wrong_resource_pointer	1	fixed_rank_archive:hybrid_lexical_rrf:core	released_family_full_pool_recomputed	8048	7354	1	4	1		1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
hybrid_lexical_rrf	Hybrid lexical RRF	core	core::sra_v2_2::bigcodebench_033::wrong_resource_pointer::q1	sra_v2_2::bigcodebench_033::wrong_resource_pointer::helpful	sra_v2_2::bigcodebench_033::wrong_resource_pointer::execution_risk	family::sra_v2_2::bigcodebench_033::wrong_resource_pointer	1	fixed_rank_archive:hybrid_lexical_rrf:core	released_family_full_pool_recomputed	8048	7354	1	4	1		1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
hybrid_lexical_rrf	Hybrid lexical RRF	core	core::sra_v2_2::bigcodebench_034::wrong_resource_pointer::q1	sra_v2_2::bigcodebench_034::wrong_resource_pointer::helpful	sra_v2_2::bigcodebench_034::wrong_resource_pointer::execution_risk	family::sra_v2_2::bigcodebench_034::wrong_resource_pointer	1	fixed_rank_archive:hybrid_lexical_rrf:core	released_family_full_pool_recomputed	8048	7354	2	1		1	1.0	1.0	0.6309297535714575	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.6309297535714575	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.6309297535714575	0.0	1.0	0.0	1.0	1.0
hybrid_lexical_rrf	Hybrid lexical RRF	core	core::sra_v2_2::bigcodebench_035::wrong_resource_pointer::q1	sra_v2_2::bigcodebench_035::wrong_resource_pointer::helpful	sra_v2_2::bigcodebench_035::wrong_resource_pointer::execution_risk	family::sra_v2_2::bigcodebench_035::wrong_resource_pointer	1	fixed_rank_archive:hybrid_lexical_rrf:core	released_family_full_pool_recomputed	8048	7354	1	2	1		1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
hybrid_lexical_rrf	Hybrid lexical RRF	core	core::sra_v2_2::bigcodebench_036::wrong_resource_pointer::q1	sra_v2_2::bigcodebench_036::wrong_resource_pointer::helpful	sra_v2_2::bigcodebench_036::wrong_resource_pointer::execution_risk	family::sra_v2_2::bigcodebench_036::wrong_resource_pointer	1	fixed_rank_archive:hybrid_lexical_rrf:core	released_family_full_pool_recomputed	8048	7354	91	96	81		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
hybrid_lexical_rrf	Hybrid lexical RRF	core	core::sra_v2_2::bigcodebench_037::wrong_resource_pointer::q1	sra_v2_2::bigcodebench_037::wrong_resource_pointer::helpful	sra_v2_2::bigcodebench_037::wrong_resource_pointer::execution_risk	family::sra_v2_2::bigcodebench_037::wrong_resource_pointer	1	fixed_rank_archive:hybrid_lexical_rrf:core	released_family_full_pool_recomputed	8048	7354	2	4	2		1.0	0.0	0.6309297535714575	1.0	0.0	0.6309297535714575	1.0	1.0	1.0	1.0	0.6309297535714575	1.0	0.0	0.6309297535714575	1.0	1.0	1.0	1.0	0.6309297535714575	1.0	0.0	0.6309297535714575	1.0	1.0
hybrid_lexical_rrf	Hybrid lexical RRF	core	core::sra_v2_2::bigcodebench_038::poisoned_procedure_clause::q1	sra_v2_2::bigcodebench_038::poisoned_procedure_clause::helpful	sra_v2_2::bigcodebench_038::poisoned_procedure_clause::execution_risk	family::sra_v2_2::bigcodebench_038::poisoned_procedure_clause	1	fixed_rank_archive:hybrid_lexical_rrf:core	released_family_full_pool_recomputed	8048	7354	3	4	2		1.0	0.0	0.5	1.0	0.0	0.6309297535714575	1.0	1.0	1.0	1.0	0.5	1.0	0.0	0.6309297535714575	1.0	1.0	1.0	1.0	0.5	1.0	0.0	0.6309297535714575	1.0	1.0
hybrid_lexical_rrf	Hybrid lexical RRF	core	core::sra_v2_2::bigcodebench_039::wrong_resource_pointer::q1	sra_v2_2::bigcodebench_039::wrong_resource_pointer::helpful	sra_v2_2::bigcodebench_039::wrong_resource_pointer::execution_risk	family::sra_v2_2::bigcodebench_039::wrong_resource_pointer	1	fixed_rank_archive:hybrid_lexical_rrf:core	released_family_full_pool_recomputed	8048	7354	2	1		1	1.0	1.0	0.6309297535714575	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.6309297535714575	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.6309297535714575	0.0	1.0	0.0	1.0	1.0
hybrid_lexical_rrf	Hybrid lexical RRF	core	core::sra_v2_2::bigcodebench_040::wrong_resource_pointer::q1	sra_v2_2::bigcodebench_040::wrong_resource_pointer::helpful	sra_v2_2::bigcodebench_040::wrong_resource_pointer::execution_risk	family::sra_v2_2::bigcodebench_040::wrong_resource_pointer	1	fixed_rank_archive:hybrid_lexical_rrf:core	released_family_full_pool_recomputed	8048	7354	1	2	1		1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
hybrid_lexical_rrf	Hybrid lexical RRF	core	core::sra_v2_2::bigcodebench_041::wrong_resource_pointer::q1	sra_v2_2::bigcodebench_041::wrong_resource_pointer::helpful	sra_v2_2::bigcodebench_041::wrong_resource_pointer::execution_risk	family::sra_v2_2::bigcodebench_041::wrong_resource_pointer	1	fixed_rank_archive:hybrid_lexical_rrf:core	released_family_full_pool_recomputed	8048	7354	1	2	1		1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
hybrid_lexical_rrf	Hybrid lexical RRF	core	core::sra_v2_2::bigcodebench_042::wrong_resource_pointer::q1	sra_v2_2::bigcodebench_042::wrong_resource_pointer::helpful	sra_v2_2::bigcodebench_042::wrong_resource_pointer::execution_risk	family::sra_v2_2::bigcodebench_042::wrong_resource_pointer	1	fixed_rank_archive:hybrid_lexical_rrf:core	released_family_full_pool_recomputed	8048	7354	2	3	2		1.0	1.0	0.6309297535714575	1.0	0.0	0.6309297535714575	1.0	1.0	1.0	1.0	0.6309297535714575	1.0	0.0	0.6309297535714575	1.0	1.0	1.0	1.0	0.6309297535714575	1.0	0.0	0.6309297535714575	1.0	1.0
hybrid_lexical_rrf	Hybrid lexical RRF	core	core::sra_v2_2::bigcodebench_043::wrong_resource_pointer::q1	sra_v2_2::bigcodebench_043::wrong_resource_pointer::helpful	sra_v2_2::bigcodebench_043::wrong_resource_pointer::execution_risk	family::sra_v2_2::bigcodebench_043::wrong_resource_pointer	1	fixed_rank_archive:hybrid_lexical_rrf:core	released_family_full_pool_recomputed	8048	7354	1	2	1		1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
