method_id	query_case_id	rank	candidate_id	score	candidate_role
bge_m3_bge_reranker	core::sra_v2_2::bigcodebench_001::wrong_resource_pointer::q1	4	sra_v2_2::bigcodebench_137::wrong_resource_pointer::execution_risk	3.7541465759277344	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::bigcodebench_001::wrong_resource_pointer::q1	5	sra_v2_2::bigcodebench_073::wrong_resource_pointer::helpful	3.268324851989746	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::bigcodebench_001::wrong_resource_pointer::q1	6	sra_v2_2::bigcodebench_030::wrong_resource_pointer::helpful	3.2606348991394043	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::bigcodebench_001::wrong_resource_pointer::q1	7	sra_v2_2::bigcodebench_030::wrong_resource_pointer::execution_risk	3.132223606109619	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::bigcodebench_001::wrong_resource_pointer::q1	8	sra_v2_2::bigcodebench_002::wrong_precondition::helpful	2.643850803375244	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::bigcodebench_001::wrong_resource_pointer::q1	9	sra_v2_2::bigcodebench_094::wrong_resource_pointer::execution_risk	2.5355005264282227	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::bigcodebench_001::wrong_resource_pointer::q1	10	sra_v2_2::bigcodebench_002::wrong_precondition::execution_risk	2.474118709564209	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::bigcodebench_001::wrong_resource_pointer::q1	11	sra_v2_2::bigcodebench_094::wrong_resource_pointer::helpful	2.4647674560546875	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::bigcodebench_001::wrong_resource_pointer::q1	12	sra_v2_2::bigcodebench_000::wrong_precondition::helpful	2.2215824127197266	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::bigcodebench_001::wrong_resource_pointer::q1	13	sra_v2_2::bigcodebench_017::wrong_precondition::helpful	2.0100719928741455	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::bigcodebench_001::wrong_resource_pointer::q1	14	sra_v2_2::bigcodebench_000::wrong_precondition::execution_risk	1.8412153720855713	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::bigcodebench_001::wrong_resource_pointer::q1	15	sra_v2_2::toolqa_006::wrong_resource_pointer::execution_risk	1.608520746231079	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::bigcodebench_001::wrong_resource_pointer::q1	16	sra_v2_2::toolqa_006::wrong_resource_pointer::helpful	1.4687378406524658	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::bigcodebench_001::wrong_resource_pointer::q1	17	sra_v2_2::bigcodebench_017::wrong_precondition::execution_risk	1.3916571140289307	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::bigcodebench_001::wrong_resource_pointer::q1	18	sra_v2_2::bigcodebench_076::wrong_precondition::execution_risk	1.3242886066436768	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::bigcodebench_001::wrong_resource_pointer::q1	19	sra_v2_2::bigcodebench_132::poisoned_procedure_clause::helpful	-0.07628107070922852	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::bigcodebench_001::wrong_resource_pointer::q1	20	skillret::743d8061-1853-4d4f-89e6-6e8628604420	-1.3883343935012817	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::bigcodebench_002::wrong_precondition::q1	1	sra_v2_2::bigcodebench_001::wrong_resource_pointer::helpful	4.545018196105957	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::bigcodebench_002::wrong_precondition::q1	2	sra_v2_2::bigcodebench_001::wrong_resource_pointer::execution_risk	4.358030319213867	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::bigcodebench_002::wrong_precondition::q1	3	sra_v2_2::bigcodebench_137::wrong_resource_pointer::helpful	3.8739967346191406	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::bigcodebench_002::wrong_precondition::q1	4	sra_v2_2::bigcodebench_137::wrong_resource_pointer::execution_risk	3.7541465759277344	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::bigcodebench_002::wrong_precondition::q1	5	sra_v2_2::bigcodebench_073::wrong_resource_pointer::helpful	3.268324851989746	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::bigcodebench_002::wrong_precondition::q1	6	sra_v2_2::bigcodebench_030::wrong_resource_pointer::helpful	3.2606348991394043	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::bigcodebench_002::wrong_precondition::q1	7	sra_v2_2::bigcodebench_030::wrong_resource_pointer::execution_risk	3.132223606109619	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::bigcodebench_002::wrong_precondition::q1	8	sra_v2_2::bigcodebench_002::wrong_precondition::helpful	2.643850803375244	helpful
bge_m3_bge_reranker	core::sra_v2_2::bigcodebench_002::wrong_precondition::q1	9	sra_v2_2::bigcodebench_094::wrong_resource_pointer::execution_risk	2.5355005264282227	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::bigcodebench_002::wrong_precondition::q1	10	sra_v2_2::bigcodebench_002::wrong_precondition::execution_risk	2.474118709564209	risk
bge_m3_bge_reranker	core::sra_v2_2::bigcodebench_002::wrong_precondition::q1	11	sra_v2_2::bigcodebench_094::wrong_resource_pointer::helpful	2.4647674560546875	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::bigcodebench_002::wrong_precondition::q1	12	sra_v2_2::bigcodebench_000::wrong_precondition::helpful	2.2215824127197266	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::bigcodebench_002::wrong_precondition::q1	13	sra_v2_2::bigcodebench_017::wrong_precondition::helpful	2.0100719928741455	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::bigcodebench_002::wrong_precondition::q1	14	sra_v2_2::bigcodebench_000::wrong_precondition::execution_risk	1.8412153720855713	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::bigcodebench_002::wrong_precondition::q1	15	sra_v2_2::toolqa_006::wrong_resource_pointer::execution_risk	1.608520746231079	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::bigcodebench_002::wrong_precondition::q1	16	sra_v2_2::toolqa_006::wrong_resource_pointer::helpful	1.4687378406524658	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::bigcodebench_002::wrong_precondition::q1	17	sra_v2_2::bigcodebench_017::wrong_precondition::execution_risk	1.3916571140289307	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::bigcodebench_002::wrong_precondition::q1	18	sra_v2_2::bigcodebench_076::wrong_precondition::execution_risk	1.3242886066436768	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::bigcodebench_002::wrong_precondition::q1	19	sra_v2_2::bigcodebench_132::poisoned_procedure_clause::helpful	-0.07628107070922852	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::bigcodebench_002::wrong_precondition::q1	20	skillret::743d8061-1853-4d4f-89e6-6e8628604420	-1.3883343935012817	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::bigcodebench_003::wrong_resource_pointer::q1	1	sra_v2_2::bigcodebench_003::wrong_resource_pointer::execution_risk	3.3087010383605957	risk
bge_m3_bge_reranker	core::sra_v2_2::bigcodebench_003::wrong_resource_pointer::q1	2	sra_v2_2::bigcodebench_003::wrong_resource_pointer::helpful	3.0455260276794434	helpful
bge_m3_bge_reranker	core::sra_v2_2::bigcodebench_003::wrong_resource_pointer::q1	3	sra_v2_2::bigcodebench_106::wrong_resource_pointer::execution_risk	0.883331835269928	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::bigcodebench_003::wrong_resource_pointer::q1	4	sra_v2_2::bigcodebench_137::wrong_resource_pointer::helpful	0.7380101680755615	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::bigcodebench_003::wrong_resource_pointer::q1	5	sra_v2_2::bigcodebench_053::wrong_resource_pointer::execution_risk	0.4626381993293762	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::bigcodebench_003::wrong_resource_pointer::q1	6	sra_v2_2::bigcodebench_053::wrong_resource_pointer::helpful	0.34794026613235474	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::bigcodebench_003::wrong_resource_pointer::q1	7	sra_v2_2::bigcodebench_031::misleading_example::execution_risk	0.32505154609680176	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::bigcodebench_003::wrong_resource_pointer::q1	8	sra_v2_2::bigcodebench_102::wrong_resource_pointer::execution_risk	0.21716363728046417	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::bigcodebench_003::wrong_resource_pointer::q1	9	sra_v2_2::bigcodebench_031::misleading_example::helpful	0.11538314074277878	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::bigcodebench_003::wrong_resource_pointer::q1	10	sra_v2_2::bigcodebench_106::wrong_resource_pointer::helpful	-0.06938941776752472	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::bigcodebench_003::wrong_resource_pointer::q1	11	sra_v2_2::bigcodebench_102::wrong_resource_pointer::helpful	-0.09605752676725388	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::bigcodebench_003::wrong_resource_pointer::q1	12	sra_v2_2::bigcodebench_092::wrong_resource_pointer::helpful	-0.4011881947517395	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::bigcodebench_003::wrong_resource_pointer::q1	13	sra_v2_2::bigcodebench_092::wrong_resource_pointer::execution_risk	-0.5555882453918457	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::bigcodebench_003::wrong_resource_pointer::q1	14	skillret::1f339865-0481-496e-bb29-eba2f62f4009	-2.678642749786377	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::bigcodebench_003::wrong_resource_pointer::q1	15	skillret::fdc84d7c-525a-41bd-bea4-84a2a45c5de5	-2.848245143890381	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::bigcodebench_003::wrong_resource_pointer::q1	16	skillret::dd525160-47d2-45e9-a47f-30465b9a6046	-3.0340709686279297	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::bigcodebench_003::wrong_resource_pointer::q1	17	skillret::f2335f63-82f5-4b7b-a947-0864c030b07f	-3.3208889961242676	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::bigcodebench_003::wrong_resource_pointer::q1	18	skillret::9c8e8382-8593-4a5b-8a94-c7a557b8ee40	-4.376532077789307	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::bigcodebench_003::wrong_resource_pointer::q1	19	skillsbench_v2_2::radar-vital-signs::wrong_resource_pointer::execution_risk	-5.057584285736084	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::bigcodebench_003::wrong_resource_pointer::q1	20	skillret::bf20e0ea-9966-4e17-91fe-e851c62248ff	-5.70184326171875	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::bigcodebench_004::wrong_resource_pointer::q1	1	sra_v2_2::bigcodebench_004::wrong_resource_pointer::execution_risk	0.10955965518951416	risk
bge_m3_bge_reranker	core::sra_v2_2::bigcodebench_004::wrong_resource_pointer::q1	2	sra_v2_2::bigcodebench_004::wrong_resource_pointer::helpful	0.09548547118902206	helpful
bge_m3_bge_reranker	core::sra_v2_2::bigcodebench_004::wrong_resource_pointer::q1	3	skillret::3a46d491-c6b7-4d72-bee8-a408c60865a1	-0.665310263633728	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::bigcodebench_004::wrong_resource_pointer::q1	4	sra_v2_2::bigcodebench_005::wrong_resource_pointer::execution_risk	-1.4932162761688232	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::bigcodebench_004::wrong_resource_pointer::q1	5	sra_v2_2::bigcodebench_005::wrong_resource_pointer::helpful	-1.6373735666275024	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::bigcodebench_004::wrong_resource_pointer::q1	6	sra_v2_2::bigcodebench_132::poisoned_procedure_clause::helpful	-2.5711679458618164	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::bigcodebench_004::wrong_resource_pointer::q1	7	sra_v2_2::theoremqa_228::wrong_resource_pointer::helpful	-2.8236656188964844	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::bigcodebench_004::wrong_resource_pointer::q1	8	sra_v2_2::bigcodebench_108::wrong_resource_pointer::execution_risk	-3.4180748462677	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::bigcodebench_004::wrong_resource_pointer::q1	9	skillret::c9b057b6-b4e1-4c3c-87d6-c79eddde193a	-3.821230173110962	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::bigcodebench_004::wrong_resource_pointer::q1	10	sra_v2_2::bigcodebench_024::wrong_resource_pointer::execution_risk	-3.911170244216919	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::bigcodebench_004::wrong_resource_pointer::q1	11	sra_v2_2::bigcodebench_024::wrong_resource_pointer::helpful	-4.027668476104736	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::bigcodebench_004::wrong_resource_pointer::q1	12	sra_v2_2::bigcodebench_108::wrong_resource_pointer::helpful	-4.2011237144470215	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::bigcodebench_004::wrong_resource_pointer::q1	13	sra_v2_2::champ_016::wrong_precondition::helpful	-4.566217422485352	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::bigcodebench_004::wrong_resource_pointer::q1	14	skillret::f3d63a1e-b75d-4b69-aa5d-e685dd60411e	-4.634402751922607	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::bigcodebench_004::wrong_resource_pointer::q1	15	skillret::d1e3f30c-5def-41f9-ac79-dd0fe01aeb65	-4.81882381439209	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::bigcodebench_004::wrong_resource_pointer::q1	16	sra_v2_2::bigcodebench_129::wrong_resource_pointer::helpful	-5.004908561706543	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::bigcodebench_004::wrong_resource_pointer::q1	17	skillret::09ac298f-07c0-4ddf-a4d8-51022c2b4eeb	-5.4018754959106445	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::bigcodebench_004::wrong_resource_pointer::q1	18	skillret::7a884798-638b-46ba-a0a5-83bc0cc0ba53	-6.688812255859375	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::bigcodebench_004::wrong_resource_pointer::q1	19	skillret::269a73be-d705-46f6-9200-8cbe5344d71f	-6.938258171081543	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::bigcodebench_004::wrong_resource_pointer::q1	20	skillret::6c39842c-8d37-4963-a7ed-9cd828ea2440	-7.47398567199707	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::bigcodebench_005::wrong_resource_pointer::q1	1	sra_v2_2::bigcodebench_004::wrong_resource_pointer::execution_risk	-0.026028111577033997	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::bigcodebench_005::wrong_resource_pointer::q1	2	sra_v2_2::bigcodebench_004::wrong_resource_pointer::helpful	-0.24950480461120605	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::bigcodebench_005::wrong_resource_pointer::q1	3	skillret::f0fb4e09-2b03-4752-81ff-066713324fe8	-1.776432991027832	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::bigcodebench_005::wrong_resource_pointer::q1	4	sra_v2_2::bigcodebench_005::wrong_resource_pointer::helpful	-2.13494610786438	helpful
bge_m3_bge_reranker	core::sra_v2_2::bigcodebench_005::wrong_resource_pointer::q1	5	sra_v2_2::bigcodebench_030::wrong_resource_pointer::execution_risk	-2.385939836502075	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::bigcodebench_005::wrong_resource_pointer::q1	6	skillret::3a46d491-c6b7-4d72-bee8-a408c60865a1	-2.5805563926696777	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::bigcodebench_005::wrong_resource_pointer::q1	7	sra_v2_2::bigcodebench_005::wrong_resource_pointer::execution_risk	-2.8749446868896484	risk
bge_m3_bge_reranker	core::sra_v2_2::bigcodebench_005::wrong_resource_pointer::q1	8	sra_v2_2::bigcodebench_030::wrong_resource_pointer::helpful	-3.47676157951355	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::bigcodebench_005::wrong_resource_pointer::q1	9	sra_v2_2::bigcodebench_013::wrong_resource_pointer::execution_risk	-3.5165023803710938	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::bigcodebench_005::wrong_resource_pointer::q1	10	sra_v2_2::bigcodebench_132::poisoned_procedure_clause::execution_risk	-3.6290595531463623	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::bigcodebench_005::wrong_resource_pointer::q1	11	sra_v2_2::bigcodebench_132::poisoned_procedure_clause::helpful	-3.7341723442077637	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::bigcodebench_005::wrong_resource_pointer::q1	12	sra_v2_2::bigcodebench_013::wrong_resource_pointer::helpful	-4.4902777671813965	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::bigcodebench_005::wrong_resource_pointer::q1	13	skillret::c9b057b6-b4e1-4c3c-87d6-c79eddde193a	-4.665141582489014	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::bigcodebench_005::wrong_resource_pointer::q1	14	skillret::6a2df0d3-804d-447b-83a4-e66831006dc1	-4.742064476013184	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::bigcodebench_005::wrong_resource_pointer::q1	15	skillret::6a5ddb88-4cb7-4d31-8c78-3d212ce8eb79	-5.123663425445557	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::bigcodebench_005::wrong_resource_pointer::q1	16	skillret::c16e0701-41ec-48ff-a9a1-1afa3892aefd	-6.186713695526123	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::bigcodebench_005::wrong_resource_pointer::q1	17	skillret::6fa00c2d-34ee-4458-85e3-e79c7471a1a1	-6.863668918609619	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::bigcodebench_005::wrong_resource_pointer::q1	18	skillret::2fea5ce0-fbfc-407c-ab1f-a506a11e8dee	-7.293313980102539	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::bigcodebench_005::wrong_resource_pointer::q1	19	skillret::9982ba1a-7fd1-4afe-85ed-62a8e8522849	-7.783599853515625	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::bigcodebench_005::wrong_resource_pointer::q1	20	skillret::1ced02d3-51bb-4d7b-ac16-87fb1cd0cabe	-8.268899917602539	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::bigcodebench_006::wrong_resource_pointer::q1	1	sra_v2_2::theoremqa_173::wrong_precondition::execution_risk	2.932910442352295	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::bigcodebench_006::wrong_resource_pointer::q1	2	sra_v2_2::theoremqa_173::wrong_precondition::helpful	2.8142013549804688	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::bigcodebench_006::wrong_resource_pointer::q1	3	sra_v2_2::bigcodebench_008::wrong_resource_pointer::helpful	1.7889292240142822	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::bigcodebench_006::wrong_resource_pointer::q1	4	sra_v2_2::bigcodebench_008::wrong_resource_pointer::execution_risk	1.5471419095993042	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::bigcodebench_006::wrong_resource_pointer::q1	5	sra_v2_2::bigcodebench_006::wrong_resource_pointer::execution_risk	1.4588450193405151	risk
bge_m3_bge_reranker	core::sra_v2_2::bigcodebench_006::wrong_resource_pointer::q1	6	sra_v2_2::bigcodebench_006::wrong_resource_pointer::helpful	1.0748127698898315	helpful
bge_m3_bge_reranker	core::sra_v2_2::bigcodebench_006::wrong_resource_pointer::q1	7	sra_v2_2::bigcodebench_013::wrong_resource_pointer::helpful	0.6044338941574097	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::bigcodebench_006::wrong_resource_pointer::q1	8	sra_v2_2::bigcodebench_013::wrong_resource_pointer::execution_risk	0.5880109071731567	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::bigcodebench_006::wrong_resource_pointer::q1	9	sra_v2_2::theoremqa_056::wrong_precondition::execution_risk	0.15718230605125427	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::bigcodebench_006::wrong_resource_pointer::q1	10	sra_v2_2::bigcodebench_024::wrong_resource_pointer::helpful	-0.08210249245166779	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::bigcodebench_006::wrong_resource_pointer::q1	11	sra_v2_2::bigcodebench_028::wrong_resource_pointer::execution_risk	-0.11516954004764557	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::bigcodebench_006::wrong_resource_pointer::q1	12	sra_v2_2::bigcodebench_024::wrong_resource_pointer::execution_risk	-0.17372959852218628	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::bigcodebench_006::wrong_resource_pointer::q1	13	sra_v2_2::theoremqa_056::wrong_precondition::helpful	-0.2789672315120697	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::bigcodebench_006::wrong_resource_pointer::q1	14	sra_v2_2::bigcodebench_029::wrong_resource_pointer::helpful	-1.3913278579711914	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::bigcodebench_006::wrong_resource_pointer::q1	15	sra_v2_2::bigcodebench_028::wrong_resource_pointer::helpful	-1.742024302482605	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::bigcodebench_006::wrong_resource_pointer::q1	16	skillret::2db1e16f-bab8-4da1-8785-b4257098faa8	-2.1023435592651367	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::bigcodebench_006::wrong_resource_pointer::q1	17	skillsbench_v2_2::3d-scan-calc::wrong_resource_pointer::helpful	-4.00991153717041	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::bigcodebench_006::wrong_resource_pointer::q1	18	skillsbench_v2_2::pptx-reference-formatting::wrong_resource_pointer::helpful	-4.377526760101318	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::bigcodebench_006::wrong_resource_pointer::q1	19	skillret::597da8ac-4193-4842-b522-1c8b3f99dd5e	-4.82633113861084	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::bigcodebench_006::wrong_resource_pointer::q1	20	skillret::dbac7a0f-1f50-4722-b839-286cef0036a8	-5.3437933921813965	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::bigcodebench_007::wrong_resource_pointer::q1	1	skillret::58d935ed-aa8b-4cd6-aad9-7f3feb22dd0c	3.4568912982940674	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::bigcodebench_007::wrong_resource_pointer::q1	2	sra_v2_2::bigcodebench_007::wrong_resource_pointer::execution_risk	2.189530372619629	risk
