unit_id	stratum	difficulty_rung	domain	source_unit_id	query_case_count	blind_gate_status	oracle_gate_status	leakage_flag	role_flip	final_admission_status	judge_or_gate_surface	evidence_summary
core::sra_v2_2::bigcodebench_026::wrong_resource_pointer	core_marked_sibling	L0_CORE_MARKED_SIBLING	bigcodebench	sra_v2_2::bigcodebench_026::wrong_resource_pointer	1	core_static_cue_clean_rebuilt	core_admission_carried_forward	none	no	core_admission_carried_forward	core release provenance	core marked-sibling admission evidence carried forward from the audited core source layer
core::sra_v2_2::bigcodebench_028::wrong_resource_pointer	core_marked_sibling	L0_CORE_MARKED_SIBLING	bigcodebench	sra_v2_2::bigcodebench_028::wrong_resource_pointer	1	core_static_cue_clean_rebuilt	core_admission_carried_forward	none	no	core_admission_carried_forward	core release provenance	core marked-sibling admission evidence carried forward from the audited core source layer
core::sra_v2_2::bigcodebench_029::wrong_resource_pointer	core_marked_sibling	L0_CORE_MARKED_SIBLING	bigcodebench	sra_v2_2::bigcodebench_029::wrong_resource_pointer	1	core_static_cue_clean_rebuilt	core_admission_carried_forward	none	no	core_admission_carried_forward	core release provenance	core marked-sibling admission evidence carried forward from the audited core source layer
core::sra_v2_2::bigcodebench_030::wrong_resource_pointer	core_marked_sibling	L0_CORE_MARKED_SIBLING	bigcodebench	sra_v2_2::bigcodebench_030::wrong_resource_pointer	1	core_static_cue_clean_rebuilt	core_admission_carried_forward	none	no	core_admission_carried_forward	core release provenance	core marked-sibling admission evidence carried forward from the audited core source layer
core::sra_v2_2::bigcodebench_031::misleading_example	core_marked_sibling	L0_CORE_MARKED_SIBLING	bigcodebench	sra_v2_2::bigcodebench_031::misleading_example	1	core_static_cue_clean_rebuilt	core_admission_carried_forward	none	no	core_admission_carried_forward	core release provenance	core marked-sibling admission evidence carried forward from the audited core source layer
core::sra_v2_2::bigcodebench_032::wrong_resource_pointer	core_marked_sibling	L0_CORE_MARKED_SIBLING	bigcodebench	sra_v2_2::bigcodebench_032::wrong_resource_pointer	1	core_static_cue_clean_rebuilt	core_admission_carried_forward	none	no	core_admission_carried_forward	core release provenance	core marked-sibling admission evidence carried forward from the audited core source layer
core::sra_v2_2::bigcodebench_033::wrong_resource_pointer	core_marked_sibling	L0_CORE_MARKED_SIBLING	bigcodebench	sra_v2_2::bigcodebench_033::wrong_resource_pointer	1	core_static_cue_clean_rebuilt	core_admission_carried_forward	none	no	core_admission_carried_forward	core release provenance	core marked-sibling admission evidence carried forward from the audited core source layer
core::sra_v2_2::bigcodebench_034::wrong_resource_pointer	core_marked_sibling	L0_CORE_MARKED_SIBLING	bigcodebench	sra_v2_2::bigcodebench_034::wrong_resource_pointer	1	core_static_cue_clean_rebuilt	core_admission_carried_forward	none	no	core_admission_carried_forward	core release provenance	core marked-sibling admission evidence carried forward from the audited core source layer
core::sra_v2_2::bigcodebench_035::wrong_resource_pointer	core_marked_sibling	L0_CORE_MARKED_SIBLING	bigcodebench	sra_v2_2::bigcodebench_035::wrong_resource_pointer	1	core_static_cue_clean_rebuilt	core_admission_carried_forward	none	no	core_admission_carried_forward	core release provenance	core marked-sibling admission evidence carried forward from the audited core source layer
core::sra_v2_2::bigcodebench_036::wrong_resource_pointer	core_marked_sibling	L0_CORE_MARKED_SIBLING	bigcodebench	sra_v2_2::bigcodebench_036::wrong_resource_pointer	1	core_static_cue_clean_rebuilt	core_admission_carried_forward	none	no	core_admission_carried_forward	core release provenance	core marked-sibling admission evidence carried forward from the audited core source layer
core::sra_v2_2::bigcodebench_037::wrong_resource_pointer	core_marked_sibling	L0_CORE_MARKED_SIBLING	bigcodebench	sra_v2_2::bigcodebench_037::wrong_resource_pointer	1	core_static_cue_clean_rebuilt	core_admission_carried_forward	none	no	core_admission_carried_forward	core release provenance	core marked-sibling admission evidence carried forward from the audited core source layer
core::sra_v2_2::bigcodebench_038::poisoned_procedure_clause	core_marked_sibling	L0_CORE_MARKED_SIBLING	bigcodebench	sra_v2_2::bigcodebench_038::poisoned_procedure_clause	1	core_static_cue_clean_rebuilt	core_admission_carried_forward	none	no	core_admission_carried_forward	core release provenance	core marked-sibling admission evidence carried forward from the audited core source layer
core::sra_v2_2::bigcodebench_039::wrong_resource_pointer	core_marked_sibling	L0_CORE_MARKED_SIBLING	bigcodebench	sra_v2_2::bigcodebench_039::wrong_resource_pointer	1	core_static_cue_clean_rebuilt	core_admission_carried_forward	none	no	core_admission_carried_forward	core release provenance	core marked-sibling admission evidence carried forward from the audited core source layer
core::sra_v2_2::bigcodebench_040::wrong_resource_pointer	core_marked_sibling	L0_CORE_MARKED_SIBLING	bigcodebench	sra_v2_2::bigcodebench_040::wrong_resource_pointer	1	core_static_cue_clean_rebuilt	core_admission_carried_forward	none	no	core_admission_carried_forward	core release provenance	core marked-sibling admission evidence carried forward from the audited core source layer
core::sra_v2_2::bigcodebench_041::wrong_resource_pointer	core_marked_sibling	L0_CORE_MARKED_SIBLING	bigcodebench	sra_v2_2::bigcodebench_041::wrong_resource_pointer	1	core_static_cue_clean_rebuilt	core_admission_carried_forward	none	no	core_admission_carried_forward	core release provenance	core marked-sibling admission evidence carried forward from the audited core source layer
core::sra_v2_2::bigcodebench_042::wrong_resource_pointer	core_marked_sibling	L0_CORE_MARKED_SIBLING	bigcodebench	sra_v2_2::bigcodebench_042::wrong_resource_pointer	1	core_static_cue_clean_rebuilt	core_admission_carried_forward	none	no	core_admission_carried_forward	core release provenance	core marked-sibling admission evidence carried forward from the audited core source layer
core::sra_v2_2::bigcodebench_043::wrong_resource_pointer	core_marked_sibling	L0_CORE_MARKED_SIBLING	bigcodebench	sra_v2_2::bigcodebench_043::wrong_resource_pointer	1	core_static_cue_clean_rebuilt	core_admission_carried_forward	none	no	core_admission_carried_forward	core release provenance	core marked-sibling admission evidence carried forward from the audited core source layer
core::sra_v2_2::bigcodebench_044::wrong_resource_pointer	core_marked_sibling	L0_CORE_MARKED_SIBLING	bigcodebench	sra_v2_2::bigcodebench_044::wrong_resource_pointer	1	core_static_cue_clean_rebuilt	core_admission_carried_forward	none	no	core_admission_carried_forward	core release provenance	core marked-sibling admission evidence carried forward from the audited core source layer
core::sra_v2_2::bigcodebench_045::wrong_resource_pointer	core_marked_sibling	L0_CORE_MARKED_SIBLING	bigcodebench	sra_v2_2::bigcodebench_045::wrong_resource_pointer	1	core_static_cue_clean_rebuilt	core_admission_carried_forward	none	no	core_admission_carried_forward	core release provenance	core marked-sibling admission evidence carried forward from the audited core source layer
core::sra_v2_2::bigcodebench_046::wrong_resource_pointer	core_marked_sibling	L0_CORE_MARKED_SIBLING	bigcodebench	sra_v2_2::bigcodebench_046::wrong_resource_pointer	1	core_static_cue_clean_rebuilt	core_admission_carried_forward	none	no	core_admission_carried_forward	core release provenance	core marked-sibling admission evidence carried forward from the audited core source layer
core::sra_v2_2::bigcodebench_047::wrong_resource_pointer	core_marked_sibling	L0_CORE_MARKED_SIBLING	bigcodebench	sra_v2_2::bigcodebench_047::wrong_resource_pointer	1	core_static_cue_clean_rebuilt	core_admission_carried_forward	none	no	core_admission_carried_forward	core release provenance	core marked-sibling admission evidence carried forward from the audited core source layer
core::sra_v2_2::bigcodebench_048::wrong_resource_pointer	core_marked_sibling	L0_CORE_MARKED_SIBLING	bigcodebench	sra_v2_2::bigcodebench_048::wrong_resource_pointer	1	core_static_cue_clean_rebuilt	core_admission_carried_forward	none	no	core_admission_carried_forward	core release provenance	core marked-sibling admission evidence carried forward from the audited core source layer
core::sra_v2_2::bigcodebench_049::wrong_resource_pointer	core_marked_sibling	L0_CORE_MARKED_SIBLING	bigcodebench	sra_v2_2::bigcodebench_049::wrong_resource_pointer	1	core_static_cue_clean_rebuilt	core_admission_carried_forward	none	no	core_admission_carried_forward	core release provenance	core marked-sibling admission evidence carried forward from the audited core source layer
core::sra_v2_2::bigcodebench_050::wrong_resource_pointer	core_marked_sibling	L0_CORE_MARKED_SIBLING	bigcodebench	sra_v2_2::bigcodebench_050::wrong_resource_pointer	1	core_static_cue_clean_rebuilt	core_admission_carried_forward	none	no	core_admission_carried_forward	core release provenance	core marked-sibling admission evidence carried forward from the audited core source layer
core::sra_v2_2::bigcodebench_051::wrong_resource_pointer	core_marked_sibling	L0_CORE_MARKED_SIBLING	bigcodebench	sra_v2_2::bigcodebench_051::wrong_resource_pointer	1	core_static_cue_clean_rebuilt	core_admission_carried_forward	none	no	core_admission_carried_forward	core release provenance	core marked-sibling admission evidence carried forward from the audited core source layer
core::sra_v2_2::bigcodebench_052::wrong_resource_pointer	core_marked_sibling	L0_CORE_MARKED_SIBLING	bigcodebench	sra_v2_2::bigcodebench_052::wrong_resource_pointer	1	core_static_cue_clean_rebuilt	core_admission_carried_forward	none	no	core_admission_carried_forward	core release provenance	core marked-sibling admission evidence carried forward from the audited core source layer
core::sra_v2_2::bigcodebench_053::wrong_resource_pointer	core_marked_sibling	L0_CORE_MARKED_SIBLING	bigcodebench	sra_v2_2::bigcodebench_053::wrong_resource_pointer	1	core_static_cue_clean_rebuilt	core_admission_carried_forward	none	no	core_admission_carried_forward	core release provenance	core marked-sibling admission evidence carried forward from the audited core source layer
core::sra_v2_2::bigcodebench_054::wrong_resource_pointer	core_marked_sibling	L0_CORE_MARKED_SIBLING	bigcodebench	sra_v2_2::bigcodebench_054::wrong_resource_pointer	1	core_static_cue_clean_rebuilt	core_admission_carried_forward	none	no	core_admission_carried_forward	core release provenance	core marked-sibling admission evidence carried forward from the audited core source layer
core::sra_v2_2::bigcodebench_055::wrong_resource_pointer	core_marked_sibling	L0_CORE_MARKED_SIBLING	bigcodebench	sra_v2_2::bigcodebench_055::wrong_resource_pointer	1	core_static_cue_clean_rebuilt	core_admission_carried_forward	none	no	core_admission_carried_forward	core release provenance	core marked-sibling admission evidence carried forward from the audited core source layer
core::sra_v2_2::bigcodebench_056::poisoned_procedure_clause	core_marked_sibling	L0_CORE_MARKED_SIBLING	bigcodebench	sra_v2_2::bigcodebench_056::poisoned_procedure_clause	1	core_static_cue_clean_rebuilt	core_admission_carried_forward	none	no	core_admission_carried_forward	core release provenance	core marked-sibling admission evidence carried forward from the audited core source layer
core::sra_v2_2::bigcodebench_057::wrong_resource_pointer	core_marked_sibling	L0_CORE_MARKED_SIBLING	bigcodebench	sra_v2_2::bigcodebench_057::wrong_resource_pointer	1	core_static_cue_clean_rebuilt	core_admission_carried_forward	none	no	core_admission_carried_forward	core release provenance	core marked-sibling admission evidence carried forward from the audited core source layer
core::sra_v2_2::bigcodebench_058::wrong_resource_pointer	core_marked_sibling	L0_CORE_MARKED_SIBLING	bigcodebench	sra_v2_2::bigcodebench_058::wrong_resource_pointer	1	core_static_cue_clean_rebuilt	core_admission_carried_forward	none	no	core_admission_carried_forward	core release provenance	core marked-sibling admission evidence carried forward from the audited core source layer
core::sra_v2_2::bigcodebench_059::poisoned_procedure_clause	core_marked_sibling	L0_CORE_MARKED_SIBLING	bigcodebench	sra_v2_2::bigcodebench_059::poisoned_procedure_clause	1	core_static_cue_clean_rebuilt	core_admission_carried_forward	none	no	core_admission_carried_forward	core release provenance	core marked-sibling admission evidence carried forward from the audited core source layer
core::sra_v2_2::bigcodebench_061::wrong_resource_pointer	core_marked_sibling	L0_CORE_MARKED_SIBLING	bigcodebench	sra_v2_2::bigcodebench_061::wrong_resource_pointer	1	core_static_cue_clean_rebuilt	core_admission_carried_forward	none	no	core_admission_carried_forward	core release provenance	core marked-sibling admission evidence carried forward from the audited core source layer
core::sra_v2_2::bigcodebench_062::wrong_resource_pointer	core_marked_sibling	L0_CORE_MARKED_SIBLING	bigcodebench	sra_v2_2::bigcodebench_062::wrong_resource_pointer	1	core_static_cue_clean_rebuilt	core_admission_carried_forward	none	no	core_admission_carried_forward	core release provenance	core marked-sibling admission evidence carried forward from the audited core source layer
core::sra_v2_2::bigcodebench_063::wrong_resource_pointer	core_marked_sibling	L0_CORE_MARKED_SIBLING	bigcodebench	sra_v2_2::bigcodebench_063::wrong_resource_pointer	1	core_static_cue_clean_rebuilt	core_admission_carried_forward	none	no	core_admission_carried_forward	core release provenance	core marked-sibling admission evidence carried forward from the audited core source layer
core::sra_v2_2::bigcodebench_064::poisoned_procedure_clause	core_marked_sibling	L0_CORE_MARKED_SIBLING	bigcodebench	sra_v2_2::bigcodebench_064::poisoned_procedure_clause	1	core_static_cue_clean_rebuilt	core_admission_carried_forward	none	no	core_admission_carried_forward	core release provenance	core marked-sibling admission evidence carried forward from the audited core source layer
core::sra_v2_2::bigcodebench_065::wrong_resource_pointer	core_marked_sibling	L0_CORE_MARKED_SIBLING	bigcodebench	sra_v2_2::bigcodebench_065::wrong_resource_pointer	1	core_static_cue_clean_rebuilt	core_admission_carried_forward	none	no	core_admission_carried_forward	core release provenance	core marked-sibling admission evidence carried forward from the audited core source layer
core::sra_v2_2::bigcodebench_066::wrong_resource_pointer	core_marked_sibling	L0_CORE_MARKED_SIBLING	bigcodebench	sra_v2_2::bigcodebench_066::wrong_resource_pointer	1	core_static_cue_clean_rebuilt	core_admission_carried_forward	none	no	core_admission_carried_forward	core release provenance	core marked-sibling admission evidence carried forward from the audited core source layer
core::sra_v2_2::bigcodebench_067::wrong_resource_pointer	core_marked_sibling	L0_CORE_MARKED_SIBLING	bigcodebench	sra_v2_2::bigcodebench_067::wrong_resource_pointer	1	core_static_cue_clean_rebuilt	core_admission_carried_forward	none	no	core_admission_carried_forward	core release provenance	core marked-sibling admission evidence carried forward from the audited core source layer
core::sra_v2_2::bigcodebench_068::wrong_resource_pointer	core_marked_sibling	L0_CORE_MARKED_SIBLING	bigcodebench	sra_v2_2::bigcodebench_068::wrong_resource_pointer	1	core_static_cue_clean_rebuilt	core_admission_carried_forward	none	no	core_admission_carried_forward	core release provenance	core marked-sibling admission evidence carried forward from the audited core source layer
core::sra_v2_2::bigcodebench_069::wrong_resource_pointer	core_marked_sibling	L0_CORE_MARKED_SIBLING	bigcodebench	sra_v2_2::bigcodebench_069::wrong_resource_pointer	1	core_static_cue_clean_rebuilt	core_admission_carried_forward	none	no	core_admission_carried_forward	core release provenance	core marked-sibling admission evidence carried forward from the audited core source layer
core::sra_v2_2::bigcodebench_070::wrong_resource_pointer	core_marked_sibling	L0_CORE_MARKED_SIBLING	bigcodebench	sra_v2_2::bigcodebench_070::wrong_resource_pointer	1	core_static_cue_clean_rebuilt	core_admission_carried_forward	none	no	core_admission_carried_forward	core release provenance	core marked-sibling admission evidence carried forward from the audited core source layer
core::sra_v2_2::bigcodebench_071::wrong_resource_pointer	core_marked_sibling	L0_CORE_MARKED_SIBLING	bigcodebench	sra_v2_2::bigcodebench_071::wrong_resource_pointer	1	core_static_cue_clean_rebuilt	core_admission_carried_forward	none	no	core_admission_carried_forward	core release provenance	core marked-sibling admission evidence carried forward from the audited core source layer
core::sra_v2_2::bigcodebench_072::wrong_resource_pointer	core_marked_sibling	L0_CORE_MARKED_SIBLING	bigcodebench	sra_v2_2::bigcodebench_072::wrong_resource_pointer	1	core_static_cue_clean_rebuilt	core_admission_carried_forward	none	no	core_admission_carried_forward	core release provenance	core marked-sibling admission evidence carried forward from the audited core source layer
core::sra_v2_2::bigcodebench_073::wrong_resource_pointer	core_marked_sibling	L0_CORE_MARKED_SIBLING	bigcodebench	sra_v2_2::bigcodebench_073::wrong_resource_pointer	1	core_static_cue_clean_rebuilt	core_admission_carried_forward	none	no	core_admission_carried_forward	core release provenance	core marked-sibling admission evidence carried forward from the audited core source layer
core::sra_v2_2::bigcodebench_074::wrong_resource_pointer	core_marked_sibling	L0_CORE_MARKED_SIBLING	bigcodebench	sra_v2_2::bigcodebench_074::wrong_resource_pointer	1	core_static_cue_clean_rebuilt	core_admission_carried_forward	none	no	core_admission_carried_forward	core release provenance	core marked-sibling admission evidence carried forward from the audited core source layer
core::sra_v2_2::bigcodebench_075::wrong_resource_pointer	core_marked_sibling	L0_CORE_MARKED_SIBLING	bigcodebench	sra_v2_2::bigcodebench_075::wrong_resource_pointer	1	core_static_cue_clean_rebuilt	core_admission_carried_forward	none	no	core_admission_carried_forward	core release provenance	core marked-sibling admission evidence carried forward from the audited core source layer
core::sra_v2_2::bigcodebench_076::wrong_precondition	core_marked_sibling	L0_CORE_MARKED_SIBLING	bigcodebench	sra_v2_2::bigcodebench_076::wrong_precondition	1	core_static_cue_clean_rebuilt	core_admission_carried_forward	none	no	core_admission_carried_forward	core release provenance	core marked-sibling admission evidence carried forward from the audited core source layer
core::sra_v2_2::bigcodebench_077::wrong_resource_pointer	core_marked_sibling	L0_CORE_MARKED_SIBLING	bigcodebench	sra_v2_2::bigcodebench_077::wrong_resource_pointer	1	core_static_cue_clean_rebuilt	core_admission_carried_forward	none	no	core_admission_carried_forward	core release provenance	core marked-sibling admission evidence carried forward from the audited core source layer
core::sra_v2_2::bigcodebench_078::wrong_resource_pointer	core_marked_sibling	L0_CORE_MARKED_SIBLING	bigcodebench	sra_v2_2::bigcodebench_078::wrong_resource_pointer	1	core_static_cue_clean_rebuilt	core_admission_carried_forward	none	no	core_admission_carried_forward	core release provenance	core marked-sibling admission evidence carried forward from the audited core source layer
core::sra_v2_2::bigcodebench_079::wrong_resource_pointer	core_marked_sibling	L0_CORE_MARKED_SIBLING	bigcodebench	sra_v2_2::bigcodebench_079::wrong_resource_pointer	1	core_static_cue_clean_rebuilt	core_admission_carried_forward	none	no	core_admission_carried_forward	core release provenance	core marked-sibling admission evidence carried forward from the audited core source layer
core::sra_v2_2::bigcodebench_080::wrong_resource_pointer	core_marked_sibling	L0_CORE_MARKED_SIBLING	bigcodebench	sra_v2_2::bigcodebench_080::wrong_resource_pointer	1	core_static_cue_clean_rebuilt	core_admission_carried_forward	none	no	core_admission_carried_forward	core release provenance	core marked-sibling admission evidence carried forward from the audited core source layer
core::sra_v2_2::bigcodebench_081::wrong_resource_pointer	core_marked_sibling	L0_CORE_MARKED_SIBLING	bigcodebench	sra_v2_2::bigcodebench_081::wrong_resource_pointer	1	core_static_cue_clean_rebuilt	core_admission_carried_forward	none	no	core_admission_carried_forward	core release provenance	core marked-sibling admission evidence carried forward from the audited core source layer
core::sra_v2_2::bigcodebench_082::wrong_resource_pointer	core_marked_sibling	L0_CORE_MARKED_SIBLING	bigcodebench	sra_v2_2::bigcodebench_082::wrong_resource_pointer	1	core_static_cue_clean_rebuilt	core_admission_carried_forward	none	no	core_admission_carried_forward	core release provenance	core marked-sibling admission evidence carried forward from the audited core source layer
core::sra_v2_2::bigcodebench_083::wrong_resource_pointer	core_marked_sibling	L0_CORE_MARKED_SIBLING	bigcodebench	sra_v2_2::bigcodebench_083::wrong_resource_pointer	1	core_static_cue_clean_rebuilt	core_admission_carried_forward	none	no	core_admission_carried_forward	core release provenance	core marked-sibling admission evidence carried forward from the audited core source layer
core::sra_v2_2::bigcodebench_084::wrong_resource_pointer	core_marked_sibling	L0_CORE_MARKED_SIBLING	bigcodebench	sra_v2_2::bigcodebench_084::wrong_resource_pointer	1	core_static_cue_clean_rebuilt	core_admission_carried_forward	none	no	core_admission_carried_forward	core release provenance	core marked-sibling admission evidence carried forward from the audited core source layer
