candidate_id	oracle_id	provenance_surface	domain	pattern_signature	query_1_expected_side	query_2_expected_side	query_1_target_mode	query_2_target_mode	skill_A_title	skill_B_title	skill_A_chars	skill_B_chars	length_ratio_max_over_min	heading_parity	title_purpose_static_cue_asymmetry	annotation_leak_terms	query_1_exact_title_anchor_A	query_1_exact_title_anchor_B	query_2_exact_title_anchor_A	query_2_exact_title_anchor_B	query_1_anchor_jaccard_A	query_1_anchor_jaccard_B	query_2_anchor_jaccard_A	query_2_anchor_jaccard_B	skill_A_sha256	skill_B_sha256	query_1_sha256	query_2_sha256
hard_role_flip_014	hard_oracle_initial_bulk_006	early_hard_candidates	ad campaign performance analysis	campaign metrics table mode || creative review log mode	B	A	campaign metrics table mode	creative review log mode	Ad Campaign Performance Analysis - Creative Review Log Mode	Ad Campaign Performance Analysis - Campaign Metrics Table Mode	521	533	1.023	yes			0	0	0	0	0.0	0.0556	0.0526	0.0526	3ea8218a68eaac0d704dd6b4474280de85ba8b856f0c2ac7c8ac74f81ad4004c	328aa119760f1462faab591ecc11635bf9f260f7ad0b7b24136611c002fec07a	1510198cc87f44fc9f80d9791f8795017949f8aceeb278c4fb00a2b0ff3d3478	9038fae546a40d283e2d7eb72132ad7b53f9fad9fb3f9d5dcda4524dbcb89635
hard_role_flip_015	hard_oracle_initial_bulk_007	early_hard_candidates	robot task replay	robot trajectory trace mode || workspace setup note mode	A	B	robot trajectory trace mode	workspace setup note mode	Robot Task Replay - Robot Trajectory Trace Mode	Robot Task Replay - Workspace Setup Note Mode	530	522	1.0153	yes			0	0	0	0	0.1176	0.0	0.0	0.1111	02f956bd5e6a190d81275b0bde4de4c925818fb56275aaa8d310889bb7eb6200	4fb70a284760865d85bb7e1815bbb34c6b8906409f5eea85c052d9adc9095725	faa7ff43e48ab6a4a4bdf1c129daa27b580bc7b4f3edf95b21c57ff545879e09	b6a1cf934eb6fb8b95b8ae6a309e0591e1ebd4e9ff0dd5a4546d55bc18c1a89b
hard_role_flip_016	hard_oracle_initial_bulk_008	early_hard_candidates	scientific figure reproduction	figure caption note mode || plot source table mode	B	A	plot source table mode	figure caption note mode	Scientific Figure Reproduction - Figure Caption Note Mode	Scientific Figure Reproduction - Plot Source Table Mode	523	515	1.0155	yes			0	0	0	0	0.0588	0.125	0.1176	0.0	264d53b647ac1b02fc4f5fd87c8f39ed23af1c4d5747a735896305fb76340941	ed941a8ce51a3f688a881a2cfa6e52087bf7365bd8c9ddbf3236bdaa3d40d0c1	e1b17c15d1a5d68de3429a49a5ecb611a21d302b2e5f03a63ab3134aaad2fa3a	ef89893c163a93b39926e77a10d63001a7b8948c88520ca67c8138981d1f9208
hard_role_flip_017	hard_oracle_initial_bulk_009	early_hard_candidates	warehouse inventory reconciliation	inventory ledger mode || supplier exception memo mode	A	B	inventory ledger mode	supplier exception memo mode	Warehouse Inventory Reconciliation - Inventory Ledger Mode	Warehouse Inventory Reconciliation - Supplier Exception Memo Mode	528	556	1.053	yes			0	0	0	0	0.1333	0.0	0.0	0.0556	194cdee0d6b7e3cd3643e33e46e5af97fdc7902e830db79725b2bbb4cb03c056	66b214957550553222552007670c8134d01181757d5c03c22a42ef50a4769181	43ca44f86f85270c2b7548fb51c8d018e30641a5c104631b187c68c885d1c748	9a5dd65caa95022ccd34ddec51579a279e612625e44f3e76197e34bb596ac8dc
hard_role_flip_018	hard_oracle_initial_bulk_010	early_hard_candidates	clinical cohort extraction	structured cohort table mode || trial eligibility paragraph mode	B	A	structured cohort table mode	trial eligibility paragraph mode	Clinical Cohort Extraction - Trial Eligibility Paragraph Mode	Clinical Cohort Extraction - Structured Cohort Table Mode	559	543	1.0295	yes			0	0	0	0	0.0	0.1875	0.1538	0.0	a6d8aa8a5f4c62ac9296c0b0b0705054a043b72db62effa546972ac37d002871	ad28fa1f07b46ba23815abc27dd33c2d60001751bacfd3a06177a7ea7ee1e601	5bb70750d3777b0d2ff5457c5993c357ed4362d0a3b2238736d8ad9f2195f4cb	aaeeb112f609db1bc36daa575c88797197f8b2c728115535bf398e391d3f4b0a
hard_role_flip_019	hard_oracle_initial_bulk_011	early_hard_candidates	customer support routing	escalation policy document mode || support ticket export mode	A	B	support ticket export mode	escalation policy document mode	Customer Support Routing - Support Ticket Export Mode	Customer Support Routing - Escalation Policy Document Mode	521	541	1.0384	yes			0	0	0	0	0.1333	0.0	0.0714	0.0714	a282b8abb883190ab0e3388bafbaae531171e704e97e47769e1d8858b838406f	2e96f7f5e66a5818fbcd34ef26b9ede143fb26da8277c7fcfc53713ab219f2f1	485541f05a7ba51639a1968d82be201188df2b1d2292aa4ef29285ed466d45b1	65eb2e1671122180a9ced8bc8bac40b76670ad9b0c216cf910c9d8cd55b4644d
hard_role_flip_020	hard_oracle_initial_bulk_012	early_hard_candidates	code review triage	post merge test report mode || source diff patch mode	B	A	source diff patch mode	post merge test report mode	Code Review Triage - Post-Merge Test Report Mode	Code Review Triage - Source Diff Patch Mode	515	495	1.0404	yes			0	0	0	0	0.0	0.0625	0.125	0.0	89f6f840a82a7008901e2b3d7169887f7f0a11aed3e1bbecc3ad8ffd2dbae339	f21ab0e9f2ef9ae77ea44db8de275d7f05c8172f29cd988ad4f20f6ced7e43d1	af077e4c3b1fdd4d8f5439a7fcd5e80dc27ee69ddf5683e0efe3b851013f7ab2	8e00bd1d7c263e694849e884162ae0ea8fbb402e19b57251508a40e5cad9afa4
hard_role_flip_021	hard_oracle_initial_bulk_013	early_hard_candidates	geospatial address matching	parcel address table mode || zoning constraint memo mode	A	B	parcel address table mode	zoning constraint memo mode	Geospatial Address Matching - Parcel Address Table Mode	Geospatial Address Matching - Zoning Constraint Memo Mode	521	529	1.0154	yes			0	0	0	0	0.0625	0.0	0.0	0.1538	2c3741b34a6839a818447d1f5a88a0804aacb40d1c5f50afe6d3da7ca0712f53	3fd1c03ce1fc50cb620525af4d5a7e2fb646dc3b1a2c15f849a876c9ae5cfd66	e1b788c8349fd0bea5821baa62a1cb157783ee486dc87e99b3b836b4b6cab7f8	fd11a710d7dc3dcb06304bbe73974903baadab4d26e17edbd8c9c249d510f2d9
hard_role_flip_022	hard_oracle_initial_bulk_014	early_hard_candidates	logistics route planning	delivery manifest mode || driver incident report mode	B	A	delivery manifest mode	driver incident report mode	Logistics Route Planning - Driver Incident Report Mode	Logistics Route Planning - Delivery Manifest Mode	527	507	1.0394	yes			0	0	0	0	0.0	0.1429	0.1429	0.0714	681ca886856b7c34397a0186e78dfd1e44924572c1c15447ee65704c29334a1c	96bf61098b36f2f670f69803e61dd8207d631e5ba1f3727b4be5bdc80a0314bb	f646668d50532dda94846c3c7b72287f046a9327e82154e3f637bbc0332fad06	1f898cd4c603fdd871b45ddb51d91dd563155dd260e39a27fbd94e8157fc9af5
hard_role_flip_023	hard_oracle_initial_bulk_015	early_hard_candidates	financial statement audit	accounting policy memo mode || general ledger extract mode	A	B	general ledger extract mode	accounting policy memo mode	Financial Statement Audit - General Ledger Extract Mode	Financial Statement Audit - Accounting Policy Memo Mode	526	526	1.0	yes			0	0	0	0	0.1538	0.0	0.0	0.1333	d34e4d85ccb4b874177c2c9e49d03c921f6febf25fd413a5e64b6695475ed234	398c0a88fdd645db4ef560151c22bb0528d32db608b063c242b4839f6b2d980d	2b839dc645ecc054b947788ca671c5eb9b096e99f9fa2a1c3950965e4a6a7aff	fdce105b1b12b9849f0b28c647884c96345098546a0c56c19d4aaa43c276241b
hard_role_flip_024	hard_oracle_initial_bulk_016	early_hard_candidates	education rubric scoring	assignment instruction sheet mode || grading rubric table mode	B	A	grading rubric table mode	assignment instruction sheet mode	Education Rubric Scoring - Assignment Instruction Sheet Mode	Education Rubric Scoring - Grading Rubric Table Mode	551	519	1.0617	yes			0	0	0	0	0.0	0.1538	0.0769	0.0	86b8aeec1f98e34c0372e739082afb177a39b1cfbe997503697a6c7e077c2b9f	5fdf98fdee46e5a418eb2c48c22b1d84732fb231acdd0bbaaa9b7135f56c2d14	cc7c4e1d9af5a5173478766622e6c877285744175f50b65853579be0485458bb	f6d70e472e4bfa2003980712288b42e5c833077db3689206bb355687da3eb0f6
hard_role_flip_025	hard_oracle_initial_bulk_017	early_hard_candidates	security access review	access permission export mode || exception approval note mode	A	B	access permission export mode	exception approval note mode	Security Access Review - Access Permission Export Mode	Security Access Review - Exception Approval Note Mode	537	533	1.0075	yes			0	0	0	0	0.1429	0.0	0.0	0.1538	95f066faff923feed5e3dfabaceca0e5a0fd4c0a5f1e0c35d933442b58e36287	90e7b0802e64ebf6eb8f862d583d14460d3b3dacdc8201614e73c1c3fdbcc5dc	33fd4814740d973e3b98d464360a1f6984b50bf43fbe73276e13581c5a8c9496	528c6df23a3cfc5696baf62f097abfd2549361db1ad3db26a910dcfee623f0f5
hard_role_flip_026	hard_oracle_initial_bulk_018	early_hard_candidates	email campaign QA	copy approval thread mode || recipient segment table mode	B	A	recipient segment table mode	copy approval thread mode	Email Campaign Qa - Copy Approval Thread Mode	Email Campaign Qa - Recipient Segment Table Mode	494	506	1.0243	yes			0	0	0	0	0.0	0.0714	0.1429	0.0	f20ab8d05afe8c6c43e2f3534d0dfa5450ff28a9339586939e3425dfbbc5bf66	c619f4bf8d506af63f71175bde5ce6f61e3b9fa0e76b2342d61deea6a08350a4	b7237f525ae427164b225e3f657219637823defc407464dd4d5b96a647a1490c	ff7d4407dbe504f92e19babe631c689510e2793cbf739157fa04cb8aed9c2e72
hard_role_flip_027	hard_oracle_initial_bulk_019	early_hard_candidates	energy usage analysis	meter reading table mode || tariff rule note mode	A	B	meter reading table mode	tariff rule note mode	Energy Usage Analysis - Meter Reading Table Mode	Energy Usage Analysis - Tariff Rule Note Mode	490	478	1.0251	yes			0	0	0	0	0.0667	0.0	0.0	0.1667	aa2c866e30db11bf4c89560c740d4232b96bca9a7030a2da0d1b26d9b9d81b48	4fe8b0b4d2483f6c651ecb7b697bd922813eb4010a5c1b75f559b26a7200b434	75c44e2d81381b27b6c4061bf78b2ea25a0bbff37563e94e276b30f000796414	f176582b02779065f6fb4776e39d8b45f2cf67783ac3fe01f9a5e0fd43297029
hard_role_flip_028	hard_oracle_initial_bulk_020	early_hard_candidates	legal discovery review	document metadata export mode || privilege review note mode	B	A	document metadata export mode	privilege review note mode	Legal Discovery Review - Privilege Review Note Mode	Legal Discovery Review - Document Metadata Export Mode	518	530	1.0232	yes			0	0	0	0	0.0	0.0588	0.0	0.0	f224ee4971432bf7a3988dd29a1d19608acca25df6faad2ebd522cf50790c885	95471eda270864acfffcc8b1485932d59af4dfb56ed9dd625a3359910f2cb3c8	82c49b78bc95f32c834c3d6ee011c0f847333040fe0c87352c74df0114470234	f6dcab025641cca370dcd0589b88ef98a1de0a1001948287166dbe48341f71a6
hard_role_flip_029	hard_oracle_initial_bulk_021	early_hard_candidates	manufacturing defect analysis	inspection measurement table mode || maintenance shift note mode	A	B	inspection measurement table mode	maintenance shift note mode	Manufacturing Defect Analysis - Inspection Measurement Table Mode	Manufacturing Defect Analysis - Maintenance Shift Note Mode	564	540	1.0444	yes			0	0	0	0	0.0769	0.0	0.0	0.0588	d689377132e2036aaf9a78d60ceb6dd244bdd0ed1dc0049aad373c96f11e966e	7987e112ff6c81138ba01837eefc0ae22bf3c6876fe68daaa00df0ef1f4aba78	986a81fda2e698a6056d65fbdb6b5bac69e2a194c46dd11104007fb27ed207d0	654555b1c86e6cb883779ad4bc4f9a404c94d820187c07cb59da2730de0f745f
hard_role_flip_030	hard_oracle_initial_bulk_022	early_hard_candidates	product analytics funnel	event row table mode || experiment design note mode	B	A	event row table mode	experiment design note mode	Product Analytics Funnel - Experiment Design Note Mode	Product Analytics Funnel - Event Row Table Mode	527	499	1.0561	yes			0	0	0	0	0.0	0.0625	0.0	0.0	730690e5f17f8f9ed82bbd4b7da5046f75401d5bd5b4d815de6078d1f8cf95c7	67570cc76f57a6472d220fb99d30c769a7a5f8614c48c829ca83cba5e804ad59	77e64b44e6dee58c39dc3ffea7d274ee211f1a0cbf3be5c45592c47109534b2b	a35bf3ba06906468ee22004a2e3ec9e17d0aa6e5899b42773e2177d1169789ed
hard_role_flip_031	hard_oracle_initial_bulk_023	early_hard_candidates	cloud cost analysis	cloud billing export mode || reserved capacity agreement mode	A	B	cloud billing export mode	reserved capacity agreement mode	Cloud Cost Analysis - Cloud Billing Export Mode	Cloud Cost Analysis - Reserved-Capacity Agreement Mode	517	545	1.0542	yes			0	0	0	0	0.25	0.0	0.0714	0.0714	0bc87fcd38f6f3a89d29caaedcd99abda98c8be390c84df8361dc169d676dca6	5719d85adaac425ec7c144259947bdfa3218287eb83353f88c9df2ca2dec43e0	dd924db5229402c44d30c01327af50bbc48fb7cf0884eae3d39026625b7f7334	5b3b77b76bce5d45422e1971fdf34a96eaa63e485919dc5c49bf702097aaaa16
hard_role_flip_032	hard_oracle_initial_bulk_024	early_hard_candidates	survey response analysis	questionnaire text mode || survey response table mode	B	A	survey response table mode	questionnaire text mode	Survey Response Analysis - Questionnaire Text Mode	Survey Response Analysis - Survey Response Table Mode	510	522	1.0235	yes			0	0	0	0	0.0	0.1818	0.0	0.0	a542f4bef2da0d80f4e6e240551934fd461a78b546e870565c113863f83dc0f1	a23d95af8a5e3c9b95bdad09cd81a90953e5fc54ce8e6fd305c2d8dcc0c59a80	eeb41bdf63cf727b4290d350aa561966590b884001fa66726cc44843987aaa65	df201fd65939c166f58f75dfc612467d2aa6a82fd6ed559eaa64718e26988b2c
hard_role_flip_033	hard_oracle_initial_bulk_025	early_hard_candidates	video moderation review	appeal explanation note mode || frame annotation table mode	A	B	frame annotation table mode	appeal explanation note mode	Video Moderation Review - Frame Annotation Table Mode	Video Moderation Review - Appeal Explanation Note Mode	525	529	1.0076	yes			0	0	0	0	0.0667	0.0	0.0	0.25	a839898f945a1a33d3ad0e0a87025b4d92dd30cdbbe7e320d1db10f0a96a79a1	d69e81ac677ff2431b68a2abf5eb820bfbc5b09b751f14272af73ff39ff94cad	3a82ca9c933eac48eec11b785a7101daa7028b9bc151a8baa2ddb6729f28dfeb	3350328d6490541771d9ab3478458d02ec5ebd0621ce675d9d8e366ea525d2c4
hard_role_flip_034	hard_oracle_initial_bulk_026	early_hard_candidates	network capacity planning	traffic counter table mode || upgrade constraint note mode	B	A	traffic counter table mode	upgrade constraint note mode	Network Capacity Planning - Upgrade Constraint Note Mode	Network Capacity Planning - Traffic Counter Table Mode	539	531	1.0151	yes			0	0	0	0	0.0	0.0625	0.0714	0.0	9d804ae04fb65eee5477399e466f413697b8845601da6e60cb0c8db52afd29ef	ae7af3f7517017bfc9041fc545d2a75cb5f4089a58b422ea46cc6a4966855fa8	d70fece5358c79af79a16a80d476f098d7d32d18911630a26878655cd430255a	3186ab15270ac33617d42f97acc1ef8bcbd461551a3de65259992fdc11685c46
hard_role_flip_035	hard_oracle_initial_bulk_027	early_hard_candidates	HR compensation review	compensation policy note mode || payroll compensation table mode	A	B	payroll compensation table mode	compensation policy note mode	Hr Compensation Review - Payroll Compensation Table Mode	Hr Compensation Review - Compensation Policy Note Mode	541	533	1.015	yes			0	0	0	0	0.0625	0.0	0.0769	0.1667	98a6ba1261b320d4460d6a1a7c489c78ce7fd8d215b910155ab311119ee907b4	d90a510d237152b6b91e9e1bfa67a54d61d5c1779196bb5409c1c0cda6ff45cc	eb999f4b83578732cf37a585e29463bccc9574b6f96c19447a2665631fbed19c	2223606b990913d28dedfa0f234b78025cecce73b020d3c1176e24054bcd6d77
hard_role_flip_036	hard_oracle_initial_bulk_028	early_hard_candidates	insurance claim triage	adjuster note mode || claim field table mode	B	A	claim field table mode	adjuster note mode	Insurance Claim Triage - Adjuster Note Mode	Insurance Claim Triage - Claim Field Table Mode	479	495	1.0334	yes			0	0	0	0	0.0	0.0588	0.0769	0.0714	6f3ff54b87dd5791052f3bfbe85dde48ce9f062bc9df28e4a386c21a53e97f8a	30a939cc3246fb986eb7b83d29e3423096533ec0a44906324ecf722e2531bd1d	a612587366fa11ea9f549c724a497359e51ff5881a7a4efb148b4d0eb32f5676	ac4f4c469a822e758f551e0526adae6f68978106491b1715320d2192d32b6f53
hard_role_flip_037	hard_oracle_initial_bulk_029	early_hard_candidates	translation memory maintenance	bilingual segment table mode || terminology exception note mode	A	B	bilingual segment table mode	terminology exception note mode	Translation Memory Maintenance - Bilingual Segment Table Mode	Translation Memory Maintenance - Terminology Exception Note Mode	544	556	1.0221	yes			0	0	0	0	0.1538	0.0	0.0	0.1429	6629fb54af1f3352d8b715bdfd38bbd7fd579565f4b22e2652d1f004ed1f2db1	c5325b5ce989c6906dcefec1b3f98f32d7c2a30c6a4fa769af1f20291d7832ad	6bea13da1f4703fb1d2839ed79a7bf03aff6a47159f2e5404ede3d17a45241cb	f3cac6d2e0ba001ba5cd5efe3c925bd1079756c69917a71150f74222b8c2dd11
hard_role_flip_038	hard_oracle_initial_bulk_030	early_hard_candidates	data quality incident	incident timeline note mode || validation result table mode	B	A	validation result table mode	incident timeline note mode	Data Quality Incident - Incident Timeline Note Mode	Data Quality Incident - Validation Result Table Mode	525	529	1.0076	yes			0	0	0	0	0.0	0.0588	0.1538	0.0	c05001b0956a422129e30a97b689ca625e0509355da144ac432fda579d26507d	31dbcf22c5fb90d50fe782e1e7766ddc2e9cc6d15024df366a55c3d2a6e69b33	2e22ad9bcd62b94b8284904c52ed25af314da65800ba4b6f940756679e7babc2	43b435c7342bdc72d041d57d658f37ff4e1b095c05e9b10e89994b5b82fb1ebf
hard_role_flip_039	hard_oracle_initial_bulk_031	early_hard_candidates	search relevance evaluation	annotator guideline note mode || relevance judgment table mode	A	B	relevance judgment table mode	annotator guideline note mode	Search Relevance Evaluation - Relevance Judgment Table Mode	Search Relevance Evaluation - Annotator Guideline Note Mode	540	540	1.0	yes			0	0	0	0	0.0833	0.0	0.0	0.1538	987b1d4dfa6110ac07ea8e770a4ed566aa290a80530b378073e72f1d64cedade	978ad26d6c15c423684f53881dd2c02e914ead521492fa8dbb0a9ba3f71e971a	8a35da5cba80aa9f05e94c6a07adc4b4287b4e953c9a4f50721f4c27512f3597	cedd4eb89c1a687be36b1e55bc13530cc1d321c64724d97dd13d480f5ec02b17
